,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Pack Type,Application,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Range For Use With,Boiler Section,Boiler Range,Colour,Volume,Physical State / Form,Feature 12,Pack Quantity,Feature 13,Feature 14,Feature 15,Weight,Connection Size,Connection Type
20,P603022,Fernox LS-X leak sealer external 50 gm (1),Fernox,5.75,"Fast-acting Fernox LS-X external leak sealer is a silicone paste which works as an effective external leak sealer and jointing compound. Convenient and simple, this 50g tube is suitable for use on hot and cold water services and is safe for use in potable water.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox LS-X leak sealer external 50 gm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/22/NW-603022_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ds/38/Alpha_SDS38.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Fernox_EBenefits_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_61016_LeakSealer_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fernox_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Fernox_61016_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,P503908,Fernox TF1 sigma UB filter installer pack,Fernox,128.26,"An all-in-one pack for cleaning and protection, the Fernox TF1 Sigma UB filter installer pack includes a composite under-boiler filter with brass manifold, 265ml each of Fernox Protector F1 and Fernox Cleaner F3 and an inhibitor test pack. Easy to work with, this complete system helps to clean and protect a central heating system by maintaining the pH of system water, removing problematic contaminants and preventing the build-up of debris and scale.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox TF1 sigma UB filter installer pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/08/503908_wm.jpg,,,,,,,,,N,62677,System Filter and Inhibitor,N,Easy installation in restricted areas and with concealed pipework,"Treats an average sized UK home of up to 100L, 12x radiators and 190sqm of underfloor heating",Box,Central Heating System Filter and Inhibitor,Reduced packaging waste and lower environmental impact,Includes 2x test strips Fernox Express Inhibitor test foil pack,Protector provides long-term protection against internal corrosion and limescale,Universal cleaner is fast acting and pH neutral,"Cleaner removes debris, sludge and scale from existing systems",Helps a system to meet BS 7593:2019 and the Benchmark Commissioning Checklist,,,,,,,,,,,,,,,,,
22,P609945,Center heating system cleaner and inhibitor 500ml (1),Center,10.5,"A handy all-in-one formulation, this Center 500ml cleaner and inhibitor pack is highly concentrated for the effective removal of harmful debris from a central heating system. Eco-friendly, to minimise environmental damage, this reliable cleaner is formulated for safe use with all metals commonly used inside a boiler.",Heating/Water Treatment Products/Water Treatment Products.csv -> Center heating system cleaner and inhibitor 500ml (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/5_/pk/609945 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/25/50/492550.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/609940_Center_ MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/609939_Center_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/25/49/492549.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ci/as/609939_Center_NSF_CIAS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P600698,Center filter and chemical pack,Center,53.0,"Featuring a 500ml inhibitor and 500ml of cleaner, this Center CB filter and chemical pack makes the dosing of heating systems, easier, faster and cleaner.",Heating/Water Treatment Products/Water Treatment Products.csv -> Center filter and chemical pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/pk/600698 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Wolseley_Plumbing-Heating_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P609277,Adey MagnaClean Professional2 filter and chemical pack,Adey,78.0,"Removing almost 100% of the suspended black oxide sludge found in your heating system, the Adey MagnaClean Professional2 filter and chemical pack helps to extend the life of your system and improve efficiency. For easy installation, the dual-action filter can be installed anywhere on the main circuit, although for best protection, it's advised to fit MagnaClean Pro between the last radiator and the boiler.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MagnaClean Professional2 filter and chemical pack,,MagnaClean Professional2 filter;MC1 protector;MC3 cleaner,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/77/NW-609277_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Adey_MagnaCleanProf2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P608158,Fernox TF1 Tf1 Sigma 22mm Slipsocket Install Pack (4),Fernox,142.49,"The Fernox TF1 Sigma Filter Installer Pack includes everything needed to successfully clean and protect a domestic central heating system in line with BS 7593:2019 and the Benchmark Commissioning Checklist. It includes the industry leading TF1 Sigma Filter with 22mm slip socket connection, Fernox Cleaner F3 and Fernox Protector F1 265ml. The complete solution to cleaning, protecting and guarding central heating systems.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox TF1 Tf1 Sigma 22mm Slipsocket Install Pack (4),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/58/NW-608158_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_62509_SigmaInstalle_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/608158_Fernox_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/608154_608158_Fernox_Leaflet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P609281,Adey MagnaClean Professional2 filter 22mm pack,Adey,74.0,"Capturing the maximum amount of magnetite possible, the Adey MagnaClean Professional2 22mm filter provides reliable protection from potentially damaging debris, helping to extend the life of your central heating system.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MagnaClean Professional2 filter 22mm pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/81/NW-609281_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Adey_MagnaCleanProf2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P610106,Adey Magna Clean Atom SL Compliance Pack,Adey,132.53,"Protecting heating systems and helping with Building Regulations Part L compliance, the Adey MagnaClean AtomSL Compliance Pack includes the MagnaClean AtomSL filter, MC1+ inhibitor, MC3+ cleaner, ProCheck water test strips and, optionally, the Electroscale2 or Magnascale2 scale reducer. Using the items in this pack and following Adey's best guidance could reduce heating bills by up to 7% while also improving efficiency and minimising the risk of breakdown due to damaging limescale and other contaminants.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey Magna Clean Atom SL Compliance Pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/06/610106_wm.jpg,,,,,,,,,N,FL1-03-06484,Central heating water filters,N,Immediate test results using ADEY ProCheck,Compact design,,Domestic,"Bi-directional, either port can be an inlet",Rotatable filter can be fitted at any angle,Supplied ready for quick installation,Easy access to air vent and drain valve for ease of servicing,ProCheck water test results via ADEY Sense portal,Flushing adapter available,Internal water operating temperature 3°C - 95°C,Internal operating water pressure up to 4.5 bar,Maximum flow rate of 50LPM,,,,,,,,,,,,,,
28,PB98715,Monarch Water Midi HE midi HE metered softener,Monarch Water,487.49,"The Monarch Water Midi HE metered water softener metered water softener incorporates free flow valve technology, a high flow rate and reduced salt use.",Heating/Water Treatment Products/Water Treatment Products.csv -> Monarch Water Midi HE midi HE metered softener,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/15/NW-B98715_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Monarchwater_Ultimate_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P605526,Fernox F range Central Heating Protector F1 10L,Fernox,260.2,"Providing reliable pH buffering as well as protecting against corrosion and limescale, Fernox F1 protector is suitable for use in light commercial and HVAC heating and cooling systems and ensures that water maintains an optimum pH range in mixed-metal systems. Compatible with all other Fernox commercial products, Fernox F1 is safe for use on the materials usually found in heating and cooling systems, including steel and aluminium. For optimum effects, product concentration levels should be checked regularly, topping up as required.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox F range Central Heating Protector F1 10L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/26/NW-605526_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_F1_Protector_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Fernox_F1_Protector_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P609494,Adey MagnaClean Professional2XP filter 28mm,Adey,183.75,The Adey MagnaClean Professional2XP 28mm filter offers additional filtering capacity to help deal with the larger volume of debris found in larger central heating systems.,Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MagnaClean Professional2XP filter 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/94/NW-609494_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Adey_MagnaClean_Pro2XP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Adey_Magna_Professional2XP_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P122257,Vaillant filter boiler protection kit 22mm (1),Vaillant,160.28,"Incorporating unique magnetic field booster technology, this Vaillant 22mm filter kit offers fast, optimised dirt separation. Removing the very smallest magnetite particles, this filter restores system efficiency while protecting against potentially expensive damage to components. The smart design of this filter allows collected dirt to be removed quickly and without difficulty.",Heating/Water Treatment Products/Water Treatment Products.csv -> Vaillant filter boiler protection kit 22mm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/58/NW-122257_122258_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Boiler_Protec_kit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P609280,Adey MagnaClean Micro2 filter,Adey,79.25,"The compact Adey MagnaClean Micro2 filter is designed for installation in the smallest spaces. Though small in size, this filter delivers powerful protection from damaging magnetite and other system debris.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MagnaClean Micro2 filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/80/NW-609280_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P608106,Sentinel X400 X400 Sludge Remover 1Ltr,Sentinel,34.34,"Formulated for the cleaning of older central heating systems, Sentinel X400 cleaner is an acid-free treatment that helps to restore circulation in radiators and pipes. Eliminating cold spots and removing built-up magnetite sludge, this cleaner helps to restore radiators to their best efficiency.",Heating/Water Treatment Products/Water Treatment Products.csv -> Sentinel X400 X400 Sludge Remover 1Ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/06/NW-608106_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Sentinel_X400_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Sentinel_X400_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Sentinel_X400_Safetydatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_X400_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Sentinel_X400_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Sentinel_X400Liquid_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P603100,Fernox MK III MK3 flushing machine 240v,Fernox,1608.11,"Using a powerfully targeted freshwater flow, this Fernox MK III Powerflow 240v flushing machine removes sludge, scale and debris from contaminated domestic central heating systems, fast. Compatible with all Fernox Cleaners, this machine restores your boiler's energy efficiency rating and improves your system's overall performance level reducing or eliminating boiler noise and minimising fuel consumption, all in a single visit.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox MK III MK3 flushing machine 240v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/00/NW-603100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_56779_Powerflow_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Fernox_EBenefits_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fernox_Powerflushing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P608043,Adey MagnaClean DualXP FL1-0-02028 XP dual filter 35/42mm,Adey,708.14,"Designed to eliminate the magnetite and debris commonly created by larger systems, the Adey MagnaClean DualXP 35/42mm filter incorporates two powerful magnetic capture zones. This effective system offers reliable protection from the damaging effects of black iron oxide sludge and non-magnetic debris.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MagnaClean DualXP FL1-0-02028 XP dual filter 35/42mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/43/NW-608043_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Adey_MagnaCleandualXP_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P333077,Worcester Bosch Greenstar system filter pack 28mm,Worcester Bosch,200.5,"Informed by installer feedback, the Worcester Bosch Greenstar 28mm system filter pack provides easier installation and simpler servicing compared to the brand's previous model.",Heating/Water Treatment Products/Water Treatment Products.csv -> Worcester Bosch Greenstar system filter pack 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/77/NW-333077_wm.jpg,,,,,,,,Greenstar,N,333077 PK,System Filter Pack,N,Removable lid prevents over-tightening and damage to O-ring seal,Eliminates risk of leaks,,Suitable for Central Heating Systems,Isolation valves can be activated using a 90° turn,Allows bi-directional flow,Install anywhere on return circulation pipework between last radiator and boiler,"Large, powerful internal magnet safeguards boiler and components",,,,,,,,,,,,,,,,,,,
