,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Boiler Section,Boiler Range,Feature 4,Setting Range,Dimensions mm (H x W x D),Application,Range,Feature 5,Feature 6,Warranty,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Display Type,Installation Type,Number of Channels,Pack Quantity,Voltage (V),Feature 7,Feature 8,Feature 9,Feature 10,Attachment 5,Attachment 6,Operating Temperature Range (C),Connection,Thread Standard,Max Set Pressure,Connection Gender,Material,Thread Size,Maximum Operating Temperature,Feature 11,Feature 12,Feature 13,Feature 14,Connection Size,Torque Rating,Position Indicator,Operating Range,Override Type,Running Time Motor,Cable Length (m),Position Feedback,Protection Class,Weight,Attachment 7,Attachment 8,Connection Type,Working Pressure,Number of Ports,Operator Type,Seal Material,Size,Feature 15,Feature 16,Colour,Standards,Operating Temperature,Attachment Type,Pipe Diameter,Pressure Rating,Diameter,Range For Use With,Material Type,Min Outlet Pressure,Max Outlet Pressure
23,P302050,Drayton RTS1 Room Tstat Spst 240V,Drayton,16.0,The Drayton RTS1 room thermostat with SPST contacts employs electronic sensing for highly accurate temperature control.,Heating/Central Heating Controls/Central Heating Controls.csv -> Drayton RTS1 Room Tstat Spst 240V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/50/NW-302050_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_RTS_Thermostat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Drayton_RTS_Quick_Start_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/15/Drayton_Product_Catalogue_Issue_15.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_RTS_Thermostat_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PN11359,"JET Range Automatic Air Vent Check Valve 3/8 x 1/2""",JET Range,8.0,"This JET Range automatic air vent with 3/8 x 1/2"" threaded connections is designed with a vacuum break to prevent air locks. A central heating safety device, the air vent releases built up air. As water flows through the system, a float opens or closes the vent depending on the water level. When the system is full the float is pushed to the top, closing the vent until the water level drops.","Heating/Central Heating Controls/Central Heating Controls.csv -> JET Range Automatic Air Vent Check Valve 3/8 x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/59/N11359_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/N11359 Installation & User Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/N11359 Auto Air Vent TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P311892,Honeywell Home DT4 @ hw home dt4 wired digital thermostat,Honeywell Home,33.0,"Suitable for use in houses or apartments, the Honeywell Home DT4 wired digital thermostat supplies reliable room temperature control via heating, cooling and off modes. Slimline and modern, this thermostat blends style and functionality with operation via a large, easy to read LED display and simple wake up button. The DT4 wired thermostat is suitable for use in a range of systems, including hybrid and green energy systems.",Heating/Central Heating Controls/Central Heating Controls.csv -> Honeywell Home DT4 @ hw home dt4 wired digital thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/92/311892_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P336034,Drayton Lifestyle LP722 Lp722 7Day Programmer,Drayton,69.25,"Allowing for independent settings for each day of the week, the Drayton Lifestyle LP722 7 day programmer can help provide impressive energy savings for those whose day-to-day life is less predictable, ideal for part time or shift workers. A holiday mode allows temporary shut down while you're away.",Heating/Central Heating Controls/Central Heating Controls.csv -> Drayton Lifestyle LP722 Lp722 7Day Programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/34/NW-336034_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Lifestyle_LP_LPSI_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P311200,Honeywell Home DU144 DU144A1001 @ hw home du144 auto bypass 22mm straigh,Honeywell Home,43.99,"Helping a property to meet Building Regs, this DU144 automatic bypass valve controls the flow of water through a bypass circuit installed between flow and return pipework, usually at or near the boiler. Allowing flow through the bypass only as needed, when flow through the system is reduced and when zone valves or radiator thermostats are closing, this valve minimises energy use.",Heating/Central Heating Controls/Central Heating Controls.csv -> Honeywell Home DU144 DU144A1001 @ hw home du144 auto bypass 22mm straigh,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/00/NW-311200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P336357,"Nest AT3000GB stand for learning thermostat, 3rd generation 331 x 222 x 105mm White",Nest,29.94,"An easy solution for hiding the power cable for your Nest thermostat, this Nest white stand has a clean, simple design and offers easy installation, simply peeling away the film on the base to stick to any clean, flat surface.","Heating/Central Heating Controls/Central Heating Controls.csv -> Nest AT3000GB stand for learning thermostat, 3rd generation 331 x 222 x 105mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/57/NW-336357_wm.jpg,,,,,N,AT3000GB,Thermostat Stand,N,Simple Design,Compatible with all Nest 3rd Generation Learning Thermostats,,,,,NA,x  x,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P310200,Honeywell Home @ hw home l641a 1039 cylinde stat 50-80c,Honeywell Home,31.93,"This L641A cylinder thermostat has a setting of 40 to 80C and differential of 10°C and is supplied with a strap and optional dial. Suitable for installation horizontally or vertically, this thermostat can be fixed to the surface of a cylinder or pipework using the mounting strap and does not require the system to be drained.",Heating/Central Heating Controls/Central Heating Controls.csv -> Honeywell Home @ hw home l641a 1039 cylinde stat 50-80c,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/00/310200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P340020,Center CB analogue room thermostat 230v,Center CB,13.99,"This analogue Center CB room thermostat is suitable for domestic heating control. Frost protected and tamperproof, this thermostat helps to improve the efficiency of your system.",Heating/Central Heating Controls/Central Heating Controls.csv -> Center CB analogue room thermostat 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/20/NW-340020_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Center_CB_EHE0200155_Roomstat_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P310075,Honeywell Home 42005748-001 @ hw home 42005748-001 wiring centre,Honeywell Home,19.25,"Simplifying Sundial plan central heating wiring, this wiring centre is compatible with C, S and Y plan systems and offers clearly labelled, single terminal connections. Suitable for basic and pump overrun boilers, the Sundial plan wiring centre is suitable for all 5A rated applications.",Heating/Central Heating Controls/Central Heating Controls.csv -> Honeywell Home 42005748-001 @ hw home 42005748-001 wiring centre,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/75/310075_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P310037,Honeywell Home @ hw home t4360a 1009 frost stat 240v,Honeywell Home,28.49,"The T4360 provides automatic frost protection to boilers and pipework as well as the building. This thermostat is recommended to be fitted in the coldest part of a building, such as a loft space, floor void or garage.",Heating/Central Heating Controls/Central Heating Controls.csv -> Honeywell Home @ hw home t4360a 1009 frost stat 240v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/37/310037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PN20510,"JET Range 73 vertical pressure gauge 2"" 0-6bar and PSI",JET Range,9.99,"Made of steel with BSP connections, this 50mm JET Range 73 vertical bourbon tube altitude pressure gauge is for use in pneumatic and general utility applications. It is compatible with any gas or liquid that is not highly viscous, will not solidify or crystallize and will not attack or corrode copper alloy parts.","Heating/Central Heating Controls/Central Heating Controls.csv -> JET Range 73 vertical pressure gauge 2"" 0-6bar and PSI",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/11/NW-N20510_N20511_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Gauges_Thermometers_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Jet_Pressure_Gauge_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P310080,Honeywell Home @ hw home 42002116-002 junction box 10wy,Honeywell Home,8.63,"Compatible with basic and pump overrun boilers, this 10 way junction box simplifies the wiring of Sundial plan central heating installations. This universal box can be used with any 15A rated wiring application.",Heating/Central Heating Controls/Central Heating Controls.csv -> Honeywell Home @ hw home 42002116-002 junction box 10wy,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/80/310080_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P158106,Neomitis RT7RFPLUS Rt7Rfplus Wless 7D Prog Stat,Neomitis,60.25,"This user-friendly Neomitis digital room thermostat is designed for energy and cost savings. With an extra large LCD and ambient temperature digits, the display is easy to read and a simple rotary dial makes operation straightforward. A slide control operation and hassle-free programming allows the user to set a convenient personalised schedule for each day of the week, leading to greater efficiency, while dual optimisation prioritises comfort or savings.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Heating/Central Heating Controls/Central Heating Controls.csv -> Neomitis RT7RFPLUS Rt7Rfplus Wless 7D Prog Stat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/06/158106_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/uk/ca/Neomitis_158106_UKCA.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/158106_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Neomitis_158106_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Neomitis_158106_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P312093,Honeywell Home Sundial hw home sundial rf2 pack 2,Honeywell Home,234.86,"Adding a room thermostat to a traditional heating system, the  Sundial RF² pack 2 contains the ST9420C wireless enabled programmer and DT92E wireless digital room thermostat.",Heating/Central Heating Controls/Central Heating Controls.csv -> Honeywell Home Sundial hw home sundial rf2 pack 2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/93/312093_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P222441,Nest Pro 3rd Generation HF001631-GB PK,Nest,136.0,"Compatible with a wide range of central heating systems, this Nest 3rd generation thermostat in stainless steel can operate combi boilers, system and heat-only boilers, domestic hot water tanks and biomass boilers and is also compatible with hydronic underfloor systems, air-source and ground-source heat pumps (heating only), zoned systems and heating systems with Open Therm technology. Connecting via WiFi to control the temperature from your smartphone, tablet or laptop via the Nest App, this thermostat puts you in control of your home from anywhere in the world. With the ability to recognise the average temperature of the home, Nest uses sensors to automatically adjust when the house is empty for reduced waste and lower bills.",Heating/Central Heating Controls/Central Heating Controls.csv -> Nest Pro 3rd Generation HF001631-GB PK,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/41/NW-222441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nest_LearningThermostat_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P300758,Drayton Digistat+ RF601N Rf601 Digistat Single Channel Receiver,Drayton,77.48,"With tactile, audible and visual feedback, the Drayton Digistat Plus RF room thermostat with single channel receiver (SCR) offers ease of control for every user, including the hard of hearing or sight impaired. It also has the option to program a minimum temperature setting, making it the perfect installation for vulnerable users. The combination of a modern digital display with a traditional setting dial gives the Digistat Plus RF familiar functionality with the additional convenience of visual confirmation that the correct temperature has been set.",Heating/Central Heating Controls/Central Heating Controls.csv -> Drayton Digistat+ RF601N Rf601 Digistat Single Channel Receiver,,Thermostat;Receiver,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/58/NW-300758_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/302003_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_DigistatPlus_RF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/15/Drayton_Product_Catalogue_Issue_15.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P307745,Secure Radbot SCV100-000         Radbot 1 - Intelligent thermostatic radiator valve,Secure,38.65,"Suitable for new or retrofit installation, the Secure Radbot 1 is an intelligent thermostatic radiator valve suitable for use in domestic heating systems. Providing individualised control of a radiator, this TRV makes it easy to set your home's heating room by room with no need for a connection to Wi-Fi or smartphone apps.",Heating/Central Heating Controls/Central Heating Controls.csv -> Secure Radbot SCV100-000         Radbot 1 - Intelligent thermostatic radiator valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/45/307745_wm.jpg,,,,,N,SCV100-000,Domestic heating control,N,Intelligent thermostatic radiator valve,New or retrofit installation,Energy efficiency - Save up to 30% on energy,,,No requirement for wifi or app,,190 x 60,Domestic heating,Radbot,Control of individual radiators / zoning,Only heat rooms when occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P222007,Neomitis RT7 RF Plus wireless 7-day programmable thermostat pack,Neomitis,60.25,"Providing homeowners with reliable energy and cost savings, the Neomitis wireless digital seven day programmable room thermostat has a user-friendly design comprising an extra-large LCD display, ambient digits and a straightforward rotary dial for intuitive setting of up to three daily on/off periods. A seven day programmer, this thermostat allows for easy programming of a weekly schedule and offers dual optimisation, giving you personalised comfort, improved efficiency and the potential for lower fuel bills.",Heating/Central Heating Controls/Central Heating Controls.csv -> Neomitis RT7 RF Plus wireless 7-day programmable thermostat pack,,Digital Room Thermostat;Wireless Receiver;2x AA (LR6) batteries;Wall mounting plate ;table stand,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/06/158106_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/158106_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
