,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Range,Attachment 1,Connection Size,Connection Type,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range For Use With,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,For Use With,Weight,Dimensions mm (H x W x D),Pack Quantity,Colour,Flow Rate,Warranty,Output,Depth (mm)
182,P400447,Worcester Bosch 87472013190 transformer,Worcester Bosch,29.5,"A Worcester Bosch part, this transformer is for use in the control panel of Greenstar, Greenstar ErP, RD Series, i Junior Series and Si/C1 Series boilers.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87472013190 transformer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/47/400447_wm.jpg,N,"15 Ri LPG, 15Ri, 15Ri LPG, 18Ri, RD628 RSF, 18 Ri, 24 Ri LPG, 18Ri LPG, 18 Ri LPG, 24Ri, 24Ri LPG, 24 i Junior LPG, 24 Ri, 28 i Junior LPG, 24 SI II LPG, 12 Ri, 28 i Junior, 24 SI II, 28 Si II LPG, 12 Ri LPG, 15 Ri, 12Ri, 24 i Junior, 28 Si II, 12Ri LPG",Control Panel,"Greenstar, Greenstar ErP, RD Series, i Junior Series, Si/C1 Series",H05284,"24 SI II,28 Si II,24 SI II LPG,RD628 RSF,24 Ri,24 i Junior LPG,28 i Junior,24 i Junior,28 Si II LPG,15 Ri LPG,15 Ri,12 Ri LPG,18Ri LPG,18 Ri,28 i Junior LPG,24 Ri LPG,12 Ri",87472013190,Transformer,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,P438150,Worcester Bosch 87161424040 pressure relief valve,Worcester Bosch,20.72,"A Worcester Bosch spare, this pressure relief valve is suitable for use with CDi Series, i Junior Series, Bosch, SBi Series, i Series and CDiXtra Series appliances.  The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87161424040 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/50/438150_wm.jpg,N,"24 CDi RSF LPG, 24 i Junior LPG, RX2 RSF, 15 SBi, 24 CDi OF LPG, 28 CDi RSF NG, 24 i RSF LPG, 28 CDi RSF LPG, 26 CDi Xtra LPG, 24 i Junior, 28 i Junior, 28 i Junior LPG, 24 CDi RSF NG, 26 CDi Xtra, 24 CDi BF, 35 CDi II RSF LPG, 28 i RSF, 24 SBi LPG, RX2",Gas Assembly,"CDi Series, i Junior Series, Bosch, SBi Series, i Series, CDiXtra Series",375699,"24 i RSF,24 CDi RSF NG,24 i RSF LPG,24 CDi OF,RX2 RSF,24 i Junior LPG,28 i Juni,24 i Junior,24 CDi RSF LPG,28 CDi RSF NG,35 CDi II RSF NG,24 CDi OF LPG,35 CDi II RSF LPG,28 CDi RSF LPG,26 CDi Xtra,26 CDi Xtra LPG,RX2 RSF LPG,28 i RSF,24 CDi BF,24 SBi LPG",87161424040,Pressure Relief Valve,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,P793132,Worcester Bosch silencer body,Worcester Bosch,8.68,"A Worcester Bosch silencer body for use in the pipework of Greenstar, Greenstar 8000 Life, Greenstar 8000 Style and Greenstar ErP boilers.  In a boiler pipework either allows water or gas into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch silencer body,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/32/793132_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/WB_Greenstar24-28I_Junior_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
185,P438162,Worcester Bosch 87483002190 printed circuit board,Worcester Bosch,314.35,"A genuine Worcester Bosch printed circuit board for CDi Series boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87483002190 printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/62/438162_wm.jpg,N,"24 CDi RSF NG, 24 CDi RSF LPG",Control Panel,CDi Series,173013,"24 CDi RSF LPG,24 CDi RSF NG",87483002190,Printed Circuit Board,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,P400333,Worcester Bosch photocell comes with flange&lead,Worcester Bosch,57.69,"A genuine Worcester Bosch spare, this photocell is a part for use in the burner of Danesmoor, Greenstar Oil and Heatslave units.  The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch photocell comes with flange&lead,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/33/400333_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Worcester_Bosch_Danesmoor_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
187,P480727,Worcester Bosch rotary handles light grey,Worcester Bosch,52.23,"This Worcester Bosch grey rotary handle is a genuine replacement control knob suitable for Greenstar and RD Series boilers.  Attached to a spindle on the boiler's control panel, a knob allows for manual control of the appliance's functions.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch rotary handles light grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/27/480727_wm.jpg,N,"Highflow 440 LPG, 30 HE Plus Combi, HE FSN ZB 7 27KW, HE FSN ZWB 7 27KW, HE Plus FSN 7-28KW, ICC2-FSN 37KW, ICS1-FSN 28KW, R30 HE, 35 HE Plus Combi, CS1-FSN-GB NG 28KW, Highflow 440, R35 HE Plus Combi, RD532I, HE Plus FSN 11-35KW, ICS1-FSN 35KW, R29 HE C",Control Panel,"Greenstar, RD Series",E74600,,87120001040,Control Knob,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,P408588,Worcester Bosch harness,Worcester Bosch,65.31,"This Worcester Bosch wiring harness connects with the control panel of boilers in the Greenstar range.  These groups of wires are designed to give the PCB complete control over the boiler's processes and safety protocols.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch harness,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/88/408588_wm.jpg,N,"29 CDi LPG, 30 CDi, 37 CDi, 30 CDi LPG, 34 CDi LPG, 38 CDi, 532/i, 30 CDi System, 30 CDi System LPG, 42 CDi, 34 CDi, 537/i, 430/i LPG, 38 CDi LPG, 532/i LPG, 27 CDi, 27 CDi LPG, 37 CDi LPG, 42 CDi LPG, 430/i, 542/i, 29 CDi, 537/i LPG, 542/i LPG",Control Panel,Greenstar,H99782,,87186631690,Wiring Harness,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,P414456,Worcester Bosch 87161424160 pressure relief valve,Worcester Bosch,16.2,"A Worcester Bosch spare, this pressure relief valve is suitable for use with Camray 5, 240, Camray, CDi Series, Danesmoor, Heatslave, Camray Quartet, 9.24 Electronic, Highflow, Economy Combi, Camray Combi, 280, 350, 230 and Greenstar appliances.  The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87161424160 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/56/414456_wm.jpg,N,"40/65, 240 RSF, CLASSIC SYS 70/90SA, COMBI 90, 35 CDi FSN, 12/14-OSO-GB SYS, 12/14-RSO-GB SYS, 12/14-OOO-(CF), 26/32 OSO (CF), 110/150, 9.24 Mk2 BF, CLASSIC SYS 95/130, ECONOMY COMBI 130KSI, COMBI 55, 15/19 RSO SYS, 15/19-OSO-GB, 15/19-OSO-GB, 20/25-OSO-",Gas Assembly,"Camray 5, 240, Camray, CDi Series, Danesmoor, Heatslave, Camray Quartet, 9.24 Electronic, Highflow, Economy Combi, Camray Combi, 280, 350, 230, Greenstar",386789,"40/65,CLASSIC SYS 50/70SA,12/14-OSO-GB,65/90 U'LITY SYS,230 RSF,12/14-OSO,QUARTET SYS 60/80,COMBI 90,9.24 Mk2 OF,Combi,240 OF,QUARTET SYS 110/150,COMBI 70,CLASSIC SYS 70/90SA,240 BF,240 RSF,280 RSF,90,35 CDi GSP,QUARTET U'LITY SYS 60/80,PLUS,35 CDi FSN",87161424160,Pressure Relief Valve,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,P481221,Worcester Bosch 87145000540 temperature sensor,Worcester Bosch,45.33,"This Worcester Bosch sensor is compatible with Greenstar and RD Series boilers.  The sensor is employed to increase circuit resistance in line with temperature drops. A boiler's printed control board (PCB) sends a current to the thermistor, deciding whether a decrease or increase in heat is required by reading the relative resistance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87145000540 temperature sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/21/481221_wm.jpg,N,"25 HE, RD532, 30 HE Plus Combi, HE Plus FSN 11-35KW, ICC2-FSN 37KW, R25 HE, 30 HE Combi, CC1 FSN 29KW, R30 HE Plus Combi, R40 HE Plus Combi, RD532I, HE FSN ZWB 7 27KW, ZWBR 7-25 A23, RD537I, 35 HE Plus Combi, HE Plus FSN 7-28KW, ZWBR 11-25 A31, FSP, R30",Control Panel,"Greenstar, RD Series",E27223,"CC1 FSN 29KW,FSN,FSP,HE Plus FSN 7-28KW,RD532I,30 HE Plus Combi,ZWBR 11-25 A31,25 HE +,35 HE Plus Combi,30 HE Combi,ICC2-FSN 30KW,R35 HE Plus Combi,R25 HE,HE FSN ZWB 7 27KW,ICC2-FSN 37KW,R40 HE Plus Combi,ZWBR 7,R30 HE Plus Combi,R30 HE,HE Plus FSN 11-35KW",87145000540,Sensor,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,P793241,Worcester Bosch by-pass pipe assembly,Worcester Bosch,29.04,"This Worcester Bosch bypass pipe assembly is for use in the hydraulics of Greenstar and Greenstar ErP boilers.  In a boiler pipework either allows water or gas into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch by-pass pipe assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/41/793241_wm.jpg,N,"12 i, 18 i, 24 i LPG, 24 i, 28 i Junior Mk5, 30 Si LPG, 12i System, 12i System LPG, 18i System LPG, 25i Combi, 24 i Junior, 30 Si, 24i System, 18 i LPG, 28 i Junior Mk5 LPG, 30i Combi LPG, 28 i Junior LPG, 15i System LPG, 18i System, 30i Combi, 9i System",Hydraulics,"Greenstar, Greenstar ErP",H10089,,87161064370,Pipe Assembly,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,P793228,Worcester Bosch slide connector,Worcester Bosch,27.14,"This Worcester Bosch slide connector is designed as a casing part for Greenstar and Greenstar ErP boilers.  Casings vary from model to model with designs to suit different locations, offering differing levels of robustness and a variety of finishes.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch slide connector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/28/793228_wm.jpg,N,"25 CDi, 28 i Junior, 29 CDi LPG, 37 CDi, 37 CDi LPG, 430/i, 532/i, 12 i, 24 i, 28 i Junior LPG, 29 CDi Classic LPG, 30 CDi, 30 Si LPG, 34 CDi, 35 CDi Classic System LPG, 42 CDi Classic, 42 CDi LPG, 542/i LPG, 12i System, 12i System LPG, 25i Combi, 9i Sys",Hydraulics,"Greenstar, Greenstar ErP",H12250,"29 CDi Classic,28 i Junior Mk5 LPG,30 CDi System,27 CDi,15 i LPG,18 i,25 CDi,29 CDi,25 Si,34 CDi Class,28 i Junior,24 i Junior LPG,30 CDi Classic System,29 CDi LPG,12 i LPG,24 i Junior,30 CDi LPG,24 i Junior Mk5 LPG,24 i Junior Mk5,15 i,18 i LPG,24 i LPG",87161067140,Slide Connector,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,P790110,Worcester Bosch rope 19mm dia,Worcester Bosch,31.8,"This Worcester Bosch 19mm diameter rope is used to create a seal in the heat exchanger of Danesmoor, Camray 5, Greenstar Oil and Camray 5 Utility boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch rope 19mm dia,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/10/790110_wm.jpg,N,"Boilerhouse 35/50, 40/65 SYS, 50/70-OOO OLD U'LITY, 50-70-OOO-GB, DANESMOOR HE 32/50 OOO GB U'LITY, 200/240, 40/65 KITCHEN, 65/90A KITCHEN, 12/18-OOO (FS), HEATSLAVE HE 12/18 INT, 40/65 U'LITY SYS, 65/90 U'LITY SYS, Boilerhouse 26/32, DANESMOOR HE 50/70",Heat Exchanger,"Danesmoor, Camray 5, Greenstar Oil, Camray 5 Utility",,,87161407330,Rope,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
