,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Connection Type,Style,Warranty,Hazardous,With Drain Off,Max Pressure,Flow Water Temperature,Material,Orientation,Pipe Connection Size,Radiator Connection Size,Sensor,Shape,With Lockshield,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Display Type,Number of Channels,Application,Feature 13,Range,Feature 14,Pack Quantity,Feature 15,Feature 16,Weight
20,P311220,Honeywell Home Valencia hw home vtl120 trv + l/s 15mm angd/off,Honeywell Home,21.18,"Offering excellent performance and reliability, the Valencia Traditional thermostatic radiator valve (TRV) is popular with installers and homeowners for its combination of energy efficiency and flexible ease of installation. With a bi-directional flow design, this TRV is suitable for any heating installation and can be mounted vertically or horizontally at either end of a radiator. Once in place, the valve's integrated radiator balancing insert retains the radiator's balancing setting when the TRV and lockshield valve is closed. For best use, the TRV should be installed in a two-pipe heating system with free flow of air around the head for accurate temperature sensing.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Honeywell Home Valencia hw home vtl120 trv + l/s 15mm angd/off,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/23/NW-311220_311223_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Honeywell_Valencia_O_code_Transition.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,P247942,Drayton RT212 TRV with angle valve 15mm,Drayton,15.3,"A low cost solution to room-by-room heating control, the Drayton RT212 angled thermostatic radiator valve (TRV) is fitted with a liquid sensor for accurate temperature setting. With a reverse flow body the RT212 allows for vertical or horizontal flow or return mounting, providing installation flexibility.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton RT212 TRV with angle valve 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/42/247942_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_NEW_RT212_ED_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Drayton_5038_D27_12_NEW_RT212_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_RT212_U_and_I_Guide_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P247605,Honeywell Home Valencia hw home vtl15 trv+ls 15mm ang,Honeywell Home,22.55,"The Valencia traditional thermostatic radiator valve (TRV), with its matte silver nickel valve body, features a modulating insert, ensuring the TRV delivers the required amount of water to maintain the required temperature. With a concealed temperature range limiting feature, the thermostatic head makes unlocking difficult, even when the memory clip is removed while the valve body offers a handy flow pre-setting device for fast commissioning using a pre-setting table for each heat load. The TRV's body is compatible with standard M30x1.5 head/actuator connections, making the retrofit of different heads or electronic controls possible.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Honeywell Home Valencia hw home vtl15 trv+ls 15mm ang,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/05/NW_247605_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P250081,Pegler Yorkshire thermostatic radiator valve and lockshield valve pack 8/10mm,Pegler,14.89,"A quality essential, this Pegler Yorkshire Bulldog 2 angled manual radiator valve (MRV) with its chrome finish is ideal for radiators in modern family homes. With 10mm connections, this MRV includes range and temperature locking capability and is supplied with lockshield.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Pegler Yorkshire thermostatic radiator valve and lockshield valve pack 8/10mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/81/250081_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/BulldogTRV_FeatureBenefit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_Bulldog_2_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P178136,Honeywell Home ST900C 7 Day Progra mmer 2 Channel,Honeywell Home,69.0,"Controlling heating and stored hot water in complete systems, the ST9400C two channel, seven day programmer has up to three on/off periods per day, optional 5/2 or one day programming and independent heating and hot water control for maximum efficiency. Offering the option to set as a mini programmer for older gravity circulation stored hot water systems, where there is no interlocking control valve, ST9400C is suitable for combi boilers, heating zones or any application where small electric loads are switched. The programmer's Line of Text (LoT) display gives clear instructions whenever any button or slider is used for simple, hassle-free use.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Honeywell Home ST900C 7 Day Progra mmer 2 Channel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/10/240710_wm.jpg,,,,,,,,,,,1 year,N,,,,,,,,,,,178136 PK,Programmer,N,"LoT display, provides text feedback help and programming hints",Factory set clock and date,Automatic summer/winter 1 hour time change,Temporary or permanent override facilities,"Extra hour facility, for up to 3 hours boost or programme extension",Choice of 3 different built-in programmes,Programme indicator lights,Fits on industry standard back plate,Direct replacement for ST6400 models,Any programmed settings retained indefinitely in non volatile memory,Up to 3 on/off times per day,Complies with Building Regulations Part L1 for England and Wales and Part J for Scotland,35,No,2 x SPDT,Yes,1,3 A at 230 VAC,7 Days,3,No,145 (W) x 99 (H) x 35 mm (D),Digital,2,Industrial,1 year warranty,,,,,,
25,P222070,Drayton Lifestyle LP LP722 7 day programmer,Drayton,59.99,"Allowing for independent settings for each day of the week, the Drayton Lifestyle LP722 7 day programmer can help provide impressive energy savings for those whose day-to-day life is less predictable, ideal for part time or shift workers. A holiday mode allows temporary shut down while you're away.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton Lifestyle LP LP722 7 day programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/34/NW-336034_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_LifestyleEP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_LP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_LP_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P296066,Myson Petite TRV and lockshield pack angle drain off 15mm Chrome,Myson,18.76,"A compact design suitable for a range of settings, the Myson Petite 15mm angled drain-off TRV with compression connections and lockshield is a modern choice for reliable home heating. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Myson Petite TRV and lockshield pack angle drain off 15mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/66/296066_wm.jpg,,,,,,,,Chrome,Compression,Modern,2 years,N,Yes,10,Max 120 deg C,CR3 and Brass,,15 mm,1/2 BSP,Yes,Angle,Yes,PETPAK15ACD,TRV,N,With lockshield,Angled version,Compression connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215,2 year warranty,,,,,,,,,,,,,,,,,,,Petite,,,,,
27,P222068,Drayton Lifestyle LP LP522 Weekday / Weekend programmer,Drayton,49.99,"Allowing for the setting of different programmes for weekends and weekdays, the Drayton Lifestyle LP522 5/2 programmer gives users the option of independent timing of each channel for improved comfort and energy efficiency throughout the week.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton Lifestyle LP LP522 Weekday / Weekend programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/33/NW-336033_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_LP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_LP_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P296063,Myson Petite TRV and lockshield pack angle drain off c/w pushfit 90o elbow 10mm Chrome,Myson,24.44,"A compact design suitable for a range of settings, the Myson Petite 10mm 90° elbow angled drain-off TRV with push-fit connections and lockshield is a modern choice for reliable home heating. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Myson Petite TRV and lockshield pack angle drain off c/w pushfit 90o elbow 10mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/63/296063_wm.jpg,,,,,,,,Chrome,Push Fit,Modern,2 years,N,Yes,3,Max 92 deg C,CR3 and Brass,,10mm,1/2 BSP,Yes,Angle,Yes,PETPAK10ACDPF90,TRV,N,Angled version,Push-fit connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215,2 year warranty,,,,,,,,,,,,,,,,,,,,Petite,,,,,
29,P247488,Drayton TRV4 White 15mm angled valve + Lockshield Plus,Drayton,32.87,"Highly reliable, the rigorously tested Drayton TRV4 thermostatic radiator valve offers excellent levels of safety and efficiency. It is manufactured right here in the UK in a quality assured factory.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton TRV4 White 15mm angled valve + Lockshield Plus,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/88/247488_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/DraytonTRV4_Classic_WhiteChrome_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P222389,Drayton TRV4 Thermostatic radiator valves,Drayton,20.0,"Suitable for both domestic and commercial use, the reliable Drayton TRV4 15mm angled chrome thermostatic radiator valve (or TRV) provides energy efficient heating control for individual rooms, meaning there's no longer any need to heat spaces that aren't in use. Incorporating a double gland seal and non-stick, pre-set internals, this TRV allows for the direct balancing of a radiator using its individual valve.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton TRV4 Thermostatic radiator valves,,Thermostatic radiator valve;Integral head,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/00/247400_wm.jpg,,,,,,,,White / Chrome,CompressionThreaded,Contemporary,18 Month,N,No,20,110,Brass,Angular,15 mm,1/2 in,Yes,Angular,No,222389 PK,Thermostatic Radiator Valve (TRV),N,Includes TRV and integral head,Modern design,Non-stick valve internals,Sensitive liquid-filled head,With double gland seal,Half/full click stop settings,Radiators can be balanced via TRV,Includes frost protection position,Replaceable internal parts,15mm connections,Manufactured in UK-based ISO 9001 certified factory,A-rated energy efficiency,,,,,,,,,,,,,,Keymark approved to EN 125,TRV4,18 month warranty,,,,
31,PC85158,Pegler Yorkshire PEG402 TMV3/2 15mm mix valve,Pegler,100.77,"Made of brass with a chrome-plated finish, this Pegler Yorkshire PEG402 Anti-Scald thermostatic mixing valve has 15mm copper x copper end connections. Eliminating the risk of scalding, this three-port valve can be used in domestic installation as well as in health and social care, schools and commercial applications.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Pegler Yorkshire PEG402 TMV3/2 15mm mix valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/59/NW-C85158_C85159_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/PY_TMV_T_Type_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PY_TMV3_TMV2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/PY_Anti_Scald_TMV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/PY_TMV2_TX_NSF_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/PY_TMV3_TX_NSF_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P311222,Honeywell Home Valencia hw home vtl120 trv l/s 15mm ang p/fit,Honeywell Home,28.07,"Offering excellent performance and reliability, the Valencia traditional thermostatic radiator valve (TRV) is popular with installers and homeowners for its combination of energy efficiency and flexible ease of installation. With a bi-directional flow design, this TRV is suitable for any heating installation and can be mounted vertically or horizontally at either end of a radiator. Once in place, the valve's integrated radiator balancing insert retains the radiator's balancing setting when the TRV and lockshield valve is closed. For best use, the TRV should be installed in a two-pipe heating system with free flow of air around the head for accurate temperature sensing.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Honeywell Home Valencia hw home vtl120 trv l/s 15mm ang p/fit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/22/NW-311222_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Honeywell_Valencia_O_code_Transition.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P222394,Drayton RT212 integrated head and lockshield pack 15mm,Drayton,12.99,"A low cost solution to room-by-room heating control, the Drayton RT212 angled thermostatic radiator valve (TRV) is fitted with a liquid sensor for accurate temperature setting. With a reverse flow body the RT212 allows for vertical or horizontal flow or return mounting, providing installation flexibility.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton RT212 integrated head and lockshield pack 15mm,,Thermostatic radiator valve;Lockshield,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/47/247947_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Drayton_TRV_Commissioning_Instrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/rs/Drayton_TRV_Info_for_Householders.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Declared_CEN_Information.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ci/ty/Drayton_ED_Valve_Flow_Capacity.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Drayton_RT212_Installation_UserGuide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_RT212_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
