,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Size,Connection Type,Range,Hazardous,Core Size,Core Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Attachment 3,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 2,Pack Quantity,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Model For Use With,Power Supply,Colour,Material,Feature 8,Feature 9,By Model Number,Diameter,Thickness,Warranty,Length (M),Size,Current Rating,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Depth (mm),Weight,Dimensions mm (H x W x D),Phase,For Use With
24,P677799,"Kelvion 261-763-006 / JG1-8 drain connection (BSP) 3/4""",Kelvion,10.99,"A Kelvion Searle 261-763-006/JG1-8 drain with 3/4"" BSP connections.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Kelvion 261-763-006 / JG1-8 drain connection (BSP) 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/99/NW-677799_wm.jpg,,,,,,N,,,100465377,Drain Connection Kit,N,Kelvion Searle spare part,,,,30mm,Connection: 3/4 inch BSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P685030,Aspen Pumps Xtra cassette adaptor 26-21mm,Aspen Pumps,15.08,These Aspen Pumps Xtra rubber adapters connect a 26mm cassette unit condensate drain pipe to the 21mm overflow pipe of a tank pump.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra cassette adaptor 26-21mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/31/NW-685029_685031_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Connectors_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P693959,"Danfoss DCL DCL032S filter drier solder connection 1/4""",Danfoss,13.3,"This Danfoss Eliminator DCL032S 3 cu.inch hermetic filter drier with 1/4"" solder inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCL DCL032S filter drier solder connection 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/59/NW-693959_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P696495,Pump House DiversiTech G2G-Foam+ pre-mixed alkaline foaming coil cleaner,Pump House,26.89,"Pump House DiversiTech heavy duty foaming outdoor condenser coil cleaner effectively removes soils and dirt and brightens outdoor coils. Reaching embedded dirt fast, DiversiTech cleaner doesn't leave salty deposits on coils.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Pump House DiversiTech G2G-Foam+ pre-mixed alkaline foaming coil cleaner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/95/NW-696495_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pump_House_DiversiTech_G2G_Foam_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Pump_House_DiversiTech_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P693971,"Danfoss DCL DCL053 filter drier flared connection 3/8""",Danfoss,16.8,"This Danfoss Eliminator DCL053 5 cu.inch hermetic filter drier with 3/8"" flare inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCL DCL053 filter drier flared connection 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/71/NW-693971_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P693428,Danfoss SGP SGP10N sight glass male 24 x 3mm,Danfoss,34.8,"Made of brass, this Danfoss SGP10N sight glass with 3/8"" flare connections is for installation after the filter drier in the liquid line of a refrigerating system and in the compressor, using socket type. The sight glass allows users to observe property changes in liquid or vapour refrigerant and uses colour to indicate moisture level.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss SGP SGP10N sight glass male 24 x 3mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/28/NW-693428_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_SG-SGP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_SG-SGP_Installation_Guide.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Danfoss_SG-SGP_Safety_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P693424,Danfoss SGP SGP10N sight glass male 25 x 4mm,Danfoss,32.1,"Made of brass, this Danfoss SGP10N sight glass with 3/8"" flare connections is for installation after the filter drier in the liquid line of a refrigerating system and in the compressor, using socket type. The sight glass allows users to observe property changes in liquid or vapour refrigerant and uses colour to indicate moisture level.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss SGP SGP10N sight glass male 25 x 4mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/26/NW-693423_693426_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_SG-SGP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_SG-SGP_Installation_Guide.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Danfoss_SG-SGP_Safety_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P670054,Aspen Pumps Xtra size 3 metal hangers (Pack of 10),Aspen Pumps,77.79,"Made of zinc passivated mild steel, these Aspen Pumps Xtra metal hangers, size 1/2"" for liquid and 7/8"" for gas, are ideal for supporting air conditioning line set pairs.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra size 3 metal hangers (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/55/NW-670053_670055_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Metal_Hanger_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P670083,"JET Range cushion clamp 5/8"" (Pack of 10)",JET Range,37.57,"These JET Range 5/8"" cushion clamps are ideal for supporting copper refrigerant tube, particularly in multiple pipe runs. They have a zinc dichromate plating for excellent resistance to corrosion resistance while polymer inserts ensure positive grip, absorbing shocks and vibrations and preventing galvanic corrosion.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> JET Range cushion clamp 5/8"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/91/NW-670080_670091_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Install_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/am/ps/Jet_Cushion_Clamps.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P696506,Pump House Case Clean AER-C-600 case and diffuser cleaner 600ml,Pump House,17.73,"Pump House Case Clean cleaner is used to clean cases and fascias, removing marks from most plastics, metals and glass. This cleaner is ideal for use on fan coils, cassette units and boiler cases.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Pump House Case Clean AER-C-600 case and diffuser cleaner 600ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/06/NW-696506_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_Case_Clean_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_696506_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P695450,"Pump House Adaptors ADAP-CAC-S cassette AC adaptor 1 - 3/4"" Green (Pack of 3)",Pump House,9.32,"This Pump House 1"" drain to 3/4"" pipe air conditioning cassette adapter connects to any air conditioning unit's drain point to standard 22mm (3/4) overflow pipe. It is compatible with Redbox 1L, 2L and 3.8L condensate pumps.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Pump House Adaptors ADAP-CAC-S cassette AC adaptor 1 - 3/4"" Green (Pack of 3)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/50/NW-695450_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pump_House_CondensatePump_Acsrs_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P604946,Daikin 5007896 Printed Circuit Board,Daikin,809.11,This Daikin SEB0798P PCB is a replacement part for use in air conditioning units.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 5007896 Printed Circuit Board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/46/NW-604946_wm.jpg,,,,,,N,,,5007896,PCB,N,Control board for VRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P693962,"Danfoss DCL DCL083S filter drier solder connection 1/4""",Danfoss,18.5,"This Danfoss Eliminator DCL083S 8 cu.inch hermetic filter drier with 3/8"" solder inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCL DCL083S filter drier solder connection 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/62/NW-693962_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P688317,Javac CH-351 radial fin comb,Javac,8.26,"This Javac CH-351 radial fan comb fits 8, 10, 12, 14 and 15 FPI sizes.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Javac CH-351 radial fin comb,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/17/NW-688317_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Fin-Comb_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P604937,Daikin 5017652 Dc Fan Motor (Kfd-325-70-8C2(A)-907) 70W,Daikin,222.15,This Daikin KFD-325-70-8C2(A)-907 DC 70W fan motor is a replacement part for use in air conditioning units.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 5017652 Dc Fan Motor (Kfd-325-70-8C2(A)-907) 70W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/37/604937_wm.jpg,,,,,,N,,,5017652,fan motor,N,DC fan motor rating,,,,,70W power rating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P693974,"Danfoss DCL DCL084 filter drier flared connection 1/2""",Danfoss,18.5,"This Danfoss Eliminator DCL084 8 cu.inch hermetic filter drier with 1/2"" flare inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCL DCL084 filter drier flared connection 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/74/NW-693974_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P693961,"Danfoss DCL DCL053S filter drier solder connection 3/8""",Danfoss,16.8,"This Danfoss Eliminator DCL053S 5 cu.inch hermetic filter drier with 3/8"" solder inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCL DCL053S filter drier solder connection 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/61/NW-693961_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P697583,Fujitsu VRF UTYRNRYZ5 Touch Screen Remote Controller (1),Fujitsu,121.18,"Easy to operate, this Fujitsu VRF UTYRNRYZ5 remote controller has an intuitive backlit touchscreen. Able to control up to a maximum of sixteen units, this controller provides both weekly and daily time, on/off and mode control.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Fujitsu VRF UTYRNRYZ5 Touch Screen Remote Controller (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/83/697583_wm.jpg,,,,,VRF,N,,,UTYRNRYZ5,Remote controller,N,Easy finger touch operation with LCD panel,,,,,"Built-in weekly/Daily timer(ON/OFF,Temp.,Mode)",1,Backlight enables easy operation in a darkened room,Room temperature display,Control up to 16 indoor units,"Corresponds to 12 different languages (English, Chinese, French, German, Spanish, Russian, Polish, Italian, Greek, Portuguese, Turkish and Dutch)",2-wire type,,,,,,,,,,,,,,,,,,,,,,,
