,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Range,Warranty,Hazardous,Depth (mm),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Material,Number of Outlets,Number of Spray Patterns,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Weight,Attachment 5,Feature 10,Feature 11
120,PC98001,Ideal Standard exposed push button shower valve Chrome,Ideal Standard,204.18,"Self-closing and offering a single set temperature, the Ideal Standard Avon exposed shower valve offers anti-vandal push-button operation. Helping to save water, this valve incorporates an adjustable time delay, automatically shutting off with a non-concussive action to reduce the issue of water hammer. The Avon valve should be supplied with pre-mixed water using a thermostatic blending valve.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Ideal Standard exposed push button shower valve Chrome,,Shower valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/01/NW-C98001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Blue_Book_Showers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C98001_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PD61487,Mira Logic metal hose 1.25m Chrome Plated,Mira,33.41,"The Mira Logic 1.25M metal shower hose is manufactured from strong, double interlocked metal with an engineering grade plastic inner and has a high flow design for maximum performance.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Logic metal hose 1.25m Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/87/NW-D61487_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_UniversalShower_Hose_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PD60721,Mira folding shower seat White/Chrome Plated,Mira,135.29,"Suitable for use inside or outside the showering area, this Mira white and chrome shower seat provides additional security for bathroom users requiring additional support.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira folding shower seat White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/21/NW-D60721_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_ShowerSeat_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PC98096,Ideal Standard Sandringham 21 fixed height wall bracket shower head chrome,Ideal Standard,3.93,"Chrome-plated, this Ideal Standard Sandringham21 fixed height hand spray showerhead bracket is part of the wider Sandringham21 bathroom range.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Ideal Standard Sandringham 21 fixed height wall bracket shower head chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/96/NW-C98096_wm.jpg,,,,,Chrome,Sandringham21,2 years,N,47,B9908AA,Hand Spray holder,N,"Stylish,Designs available for both public and private bathrooms",,,,,,,,,,,,,,,,,,
124,PQ42425,Hansgrohe Metaflex shower hose 1.25m Chrome Plated,Hansgrohe,31.03,"Made of plastic, this kink-resistant Hansgrohe Metaflex 1.25M shower hose has an easy to clean chrome finish.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Hansgrohe Metaflex shower hose 1.25m Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/25/NW-Q42425_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Metaflex_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Q42425_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Hansgrohe_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PD62493,Mira Element element valve only excluding shower kit,Mira,204.18,"Simple and unfussy, the slimline Mira Element SLT exposed shower valve is an ideal addition to a contemporary family bathroom. Easy to use, with both thermostatic temperature and flow control on one intuitive dial, the Element incorporates a range of powerful features, from safe thermostatic control to Magni-flo for triple the power, even in low pressure systems.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Element element valve only excluding shower kit,,Exposed valve;Shower unit;Component pack;2x compression nuts;2x concealing plates;Installation ;user guide;TMV2 requirements manual;Installation template;Guarantee card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/93/NW-D62493_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Element_EV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_1327879_W2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Element_EV_Drw_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PD80249,COBALT SHOWER PACK 2 COMPLETE,Bristan,388.44,Dare to be square with the handsome lines and bold individuality of this high quality range. Order just one code to get everything you need for the perfect shower.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> COBALT SHOWER PACK 2 COMPLETE,,COB SHCDIV C;200mm Fixed Head;Wall Arm;Wall Outlet;1.5m Hose;Single Function Handset,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/49/NW-D80249_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Cobalt_COB_SHCDIV_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Cobalt_C_WOSQ02_C_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Cobalt_COBALT_SHWR_PK_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PC98129,Armitage Shanks Contour 21+ exposed thermostatic shower mixer,Armitage Shanks,312.56,"The Armitage Shanks Contour 21+ shower valve is specifically designed for use where a regular thermal cleanse is required to prevent bacterial growth. Suitable for use with an Armaglide kit, this shower valve features easy-use paddle handles, a smart chrome finish and provides easy installation.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Armitage Shanks Contour 21+ exposed thermostatic shower mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/29/NW-C98129_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Armitage_Shanks_A6876_Contour21_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Playa_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PD61766,Mira Beat slide bar Chrome Plated,Mira,48.15,"Easy to install, the Mira Nectar chrome slide bar adjusts for fitting to existing screw holes with variable fixing points.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Beat slide bar Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/66/NW-D61766_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Access_Fittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PD61771,Mira Nectar single mode shower head Chrome Plated,Mira,33.41,The simple Mira Nectar chrome single spray showerhead incorporates a large 90mm spray plate for generous coverage and easy cleaning functions. It has a universal fit and will work on any shower system.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Nectar single mode shower head Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/71/NW-D61771_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Access_Fittings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Nectar_Showerhead_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PD63754,Ideal Standard Idealrain S3 3 function shower kit handset 80mm Chrome Plated,Ideal Standard,74.0,"The Ideal Standard Idealrain S3 shower kit includes a 600mm chrome sliding rail, 80mm three function handset, hose and soap dish.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Ideal Standard Idealrain S3 3 function shower kit handset 80mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/54/NW-D63753_D63754_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B9410_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PD50662,Aqualisa Varispray 215023 handset Chrome Plated,Aqualisa,124.87,"A smart, chrome-plated handheld unit, this Aqualisa Varispray 90mm showerhead offers three generous spray patterns - full, relaxer and focus.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Aqualisa Varispray 215023 handset Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/62/NW-D50662_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Aqualisa_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PD61491,Mira Response plastic hose 1.75mtr Chrome Plated,Mira,29.48,"The 1.75M Mira Response shower hose is reliable, free flowing and easy to clean, providing a fast, smart upgrade to your shower.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Response plastic hose 1.75mtr Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/91/NW-D61490_D61491_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Access_Fittings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_ResponseSF_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PD60797,Mira Flex flexible fittings kit,Mira,114.96,"This Mira Flex shower fittings kit includes an extra-long easy glide slide bar, long shower hose and an Everclear showerhead, all finished in chrome.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Flex flexible fittings kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/97/NW-D60797_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Flex_Shower_Fittings_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PQ42410,Hansgrohe Isiflex shower hose 1.25m Chrome Plated,Hansgrohe,31.03,"Easy to clean, this high quality Hansgrohe Isiflex 1.25M shower hose has a chrome finish plastic coating. Resistant to kinks, a pivot connector helps ensure this hose doesn't tangle during use.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Hansgrohe Isiflex shower hose 1.25m Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/10/NW-Q42410_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Q42410_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Hansgrohe_Isiflex_Shower_Hose_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Hansgrohe_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PD51385,Aqualisa Midas 100 bar shower and kit Chrome Plated,Aqualisa,188.62,"Smartly modern, the Aqualisa Midas 100 bar mixer shower offers high levels of performance and control, ideal for family bathrooms. With its slimline bar valve, the sleek Midas 100 includes both integrated flow and temperature controls and a temperature override button to ensure safety for the smallest showerers.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Aqualisa Midas 100 bar shower and kit Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/85/NW-D51385_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_Midas_100_MD100BAR_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_Midas_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Aqualisa_Product_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PD66474,Mira Minilite cartridge assembly sequential,Mira,125.78,"Featuring a robust brass body, this Mira Minilite thermostatic mixer cartridge helps to decrease the amount of chemicals in a shower's water supply. Reducing problem limescale, this cartridge can help to improve the efficiency and performance of your shower.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Minilite cartridge assembly sequential,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/74/NW-D66474_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Showers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PD61761,Mira Beat single mode shower head White,Mira,21.62,"An effortless shower upgrade, the Mira Beat single spray showerhead combines a unique spray experience with a smart white, easy-clean finish.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Beat single mode shower head White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/61/NW-D61761_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Access_Fittings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Beat_Showerhead_Fitting_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PD63807,Ideal Standard Idealrain S3 3 function shower kit 80mm 600mm,Ideal Standard,80.55,"The Ideal Standard Idealrain S3 shower kit includes a 600mm chrome sliding rail, 80mm three function handset, hose and soap dish.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Ideal Standard Idealrain S3 3 function shower kit 80mm 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/07/NW-D63807_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B9556_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PD77345,Bristan Casino shower kit with 3-function large handset,Bristan,68.47,"This Bristan Casino shower kit includes a large three function easy-clean handset, hose and soap dish.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Bristan Casino shower kit with 3-function large handset,,Wall bracket;Riser bracket;Handset;Rail riser;Shower hose;Hose retainer,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/45/NW-D77345_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_CAS_KIT03_C_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/mb/ly/Bristan_CAS_KIT03_C_Assembly.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_CASKIT03C_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PD63769,Armitage Shanks Armaglide 2 B9306 single function shower set,Armitage Shanks,112.19,"This Ideal Standard Armaglide 2 shower set with single function handheld spray, 900mm rail and 1.75M smooth, easy-clean shower hose includes a category 5 adjustable hose retainer which can be fixed to prevent back siphonage risks.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Armitage Shanks Armaglide 2 B9306 single function shower set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/69/NW-D63769_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B9306_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PD61469,Mira Logic fittings kit Chrome Plated,Mira,76.66,"Including a hose, showerhead, soap dish and slide rail, the Mira Logic shower fittings kit provides a quick, contemporary refresh in any bathroom. Compatible with any shower on any system, this kit provides simple, fast installation via adjustable fixing centres on the slide rail.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Logic fittings kit Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/69/NW-D61469_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_LogicShower_Fittings_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PE72365,Vado Eris multi function slider rail kit Chrome Plated,Vado,130.0,"This Vado Eris slide rail kit includes a three function shower handset, 1.5M hose and slide rail with 700mm overall length.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Vado Eris multi function slider rail kit Chrome Plated,,3 function handset;Rub-clean;566mm Slide rail;700mm overall slide rail;1500mm shower hose;Hose retainer,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/65/NW-E72365_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/E72365_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/E72365_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Vado_UK_Handsets_Shower_Kits_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PD61767,Mira Beat fittings kit White/Chrome Plated,Mira,79.59,"An affordable finishing touch for your bathroom, the white and chrome Mira Beat shower fitting kit is an easy way to replace shower fittings, combining four spray showerhead, hose and slide bar for an all-in-one installation. The Mira Beat slide bar simply adjusts to fit existing screw holes for easy installation.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Beat fittings kit White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/67/NW-D61767_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Beat_Shower_Fittings_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PD74639,8000 SERIES UNIVERSAL SHOWERHEAD WHITE,Triton,26.99,"The Triton 8000 series universal showerhead incorporates five spray patterns for versatile use to suit your mood. Easy to clean, this showerhead is compatible with electric, mixer or power showers and has a smart white finish to complement any bathroom.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> 8000 SERIES UNIVERSAL SHOWERHEAD WHITE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/39/NW-D74639_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Triton_8000_5Mode_Shower_Head_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Triton_Installer_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PQ97150,Hansgrohe Crometta 85 28561000 green eco smart hand shower,Hansgrohe,40.53,"Offering a large 85mm diameter and single spray pattern, this Hansgrohe Crometta 85 handheld shower is a convenient choice for rinsing tasks. Designed with internal water conduction and featuring an easy to clean dirt filter, the Crometta shower is finished in a glossy chrome plating.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Hansgrohe Crometta 85 28561000 green eco smart hand shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/50/NW-Q97150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_28561000_instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hansgrohe_28561000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PD63753,Ideal Standard Idealrain S1 single function shower kit handset 80mm Chrome Plated,Ideal Standard,66.31,"The Ideal Standard Idealrain S1 shower kit includes a 600mm chrome sliding rail, 80mm single function handset, hose and soap dish.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Ideal Standard Idealrain S1 single function shower kit handset 80mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/54/NW-D63753_D63754_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B9408_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PE62047,Mermaid dow panel adhesive,Mermaid,8.83,"Neutral in colour, this Mermaid dow panel adhesive is suitable for use with Mermaid Timeless shower panels.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mermaid dow panel adhesive,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/47/E62047_wm.jpg,,,,,Neutral,,15 Years,N,30,DOWADH,Dow Panel Adhesive,N,Use with Mermaid Timeless Panels,,,,,,,,,,,,,,,,,,
148,PD60992,Mira Excel built in recessed thermostatic shower mixer and kit Chrome Plated,Mira,534.22,"This Mira Excel BIR built-in rigid mixer shower is ideal for a family bathroom, promising safety and reliability for comfortable showering for users young and old. The Excel has separate flow and temperature controls with a numbered temperature dial for straightforward setting and incorporates Mira Magni-flo™ technology for up to 3x more flow, even at lower pressures. This shower's thermostatic temperature control and maximum temperature stop prevent overheating, even when taps are turned elsewhere in the house.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Excel built in recessed thermostatic shower mixer and kit Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/92/NW-D60992_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Excel_1068628_W2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Excel_B_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Excel_Mixer_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Excel_BIR_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
