,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Connection Size,Pressure,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Pack Quantity,Evaporator Fans,Feature 2,Feature 3,Feature 4,Material Type,Warranty,Material,Range,Feature 5,Weight,Maximum Working Pressure (Bar g),Connection Type
98,P693494,Danfoss TE5 orifice (No.3),Danfoss,40.99,The Danfoss TE5 size 3 orifice is for use with thermostatic expansion valves. It is suitable for use with a variety of refrigerants.,Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE5 orifice (No.3),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/01/NW-693492_693501_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
99,P693497,Danfoss TE12 orifice (No.6),Danfoss,63.91,The Danfoss TE12 size 6 orifice is for use with thermostatic expansion valves. It is suitable for use with a variety of refrigerants.,Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE12 orifice (No.6),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/01/NW-693492_693501_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
100,P693712,"Danfoss KVL28 solder crank case pressure regulator 1.1/8""",Danfoss,266.4,"Installed into the suction line of refrigeration systems, this Danfoss KVL28 crankcase pressure regulator protects a compressor motor against the overload that can occur during start-up after long off periods or just after a defrost. It incorporates 1 1/8"" solder ODF connections.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss KVL28 solder crank case pressure regulator 1.1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/12/NW-693712_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_KVP_KVL_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_KVP_KVL_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_KVP_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
101,P675446,Danfoss EVR6 normally closed valve flare 1/2'',Danfoss,59.13,"A direct or servo operated solenoid valve, the Danfoss EVR6 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 1/2"" flare connections.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss EVR6 normally closed valve flare 1/2'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/46/NW-675445_675446_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,
102,P675431,Danfoss EVR15 normally closed solenoid valve 7/8'',Danfoss,136.08,"A direct or servo operated solenoid valve, the Danfoss EVR15 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 7/8"" solder ODF connections.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss EVR15 normally closed solenoid valve 7/8'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/32/NW-675431_675432_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,
103,P675047,"Danfoss BML10 flared shut off valve 3/8""",Danfoss,46.19,"The BM is a manual shut-off valve designed for installation in the liquid, suction and hot gas lines of refrigeration plant.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss BML10 flared shut off valve 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/47/675047_wm.jpg,,,,,3/8” Flare,,N,009G0127,Shutoff Valve,N,Quarter turn to open and closed positions,,-,Uni-directional flow,Burst proof spindle design,Rotation stop for fully open and full closed positions,Ductile Iron,1 year,Ductile Iron,,,,,
104,P674277,Henry Technologies SDK2-27.6BAR-CE safety device kit 27.6bar,Henry Technologies,518.86,"At Henry Technologies we strive to make failure impossible. But this uncompromising standard is only as good as our quality assurance process. If a product doesn’t pass our intensive screening process, it doesn’t earn the Henry imprimatur.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Henry Technologies SDK2-27.6BAR-CE safety device kit 27.6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/77/674277_wm.jpg,,,,,27.6,27.6,N,SDK2-27.6BAR-CE,Safety Device Kit,N,Sdk2 kits includes 2 of sdk1 kit products and 1 925 three way valve,,,,,,,,,,,1722.00000,27.6,
105,P623390,"Danfoss AKV 10P3 electric expansion valve 3/8 x 1/2""",Danfoss,152.0,"Designed for use in refrigerating plants, the Danfoss AKV 10P3 3/8 x 1/2"" electric expansion valve will normally be fitted with a Danfoss ADAP-KOOL controller for precision liquid injection into evaporators. It is suitable for use with a wide range of refrigerants.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss AKV 10P3 electric expansion valve 3/8 x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/94/NW-623389_623394_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_AKV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_AKV_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,
106,P675449,Danfoss EVR10 normally closed valve flare 1/2'' (Pack of 12),Danfoss,80.92,"A direct or servo operated solenoid valve, the Danfoss EVR10 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 1/2"" flare connections.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss EVR10 normally closed valve flare 1/2'' (Pack of 12),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/49/NW-675449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,
107,P675014,Danfoss EVR15/18 normally closed service kit,Danfoss,96.39,This Danfoss EVR15/18 service kit is designed for use with normally closed solenoid valves.,Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss EVR15/18 normally closed service kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/14/NW-675014_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Refrigeration_AC_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
108,P693995,Danfoss EVR2-3/10-22 seal kit (2/3/10/15),Danfoss,16.12,This Danfoss EVR2-3/10-22 seal kit is designed for use with normally closed/open solenoid valves.,Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss EVR2-3/10-22 seal kit (2/3/10/15),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/95/NW-693995_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Refrigeration_AC_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
109,P693509,Danfoss TE2 external equalisation solder (R407F),Danfoss,67.72,"Used to regulate the injection of R407A or R407F refrigerant into an evaporator, the Danfoss TE2 3/8 x 1/2"" thermostatic expansion valve is particularly well suited to liquid injection in dry evaporators where the superheat at the evaporator's outlet is proportional to evaporator load.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE2 external equalisation solder (R407F),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/09/NW-693509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_T2_TE2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,
110,P672329,"Henry Technologies 5231 pressure relief valve 20.7bar 1/2x5/8"" (ce ped)",Henry Technologies,69.3,"Protecting refrigeration systems against over-pressure, this Henry Technologies 5231 pressure relief valve (PRV) has 1/2"" NPTF x 5/8"" SAE flare connections. This PRV discharges vapour only and therefore should not be used to vent liquid refrigerant. Back-pressure dependent, the valves are used to discharge to atmosphere.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Henry Technologies 5231 pressure relief valve 20.7bar 1/2x5/8"" (ce ped)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/32/NW-672329_672332_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Technologies_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,
111,P693496,Danfoss TE12 orifice (No.5),Danfoss,63.91,The Danfoss TE12 size 5 orifice is for use with thermostatic expansion valves. It is suitable for use with a variety of refrigerants.,Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE12 orifice (No.5),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/01/NW-693492_693501_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
112,P675451,Danfoss EVR15 normally closed valve flare 5/8'' (Pack of 12),Danfoss,136.89,"A direct or servo operated solenoid valve, the Danfoss EVR15 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 5/8"" flare connections.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss EVR15 normally closed valve flare 5/8'' (Pack of 12),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/51/NW-675451_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,
113,P675402,Danfoss EVR6 spare part kit,Danfoss,59.86,This Danfoss EVR6 service kit is suitable for use with normally closed solenoid valves.,Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss EVR6 spare part kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/02/NW-675402_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Refrigeration_AC_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
114,P672346,"Henry Technologies 5231 pressure relief valve 31bar 1/2x5/8"" (ce ped)",Henry Technologies,69.3,"Protecting refrigeration systems against over-pressure, this Henry Technologies 5231 pressure relief valve (PRV) has 1/2"" NPTF x 5/8"" SAE flare connections. This PRV discharges vapour only and therefore should not be used to vent liquid refrigerant. Back-pressure dependent, the valves are used to discharge to atmosphere.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Henry Technologies 5231 pressure relief valve 31bar 1/2x5/8"" (ce ped)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/46/NW-672346_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Technologies_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,
115,P675028,Danfoss EVR20/22 normally closed service kit,Danfoss,127.17,This Danfoss EVR20/22 service kit is designed for use with normally closed solenoid valves.,Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss EVR20/22 normally closed service kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/28/NW-675028_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Refrigeration_AC_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
116,P672398,"Henry Technologies 5232A straight through pressure relief valve 24.1bar 1/2x3/4""",Henry Technologies,95.32,"The Henry Technologies 5232A 24.1 bar 1/2 x 3/4"" straight through pressure relief valve protects against overpressure in a refrigeration system. This PRV is compatible with HCFC, HFC, HFO, HC and CO2 refrigerants.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Henry Technologies 5232A straight through pressure relief valve 24.1bar 1/2x3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_p/rv/PRV_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ur/es/Henry_81-82_Brochures.pdf,,,,,,,,,,,,,,,,,,,,,,,
117,P624496,Danfoss T2 flare/solder thermostatic expansion valve R452A,Danfoss,43.66,"Used to regulate the injection of R452A refrigerant into an evaporator, the Danfoss T2 3/8 x 1/2"" thermostatic expansion valve is particularly well suited to liquid injection in dry evaporators where the superheat at the evaporator's outlet is proportional to evaporator load.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss T2 flare/solder thermostatic expansion valve R452A,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/96/NW-624496_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_T2_TE2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,
118,P675036,"Danfoss NRV22S solder check valve 7/8""",Danfoss,77.98,"NRV and NRVH can be used in liquid, suction and hot gas lines in refrigeration and air conditioning plants with fluorinated refrigerants. NRV and NRVH can be supplied with flare and solder connections. They are also available with oversize solder connections providing flexibility in the use of check valves.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss NRV22S solder check valve 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/23/693823_wm.jpg,,,,,7/8,,N,020-1020,Check Valve,N,NRV,,-,copper solder connections,angleway,Max working pressure = 46 bar Max test pressure = 60 bar Temperature of the medium: -50 - +140°C,Ductile Iron,1 year,Ductile Iron,,,,,
119,P675432,Danfoss EVR15 normally closed solenoid valve 5/8'',Danfoss,136.08,"A direct or servo operated solenoid valve, the Danfoss EVR15 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 5/8"" solder ODF connections.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss EVR15 normally closed solenoid valve 5/8'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/32/NW-675431_675432_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,
120,P693601,Danfoss TE12/TE20 straight valve body,Danfoss,48.28,"This Danfoss TE12/TE20 7/8 x 1 1/8"" valve body is for use with thermostatic expansion valves. It is compatible with R134a, R404A, R507. R22 and R407C refrigerant.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss TE12/TE20 straight valve body,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/01/NW-693601_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
121,P672310,"Henry Technologies 5230 pressure relief valve 27.6bar 1/4x1/2"" (ce ped)",Henry Technologies,61.36,"Protecting refrigeration systems against over-pressure, this Henry Technologies 5230 pressure relief valve (PRV) has 1/4"" NPTF x 1/2"" SAE flare connections. This PRV discharges vapour only and therefore should not be used to vent liquid refrigerant. Back-pressure dependent, the valves are used to discharge to atmosphere.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Henry Technologies 5230 pressure relief valve 27.6bar 1/4x1/2"" (ce ped)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/10/NW-672310_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Technologies_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,
122,P672317,"Henry Technologies 5231 pressure relief valve 27.6bar 3/8x1/2"" (ce ped)",Henry Technologies,65.92,"Protecting refrigeration systems against over-pressure, this Henry Technologies 5231 pressure relief valve (PRV) has 3/8"" NPTF x 1/2"" SAE flare connections. This PRV discharges vapour only and therefore should not be used to vent liquid refrigerant. Back-pressure dependent, the valves are used to discharge to atmosphere.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Henry Technologies 5231 pressure relief valve 27.6bar 3/8x1/2"" (ce ped)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/20/NW-672317_672320_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Technologies_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,
123,P674279,"Henry Technologies 925M 3 way shut off valve (FPT) 1/2""",Henry Technologies,121.12,"Henry provides a wide range of boiler and heating related services from Boiler & Gas Appliance Installations, Servicing and Repairs to Landlord & Home Owner Safety Certificates and smart control installations.","Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Henry Technologies 925M 3 way shut off valve (FPT) 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/9n/ew/674279New_wm.jpg,,,,,,,N,925M,Shutoff Valve,N,Reliable,,,Qualified,Trustworthy,Experienced,,,,,,0.55800,31,1/2 MPT + 1/2 FPT x 2
124,P675434,Danfoss EVR20 normally closed solenoid valve 7/8'' (Pack of 6),Danfoss,191.97,"A direct or servo operated solenoid valve, the Danfoss EVR20 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 7/8"" solder ODF connections.",Refrigeration/Controls/Refrigeration Valves/Refrigeration Valves.csv -> Danfoss EVR20 normally closed solenoid valve 7/8'' (Pack of 6),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/35/NW-675434_675435_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,
