,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Hazardous,Model For Use With,Boiler Section,Supplier Product Code,Type,WEEE Compliant,Boiler Range,Part Gas Council number,By Model Number,Feature 1,Feature 2,Feature 3,Operating Temperature,Range,Warranty,Pack Quantity,Depth (mm),Fuel Type,Weight,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,For Use With,Body Material,Dimensions mm (H x W x D),Application,Feature 9,Voltage (V),Material,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Colour,Connection Type,Thickness,Size,Operating Temperature Range (C)
21,PD01668,Parts 181051 expansion vessel 10ltr,Parts,97.2,"This expansion vessel is for use in Vaillant ecoTEC VU (condensing), ecoTEC VUW (condensing), ecoTEC VUI (condensing), Guernsey/Jersey only (condensing), VWL (heat pump accessory), Home (condensing), B13, ecoMAX VU (condensing) and ecoMAX VUW (condensing) appliances.  A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Parts 181051 expansion vessel 10ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/68/D01668_wm.jpg,,,N,"ecoTEC plus 618 VU 186/5-5, ecoTEC plus 624 VU 246/5-5, ecoTEC plus 630 VU 306/5-5 LPG, ecoTEC plus 630 VU 306/5-5, ecoTEC plus 637 VU 376/5-5, ecoTEC plus 612 VU 126/5-5 R1, ecoTEC plus 615 VU 156/5-5 R1, ecoTEC plus 618 VU 186/5-5 R1, ecoTEC plus 624 V",Expansion Vessel,541002,Expansion Vessel,N,"ecoMAX VUW (condensing), ecoTEC VU (condensing), ecoTEC VUW (condensing), Home (condensing), Appliances ONLY for Guernsey/Jersey (condensing), ecoMAX VU (condensing), ecoTEC VUI (condensing), VWL (Heat Pump Accessory)",E24182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P498078,Remeha Avanta PCB controller,Remeha,316.44,"A Remeha part, this printed circuit board controller is suitable for use in Avanta boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Remeha Avanta PCB controller,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/78/498078_wm.jpg,,,N,"Profile Heat ErP 18, Profile Heat ErP 24, Profile Heat ErP 30, Avanta Plus Eco Combi 28c",Control Panel,7225198,Printed Circuit Board,N,Avanta,740869,"Profile Heat ErP 30,Profile Heat ErP 18,Profile Heat ErP 24",,,,,Avanta,1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P414696,Intergas PCB IC3 A,Intergas,323.79,"This Intergas replacement IC3 A PCB is manufactured by the innovative Dutch boiler company. It is suitable for use in domestic boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Intergas PCB IC3 A,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/96/NW-414696_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Intergas_Compact_HRE_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P464671,Ariston 60000316 gasket,Ariston,5.66,"A genuine Ariston part, this gasket is suitable for the brand's Alteas One, Clas, Clas Premium, Combi A, E-Combi, E-System, Genus One, Clas One, Egis, Genus, Cares One and Matis boilers.  In boilers gaskets join parts to pipework securely, preventing gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Ariston 60000316 gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/71/464671_wm.jpg,,,N,"One Net 24, HE SYSTEM EVO 18 EU, HE SYSTEM EVO 24 EU, EVO 35 EU, EVO SYSTEM 24, 24 FF, 30 FF, EVO 30 FF, EVO 24 EU, One 24, One System 18, One Net 30, HE R 18, Clas One 30, EVO L 30, EVO SYSTEM 35, EVO SYSTEM 35 EU, NET 30 EU (HB), EVO 24 FF, EVO 24 FF E",Hydraulics,60000316,Gasket,N,"Alteas One, Clas, Clas Premium, Combi A, E-Combi, E-System, Genus One, Clas One, Egis, Genus, Cares One, Matis",,"Cares One 30,HE EVO 30 EU,Clas One 30,Clas Net One 38,Clas Net One 24,Clas One L 30,Cares One 30 LPG,HE SYSTEM EVO 30 EU,EV,HE EVO 30,HE 30,HE EVO 24 EU,HE SYSTEM 18,Clas One 38,HE EVO 38,Clas Net One 30,HE SYSTEM 24,HE 38,Clas One 24,Clas One 35,HE R 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P415038,Viessmann control PCB (VBC113-C10.001),Viessmann,327.06,"This Viessmann printed circuit board is a genuine spare part for Vitodens boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Viessmann control PCB (VBC113-C10.001),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/38/415038_wm.jpg,,,N,"100 WB1C 26kW Combi, 100 WB1C 30kW Combi, 100 WB1C 35kW Combi",Control Panel,7841748,Printed Circuit Board,N,Vitodens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P448761,Ariston Valve Kit,Ariston,103.55,"This Ariston motor and spring 3-way valve kit is a replacement part for the diverter valve section of Clas, Clas Premium, E-Combi, E-System, Matis and Egis units.  A directional water device in combi boilers, a diverter valve directs hot water into either a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Ariston Valve Kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/61/448761_wm.jpg,,,N,"HE EVO 38, EVO SYSTEM 18, EVO 24 EU, EVO L 30 EU, HE EVO 30, HE SYSTEM EVO 24, EVO SYSTEM 18 EU, EVO 38 FF EU, HE EVO 24 EU, HE SYSTEM EVO 30 EU, EVO 35, EVO 35 EU, EVO 30 FF EU, EVO 30 EU, Matis Condens 24, Matis Condens 24 EU, HE SYSTEM EVO 30, EVO SYS",Diverter Valve,60001583-01,VALVE KIT,N,"Clas, Clas Premium, E-Combi, E-System, Matis, Egis",,"HE SYSTEM EVO 24,EVO 30,HE EVO 30 EU,EVO SYSTEM 24 EU,Egis Premium 24,HE EVO 38 EU,EVO 38 FF EU,EVO L 30,HE SYSTEM EVO 18 EU,HE EVO 24,HE S,EVO SYSTEM 18,HE EVO 30,EVO SYSTEM 18 EU,EVO SYSTEM 35 EU,Matis Condens 30 EU,HE EVO 24 EU,EVO 24,HE EVO 38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P474226,Grant VBS159 wilo SC pump without cable,Grant,194.47,"A genuine Grant spare, this Wilo SC circulating pump is for use in Vortex boiler models. It is supplied without a cable.  The pump moves heated water around a boiler, via the heat exchangers and into the radiators or hot taps. The pump is normally located before the diverter valve in a combi to allow circulation through a heating and hot water system.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Grant VBS159 wilo SC pump without cable,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/26/NW-474226_wm.jpg,,,N,,Heat Exchanger,VBS159,,N,Vortex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P415113,Continental 4 cylinder OPSO changeover kit with test point adaptor,Continental,136.06,"Designed for propane cylinders only, this Continental 4 cylinder OPSO automatic changeover kit includes a test pointon the outlet isolation valve.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Continental 4 cylinder OPSO changeover kit with test point adaptor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/13/415113_wm.jpg,,,N,,Gas Assembly,MB4C-OPSORF-TP,Changeover Valve,N,,,,Reliable UK market leading unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P415005,Viessmann 7842194 PCB  VBC113-C11.xx B1HA/B1KA (1),Viessmann,333.3,"A genuine Viessmann replacement part, this VBC113-C11.xx B1HA/B1KA PCB is suitable for use in select Vitodens system and combi boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Viessmann 7842194 PCB  VBC113-C11.xx B1HA/B1KA (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/05/415005_wm.jpg,,,N,,,7842194,,N,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P415112,Continental 2 cylinder OPSO changeover kit with test point adaptor,Continental,75.0,"This Continental brand gas bottle changeover kit with OPSO is for use in a boiler's gas assembly. The kit allows for the connection of two gas bottles with changeover to the second taking place automatically when the first runs out.   As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Continental 2 cylinder OPSO changeover kit with test point adaptor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/12/415112_wm.jpg,,,N,,Gas Assembly,MB2C-OPSORF-TP,Changeover Kit,N,Domestic Boiler Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P468208,Biasi printed circuit board M296,Biasi,225.28,"This printed circuit board is for use with Biasi's Riva Plus HE boiler. Present in all domestic and commercial boilers, the printed circuit board (PCB) handles all functionality and is pre-programmed with routines to operate the particular boiler it was designed for. Every action that occurs within a boiler is initiated, controlled and carefully monitored by this PCB. Sensors connected by wires transmit the data that makes it possible for the PCB to access live readings and react accordingly. Vitally, the PCB can restrict operation instantly if a safety concern is detected. Some large or complex systems can require two or more PCBs for normal operation. We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Biasi printed circuit board M296,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/08/468208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Biasi_Riva_Plus_HE_Service_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P814161,Altecnic Caleffi turbine sensor flow,Altecnic,33.93,"This Altecnic turbine flow sensor is for use with heat interface units (HIUs).  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Altecnic Caleffi turbine sensor flow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/61/814161_wm.jpg,,,N,,Control Panel,SATKF0002,Sensor,N,N/A,n/a,,,,,,Caleffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P442544,Saunier Duval diverter valve,Saunier Duval,256.61,"A Saunier Duval replacement diverter valve suitable for installation in Themaclassic boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Saunier Duval diverter valve,,Diverter valve;Clips ;Seals,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/44/442544_wm.jpg,,,N,"F 24 E, F 30 E, F 35 E",Diverter Valve,S1020800,Diverter Valve,N,Themaclassic,795799,"F 30 E,F 24 E,F 35 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
