,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Pack Quantity,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 6,Attachment 7,Dry Weight (kg),Colour,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Attachment 8,Attachment 9,Max Vertical Level Flue Length (metres),Rated Heat Output (Prated or Psup),Seasonal Space Heating Energy Efficiency Class,Flue Type,Flue Diameter,Flue Length,Flue Size,Part Gas Council number,By Model Number
111,P115083,Baxi Assure 524 combi 2 natural gas boiler,Baxi,1135.76,"Compact and attractive, the wall-mounted Baxi Assure 524 Combi 2 natural gas boiler will fit effortlessly into most households. Supplied with fittings, valves and a filling link, this smart 24kW boiler provides highly reliable central heating and instantaneous hot water while maintaining an ErP A rating for energy efficiency.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Baxi Assure 524 combi 2 natural gas boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/83/115083_wm.jpg,,,,,,10.2,Natural Gas / LPG,Assure,2,KG,A,N,A,24 kW,285,,94,Bracket,7814309,Boiler,N,Supplied with mounting bracket and screws,Includes isolation valves and rigid filling link,Suitable for natural gas or LPG,A rating for energy efficiency,94% SAP rating,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,P112405,Worcester Bosch Greenstar Ri ERP+ 21Ri NG regular ErP+ boiler,Worcester Bosch,1090.4,"An ideal selection for small and medium sized homes, including those with low water pressure, the Worcester Bosch Greenstar 21Ri ErP+ NG regular boiler is compact and simple to install, even as a replacement for an existing unit. ErP A-rated, this compact and efficient frost-protected boiler is compatible with Greenskies solar panels as well as Greenstore cylinders for a full Worcester Bosch system with built-in cost savings and eco-credentials.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar Ri ERP+ 21Ri NG regular ErP+ boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/06/112395_112406_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_9-24Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/112405_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112405_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_ErP+_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,P141651,Worcester Bosch Greenstar 4000 GR4700iW 15 S NG system 15kw,Worcester Bosch,1158.0,"Providing excellent levels of efficiency, the Worcester Bosch Greenstar 4000 System GR4700iW 15 S NG system boiler has earned a top-notch ErP A rating, helping homeowners to minimise waste and even save on energy costs. Designed to look good as well as perform reliably, this 15kW wall-mounted condensing system boiler provides ease of servicing for the engineer as well as intuitive operation for the owner.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar 4000 GR4700iW 15 S NG system 15kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/58/141645_141658_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,P114453,Ideal Logic Combi ESP1 24 ErP combi boiler 24kW,Ideal,864.14,"Developed with social housing and new build compliance in mind, the fully modulating Ideal Logic Combi ESP1 24 boiler delivers on SAP and DER performance and with its Energy Saving Trust endorsement and ErP A rating, ensures the best in energy efficiency. Simple to use, the 24kW ESP1 features an easy to read backlit display and can be installed in the most convenient position, whether that's in the cloakroom, in a kitchen cupboard or in a housing unit. Compact and lightweight, with a reduced number of internal components and inbuilt frost protection, this reliable, uncomplicated boiler ensures maintenance and servicing is affordable and pain-free.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Logic Combi ESP1 24 ErP combi boiler 24kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/55/114450_114455_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Logic_Combi_ESP1_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Combi_ESP1_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/114453_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic_Combi_ESP1_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,P333814,Baxi 600 624 system boiler only pack,Baxi,1077.0,"Install the Baxi 624 system boiler along with an unvented cylinder on a fully pumped sealed system and enjoy the benefits of plentiful hot water even in a larger sized family home. This compact, lightweight boiler is quick and easy to install, even in a cupboard, and with front-access servicing plus a range of features, including a brass hydraulics block and water ingress protection, maintenance is simple as well as cost-effective. The 24kW 624 is ErP A-rated and fully modulating, using only the amount of fuel required to reach a set temperature, meaning the owner can save on costs and reduce their carbon footprint too.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Baxi 600 624 system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/15/333812_333815_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_600_System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Baxi_600_System_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Baxi_600_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Baxi_600_System_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,P125232,Ideal Heating Logic 228397 logic plus heat 2 H18,Ideal Heating,964.32,The Ideal Logic Heat2 boiler is the next evolution of our award-winning Logic range.,Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228397 logic plus heat 2 H18,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/34/125230_125234_wm.jpg,,,,,,,Natural Gas,Logic,7 Years,25.1 kg,A,N,A,18 kW,310,No,89.4,Wall Mounted,228397,Boiler,N,For wall mounting<multisep/>Compact size for cupboard fit<multisep/>UK built<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Operated via large high resolution colour screen<multisep/>A-rated for efficiency<multisep/>7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,P333112,Alpha E-Tec Nx 30kW System Boiler,Alpha,801.0,"Delivering excellent levels of energy efficiency for an ErP A rating, the Alpha E-Tec NXS 30kW system boiler features a reliable, lightweight stainless steel heat exchanger. Operating quietly thanks to its smart double casing design, this boiler is easy to operate via a modern control panel with clear, easy-read backlit display.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Alpha E-Tec Nx 30kW System Boiler,,Boiler with fittings pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/04/195895_904_wm.jpg,,,,,,,Natural Gas,,7 Years,3.28 kg,A,N,,30.4 kW,255,,89.5,Wall Mounted,333112 PK,System,N,Lightweight stainless steel main heat exchanger,Double casing design for quieter operation,Backlit display for ease of reading,Revised control panel interface,Removable push fit flue connection,Fully range output adjustable,Delta T variable speed operation pump,For wall mounted installation,,7 year warranty,,,,,,328,,,,,,,,,,,,,,,,,,,,,
118,P153787,Baxi Combi 2 224 NG boiler 24kW,Baxi,562.69,"Suitable for natural gas and ready to run on 20% hydrogen, the wall-mounted Baxi 200 Series 2 24kW boiler is a highly efficient option for any home. Neat and compact, this combi is suitable for installation inside a cupboard and weighs less than 30kg, making installation easier for the engineer. The Series 2 is supplied with a hanging bracket, meaning that fitting won't require extra parts or create unnecessary mess.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Baxi Combi 2 224 NG boiler 24kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/87/153787_wm.jpg,,,,,,9.8L/Min @ 35 Deg C Rise,Natural Gas,Combi 2,2 Year,26.5 kg,A,N,A,24 kW,285,N/A,93,Wall Mounted,7790612,Combi Boiler,N,With composite hydraulics,Compact cupboard fit,Stainless steel heat exchanger,Easy wiring for simple installation,20% hydrogen/gas mix ready,A-rated efficiency,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,P333153,Ideal i-mini C30 combi boiler only pack,Ideal,619.0,"Where space is at a premium install the Wolseley exclusive Ideal i-mini C30 boiler. Installation, repair and servicing of the ultra-compact i-mini is easy even in the most challenging home, with fewer overall components, a reduced lift weight and a wide range of flueing options for flexible siting. Fast hot water delivery, easy operation, a fuel bill reducing high SEDBUK efficiency rating and an ErP A rating make this 30kW i-mini output boiler just as popular with the every day user as it is with the installer.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal i-mini C30 combi boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/52/333152_wm.jpg,,,,,,,Natural Gas,I-Mini,,,,N,,,,"333009, 333011, 333153",,,333153 PK,Combi Boiler,N,"Exclusive to Wolseley, this boiler isn't available from any other supplier",Easy to read pressure gauge,Low lift weight,Low component count maximises reliability,High SEDBUK efficiency,Fast hot water response through DHW preheat,Compact cupboard fit,Wide range of additional flueing options for flexible siting,,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,P333152,Ideal i-mini C24 combi boiler only pack,Ideal,578.0,"Fitting of the Wolseley exclusive Ideal i-mini C24 boiler is easy, even in the tightest or most awkward of positions. As powerful as it is small, the super-compact i-mini is designed with the technician in mind, saving on installation time and making maintenance easy with fewer components to deal with, a lift weight your back will thank you for and the option to site just about anywhere thanks to a wide range of flueing options. Likewise the owner of this reliable 24kW output combi will love its speedy hot water delivery and wallet-friendly ErP A rating and SEDBUK efficiency rating just as much as its space-saving footprint.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal i-mini C24 combi boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/52/333152_wm.jpg,,,,,,,Natural Gas,I-Mini,,,,N,,,,"333008, 333010, 333152",,,333152 PK,Combi Boiler,N,"Exclusive to Wolseley, this boiler isn't available from any other supplier",Easy to read pressure gauge,Low lift weight,Low component count maximises reliability,High SEDBUK efficiency,Fast hot water response through DHW preheat,Compact cupboard fit,Wide range of additional flueing options for flexible siting,,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,P125248,Ideal Heating I-Mini 228320 I-mini 2 C30,Ideal Heating,710.24,"Exclusive to Wolseley, the Ideal i-mini2 C30 combi boiler offers simplified installation and easy servicing, making it a particularly attractive proposition for heating engineers looking to maximise their time. Ultra-compact, this lightweight boiler has a range of flueing options for flexible siting while the reduced number of internal components means there's less to go wrong - great news for your clients. Easy to operate, the i-mini2 delivers hot water quickly for frustration-free use.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating I-Mini 228320 I-mini 2 C30,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/48/125248_wm.jpg,,,,,,12.4,Natural Gas,I-Mini,5 Years,32.9 kg,A,N,A,30 kW,310,No,89.6,Wall Mounted,228320,Combi Boiler,N,With easy-read pressure gauge,Low lift weight for ease of installation,Low component count for reliability,High SEDBUK efficiency,Fast hot water response using DHW preheat,Compact cupboard fit for convenient installation,ErP A rated,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,P333348,Baxi Platinum+ Combi 40 combi boiler only pack 40kW,Baxi,1488.0,"The British-built Baxi Platinum+ Combi 40 condensing boiler is hardwearing and efficient, featuring built-to-last brass hydraulics for long-lasting, low-maintenance use. Containing an Adey Micro2 Magnetic System filter to protect the whole heating system, this 40kW combi has been designed to offer consistently high levels of hot water performance. Front access to all components, an Easy-Fill filling link for engineer-free system top-up, Multifit flue compatibility and inbuilt frost protection make this combi simple and affordable to maintain. Operated through the OpenTherm interface, the ErP A-rated Platinum+ puts control in the owner's palm via smartphone app.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Baxi Platinum+ Combi 40 combi boiler only pack 40kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pl/us/Baxi_Platinum 40 plus_wm.jpg,,,,,,"19.1 L/min @ 30°C, 16.4 L/min @ 35°C",Natural Gas,Platinum+ Combi,10 Years,42.2 kg,A,N,A,,345,"333348, 333349",92,Wall Hung,333348 PK,Condensing Combi Boiler,N,High flow rate,Easy to install and maintain,"Includes Adey Micro2 Magnetic System filter, for complete system protection",Optional built-in mechanical 24 hour timer,Front access to all components,Easy-Fill permanent filling link,Built-in frost thermostat,Compatible with Multifit flue kits,,OpenTherm interface,Compatible with Baxi uSense,10 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,
123,P333986,Worcester Bosch Greenstar 8000 Life GR8300iW 40 C NG combi boiler pack 40kW White,Worcester Bosch,1567.0,"Spearheading the next generation of boilers the Worcester Bosch Greenstar 8000 Life GR8300iW 40 C NG follows in the footsteps of the award-winning CDi Classic. It's equally reliable and user-friendly but benefits from better than ever efficiency, flexibility and ease of fitting and maintenance. The modern design of the 8000 Life blends seamlessly into the contemporary home, while installation is faster and easier with a reduced lift weight but all the familiar fixtures and connections. Control of this 40kW boiler is that bit simpler too owing to an intuitive full colour text display and the ability to connect to Bosch's EasyControl smart thermostat. With an ErP A rating this boiler helps householders to keep their fuel bills to a minimum and reduce emissions too.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 40 C NG combi boiler pack 40kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Life_White_wm.jpg,,,,,,14 L/min @ 40°C,Natural Gas,Greenstar 8000 Life,8 years,47 kg,A,N,A,40 kW,365,"333828, 333986",94,Wall Hung,333986 PK,Condensing Combi Boiler,N,Direct replacement for the Worcester Bosch CDi Classic,"Easier installation, servicing and maintenance",Full colour text display and push button boiler control,Simple switch from CDi classic with same fixing points and connections,Greenstar Intelligent Filling System,Reduced lift weight compared to the CDi classic,Full wireless connectivity with the Bosch EasyControl,8 year guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
