,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,Supplier Product Code,Type,WEEE Compliant,By Model Number,Attachment 1,Attachment 2,Feature 1,Feature 2,Fuel Type
23,P793434,Potterton kit fan assembly,Potterton,167.24,"This Potterton replacement fan assembly kit is compatible with boilers in the 600, 800 and Assure ranges and Main Eco Compact units.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton kit fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/34/793434_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Potterton_Assure_Combi_Installation.pdf,,,,
24,P774398,Potterton 3 port mid position valve 22mm,Potterton,139.62,"This diverter valve is a spare part for Potterton's Catalogue range.  A directional water device in combi boilers, a diverter valve directs hot water into either a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton 3 port mid position valve 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/98/774398_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Baxi_Genuine_Parts_Product_Guide.pdf,,,,
25,P410197,Potterton printed circuit board - control (spares),Potterton,360.15,"This printed circuit board is suitable for use in Potterton Suprima appliances.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton printed circuit board - control (spares),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/97/410197_wm.jpg,N,"60, 70, 40, 100, 30, 50, 80",Control Panel,Suprima,796954,5112178,PCB,N,"100,80,70,60,50,40,30",,,,,
26,P793404,Potterton flue cap kit inc seals,Potterton,10.73,"This Potterton flue cap kit is supplied complete with seals. It is compatible with a wide variety of boilers, including those in the Baxi 200 - 800 combi ranges, Main Eco Compact combi boilers, Assure combi and system boilers, Platinum Compact combis and Megaflo Compact 24 system boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton flue cap kit inc seals,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/04/793404_wm.jpg,N,,N/A,N/A,n/a,7661801,Domestic Boiler Parts,N,,,,,,
27,P793477,Potterton auto air vent - pump,Potterton,27.57,"A genuine Potterton spare, this automatic air vent pump is compatible with a wide range of Potterton, Main and Baxi boilers.  A central heating safety device, the air vent releases built up air. As water flows through the system, a float opens or closes the vent depending on the water level. When the system is full the float is pushed to the top, closing the vent until the water level drops.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton auto air vent - pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/77/793477_wm.jpg,N,,N/A,N/A,n/a,7762745,Domestic Boiler Parts,N,,,,,,
28,P452743,Potterton 8909001 fan assembly,Potterton,232.54,"This fan and motor assembly kit is designed for use in Potterton's British Gas, Celsia, Prima F and Profile Prima boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly. As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton 8909001 fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/43/452743_wm.jpg,N,"British Gas 30 F2, British Gas 40 F2, British Gas 50 F2, British Gas 60 F2, British Gas 80 F2, Celsia 30 F1, Celsia 40 F1, Celsia 50 F1, Celsia 60 F1, Celsia 80 F1, Scottish Gas 30 F2, Scottish Gas 40 F2, Scottish Gas 50 F2, Scottish Gas 60 F2, Scottish",Fan Combustion Chamber,"British Gas, Celsia, Prima F, Profile Prima",338319,909001,Fan & Motor Assembly Kit,N,"100F,100E,50E Lpg,Scottish Gas 30 F2,Celsia 80 F1,Celsia 30 F1,Scottish Gas 60 F2,30E,Celsia 40 F1,40E,30F,British Gas 40 F2,60E,British Gas 60 F2,British Gas 80 F2,80E Lpg,British Gas 30 F2,Celsia 50 F1,British Gas 50 F2,Scottish Gas 40 F2,60E Lpg,Celsi",,,,,
29,P793466,Potterton ignition electrode,Potterton,71.73,"This Potterton ignition electrode is compatible with a wide range of domestic boilers, including those in the Baxi 200 - 800 combi, Main Eco Compact combi and Assure combi and system ranges. It can also be used in the Assure 500 combi 2, the Baxi 400, 600 and 800 combi LPG range and in Platinum Compact 30 combi and Megaflo Compact 24 system boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton ignition electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/66/793466_wm.jpg,N,,N/A,N/A,n/a,7686344,Domestic Boiler Parts,N,,,,,,
30,P797460,Potterton oring,Potterton,3.93,"This O-ring is a spare part for Potterton Megaflo, Megaflo ErP, Platinum, System, Gold, Promax, Duo-tec, System IE, Main Eco, Gold ErP, Heatmax, Main Eco Elite ErP, Promax ErP, Platinum +, Main Eco Elite and Megaflo IE ErP boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton oring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/60/797460_wm.jpg,N,"18 HE System, 28 HE System, Megaflo System ErP 15, Megaflo System ErP 32, Combi 24 HE A, Combi 33 HE A, System 24 HE, System 35/60, 24 HE A, 24 HE A System, Combi 28 HE Plus, Combi 33 HE Plus A, 28 HE LPG, 33 HE A, 32 HE A System, Combi 24 HE, 24 HE Mega",Hydraulics,"Megaflo, Megaflo ErP, Platinum, System, Gold, Promax, Duo-tec, System IE, Main Eco, Gold ErP, Heatmax, Main Eco Elite ErP, Promax ErP, Platinum +, Main Eco Elite, Megaflo IE ErP",H29092,5114756,O-Ring,N,"32 HE A System LPG,Megaflo System ErP 15,28 HE A System LPG,28 HE,Megaflo System ErP 24,Megaflo System ErP 32,18 HE A System LPG,40 HE A,Megaflo 18 System IE ErP,24 HE A System,18 HE System,28 HE System,24 HE System,Combi 24 HE A,Megaflo 15 System IE ErP",,,,,
31,P410200,Potterton actuator valve head,Potterton,158.48,"This Potterton valve/actuator head is for use in Promax, Powermax and Promax ErP units.  A directional water device in combi boilers, a diverter valve directs hot water into either a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton actuator valve head,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/00/410200_wm.jpg,N,"HE Store (115 litres), Powermax 24 HE, Powermax He 85, Promax 24 Store 90L Cylinder ErP, HE Store (90 litres), Powermax He 115, Powermax He 150, HE Store (150 litres), Promax 24 Store 115L Cylinder ErP, Promax 24 Store 150L Cylinder ErP, Promax Store 24",Diverter Valve,PowermaxPromaxPromax ErP,E85753,5107000,Valve/Actuator Head,N,"HE Store (150 litres),Promax 24 Store 90L Cylinder ErP,HE Store (90 litres),Promax Store 24 HE Boiler,Powermax He 115,Promax 24 Store 150L Cylind,HE Store (115 litres),Powermax 24 HE Boiler,Powermax He 85,Powermax He 150,Promax 24 Store 115L Cylinder ErP",,,,,
32,P425543,Potterton pressure relief valve,Potterton,30.59,"This Potterton 3 bar safety valve or pressure relief valve is a safety device designed for use in Potterton Powermax, Promax and Promax ErP boilers. Normally located beneath a boiler, within the hydraulics and connected to the outside of a property via a discharge pipe, the pressure relief valve works with the expansion vessel and is designed to control pressure in a closed system, relieving a build-up to avoid damage or malfunction. As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/43/425543_wm.jpg,N,"Powermax 24 HE, Powermax He 115, Powermax He 150, Powermax He 85, HE Store (115 litres), HE Store (150 litres), HE Store (90 litres), Promax Store 24 HE Boiler, Promax 24 Store 115L Cylinder ErP, Promax 24 Store 150L Cylinder ErP, Promax 24 Store 90L Cyl",Hydraulics,PowermaxPromaxPromax ErP,E83482,5106288,Relief Valve Set,N,"HE Store (150 litres),Promax 24 Store 90L Cylind,HE Store (90 litres),Powermax He 115,Promax Store 24 HE Boiler,HE Store (115 litres),Promax 24 Store 150L Cylinder ErP,Powermax 24 HE Boiler,Powermax He 85,Powermax He 150,Promax 24 Store 115L Cylinder ErP",,,,,
33,P795436,Potterton pipe,Potterton,44.33,"A genuine Potterton part, this pipe is suitable for use in the hydraulics of the brand's Platinum, Gold, Heatmax, Promax, Promax ErP, Titanium and Titanium ErP boilers.  In a boiler pipework either allows water or gas into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/36/795436_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Baxi_Spare_Parts_Catalogue.pdf,,,,
