,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Fuel Type,Pack Quantity,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Colour,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Attachment 6,Seasonal Space Heating Energy Efficiency Class,Attachment 7,Flue Type,Flue Diameter,Flue Length,Flue Size,Part Gas Council number,By Model Number,Dry Weight (kg)
53,P196144,Alpha E-Tec 15R heat only boiler,Alpha,757.83,"A compact and efficient heating-only boiler, the Alpha E-Tec 15R Regular is suitable for use in open-vented systems or as part of an Alpha sealed system kit. Connecting the E-Tec 15R to a storage cylinder ensures a plentiful supply of hot water, creating a complete heating and hot water system ideal for a busy family home. With its ErP A rating, this boiler can help to reduce fuel bills while also saving on space, fitting neatly into an average sized kitchen or utility cabinet. A backlit display and easy-to-access NTCs make daily use and maintenance simple.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Alpha E-Tec 15R heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/44/196142_196144_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alpha_E-Tec_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_E-Tec_25R_Installation.pdf,,,,,,,,,,,,,,,,,,,
54,P334033,Ideal Logic+ Heat H18 heat only boiler pack,Ideal,1012.0,"Siting and installation of the Ideal Logic+ Heat H18 condensing boiler is easy, thanks to its compact cupboard fit, a wide range of flueing options and engineer-friendly features, including pre-formed copper tails and ready-to-go mounting hardware. Suitable for both new installations and retrofit, this 18kW heat only unit can be fitted along with a cylinder for a full heating and hot water solution. ErP A-rated and Energy Saving Trust endorsed, the fully modulating Logic+ Heat provides welcome fuel bill savings and can help to reduce a home's environmental impact.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Ideal Logic+ Heat H18 heat only boiler pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/fo/Logic + Heat H24 FO_wm.jpg,Natural Gas,,Logic+ Heat,,,,N,,,,334033,,,334033 PK,Heat Only Boiler,N,"Includes boiler, hardware, wall mounting plate and template, instructions and guarantee and registration pack",,,,Compact cupboard fit,Wide range of additional flueing options,Pre-wired mains lead,Pre-formed copper tails,Concealed pipe connections,Universal condensate connection,No compartment ventilation,PRV wall outlet pipe included,Suitable for open vent and sealed systems,Full sequence automatic spark ignition,Fan-assisted combustion,Large digital display,,,,,,Energy Saving Trust endorsed,Fully modulating operation to low outputs,Built-in frost protection,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,7 year warranty,,,,,,,,,,
55,P196143,Alpha E-Tec 20R heat only boiler,Alpha,817.45,"Boasting an ErP A rating and a compact design perfect for those spots where space is limited, the Alpha E-Tec 20R Regular heating-only boiler is the ideal choice for the family home. Suitable for use in open-vented and in sealed systems as part of the Alpha sealed system kit, the E-Tec 20R can also be connected to a storage cylinder to ensure an ample hot water supply for the whole household. At 600mm, this smaller sized boiler fits snugly into kitchen or utility cabinets for easy installation and ongoing maintenance while a backlit display makes operation simple.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Alpha E-Tec 20R heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/44/196142_196144_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alpha_E-Tec_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_E-Tec_25R_Installation.pdf,,,,,,,,,,,,,,,,,,,
56,P333847,Worcester Bosch Greenstar CDi FS Regular 30CDi floor standing boiler,Worcester Bosch,1650.0,"An ideal replacement for older floor-standing boilers, the Worcester Bosch Greenstar 30CDi FS regular boiler is compact and straightforward to fit for minimal disruption during installation. Suitable for larger sized homes with more than one bathroom, the ErP A-rated Greenstar CDi contributes to reduced energy bills and is compatible with Greenskies solar panels for further eco-efficiency. With inbuilt frost protection, this appliance can be sited in the loft or garage, giving you greater flexibility of siting.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Worcester Bosch Greenstar CDi FS Regular 30CDi floor standing boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e-/hr/GS_FS-CDi_face-HR_wm.jpg,Natural Gas,,Greenstar CDi FS Regular,7 Years,55.1 kg,A,N,A,30 kW,600,333847,92,Floor Standing,333847 PK,Condensing Regular Boiler,N,Compact size,White/Gloss,,A/92%,Fits underneath a standard kitchen worktop,Suitable for use where mains water pressure is low,Replacement installation is usually straightforward reducing installation costs and keeping disruption to a minimum,Simple boiler control knobs with temperature display,Frost protection and condensate pump reduce frost risk,Over 90% efficiency to reduce energy bills and carbon footprint,Compatible with Greenskies solar panels,Compatible with Greenstore cylinders for rapid hot water replenishment,7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,
57,P333818,Baxi 600 Heat 619 heat only boiler pack,Baxi,1006.0,"The ErP A-rated Baxi 619 Heat heat only boiler is simple to install, whether on the wall or inside a kitchen or utility cupboard space. With top and rear flueing options and an easy-fit wall mounting bracket, suitability for fully pumped open vent or sealed systems and quiet operation, the 19kW output Heat offers flexibility of siting ideal for homes where space is at a premium. With front and side access to internal components and no pump overrun required, servicing and maintenance is fast and easy.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Baxi 600 Heat 619 heat only boiler pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/20/333816_333820_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Baxi_600_Heat_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_600_Heat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Baxi_600_Heat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Baxi_600_Heat_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Boilers_Brochure.pdf,,,,,,,,,,,,,,,,
58,P333820,Baxi 600 Heat 630 heat boiler only pack,Baxi,1150.0,"The compact, cupboard-fit Baxi 630 Heat heat only boiler has top and rear flueing options, no need for a pump overrun and an easy-fit wall mounting bracket for fast, stress-free fitting. Suitable for fully pumped open vent or sealed systems, this ErP A-rated, 30kW output boiler operates extremely quietly so, even in the smallest of spaces, it's entirely unobtrusive. With front and side access to internal components, the 630 Heat is affordable to maintain and quick and easy to service.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Baxi 600 Heat 630 heat boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/20/333816_333820_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Baxi_600_Heat_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_600_Heat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Baxi_600_Heat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Baxi_600_Heat_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Boilers_Brochure.pdf,,,,,,,,,,,,,,,,
59,P147057,VITODENS 100-W HEATONLY 32KW B1GA NG/LPG,Viessmann,1798.95,"Hydrogen-ready (H2, 20% blend), the Viessmann Vitodens 100-W B1GA-32 heat only boiler is suitable for installation on existing open vented or sealed systems. Reliable and high performing, this ErP A-rated heat only boiler is fitted with the patented Viessmann Matrix Plus Burner and a stainless steel Inox-Radial heat exchanger. Lightweight and compact, the Vitodens 100-W is easy to install in almost any location.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> VITODENS 100-W HEATONLY 32KW B1GA NG/LPG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/57/147053_57_wm.jpg,Natural Gas,1,Vitodens 100-W,5 Year,26kg,A,N,,32 kW,340,,93,Wall,7959998,Heat Only Boiler,N,Gas condensing heat only boiler for open vent and sealed systems,,,,"Lambda Pro for exceptional performance, high efficiency and low emissions",Hydrogen ready (H2 20% blend),Compact design for cupboard installation,Ideal for bungalow application with its low static water head requirement,"Low weight, easy to handle",Particularly attractive price/performance ratio,Durable and efficient due to Inox-Radial stainless steel heat exchanger,MatriX-Plus burner,Easy operation via control unit with LED display and touch buttons,Internet capability with WiFi ready for ViCare app,Ideal for installation in living areas thanks to its low operating noise and compact dimensions,LPG configurable through control settings,,,,,,,,,,,,,,,,,,,,,
60,P333798,Baxi 400 Heat 424 heat only boiler,Baxi,876.0,"Part of the lightest boiler range currently available on the UK market, the Baxi 424 Heat heat only boiler is quick and easy to install anywhere with a compact, neat construction, rear flueing options, no need for additional wires or a pump overrun and front and side access to parts. cost-effective to maintain and run, this 24kW boiler has an ErP A rating and offers Boiler Plus compliancy along with pleasingly quiet operation. The Heat 424 is compatible with the Megaflo Eco cylinder for domestic hot water.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Baxi 400 Heat 424 heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/98/333796_333798_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_400_Heat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Baxi_400_Heat_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Baxi_400_Heat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Baxi_400_Heat_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Boilers_Brochure.pdf,,,,,,,,,,,,,,,,
61,P150986,Baxi NG heat boiler 30kW,Baxi,1109.14,"As a result of comprehensive customer insight, from 1 October 2020 we are re-branding the Potterton Assure range of boilers to Baxi Assure. The Baxi Assure range of boilers will include all outputs and types of boilers currently in the Potterton Assure range with the addition of the Baxi Assure Combi 36kW LPG - for installations in off mains gas areas.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Baxi NG heat boiler 30kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2-/86/150982-86_wm.jpg,Natural Gas,,Assure,2years parts & labour,19.5Kg,A,N,N/A,30 kW,270,N/A,93,hanging bracket,7749450,Boiler,N,Boilers designed for use with pipes that can be run behind the boiler,,,,2 year parts and labour warranty,A rated,"Industry leading choice of flue lengths, bends and accessories",Compatible with a range of Baxi accessories that can improve SAP benefits for developers and compliant with Boiler Plus requirements for social housing refurbishments.,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,
62,P334034,Ideal Logic+ Heat H24 heat only boiler pack,Ideal,1068.0,"Siting and installation of the Ideal Logic+ Heat H24 condensing boiler is easy, thanks to its compact cupboard fit, a wide range of flueing options and engineer-friendly features, including pre-formed copper tails and ready-to-go mounting hardware. Suitable for both new installations and retrofit, this 24kW heat only unit can be fitted along with a cylinder for a full heating and hot water solution. ErP A-rated and Energy Saving Trust endorsed, the fully modulating Logic+ Heat provides welcome fuel bill savings and can help to reduce a home's environmental impact.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Ideal Logic+ Heat H24 heat only boiler pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/fo/Logic + Heat H24 FO_wm.jpg,Natural Gas,,Logic+ Heat,,,,N,,,,334034,,,334034 PK,Heat Only Boiler,N,"Includes boiler, hardware, wall mounting plate and template, instructions and guarantee and registration pack",,,,Compact cupboard fit,Wide range of additional flueing options,Pre-wired mains lead,Pre-formed copper tails,Concealed pipe connections,Universal condensate connection,No compartment ventilation,PRV wall outlet pipe included,Suitable for open vent and sealed systems,Full sequence automatic spark ignition,Fan-assisted combustion,Large digital display,,,,,,Energy Saving Trust endorsed,Fully modulating operation to low outputs,Built-in frost protection,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,7 year warranty,,,,,,,,,,
63,P333763,Vaillant ecoTEC plus 424 heat only boiler,Vaillant,1088.0,"The Vaillant ecoTEC plus 424 high efficiency boiler is an ideal choice for those homes where low water pressure problems demand an open vent system with hot water storage. Compact and lighter in weight than your average boiler, this 24kW output unit is hassle-free to fit, even inside a kitchen cupboard, and features a range of premium components to reduce the need for ongoing maintenance. Compatible with a wide range of add-ons, including solar panels and smart controls, the ErP A-rated ecoTEC plus can help homeowners to create a more eco-friendly home.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Vaillant ecoTEC plus 424 heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/on/ly/Ecotec_Plus_Heat_Only_wm.jpg,Natural Gas,,ecoTEC plus,5 Years,23 kg,A,N,A,24 kW,320,333763,94,Wall Hung,333763 PK,Regular Heat Only Boiler,N,High performance build,White/Gloss,10,A,Compact cupboard fit,Lightweight,For use in an open vent system with storage cylinder,Ideal for use where water pressure is low,Compatible with a full range of heating control options including simple analogue timers and vSMART smartphone app,Can be used with solar water heating or heat pump systems for a lower carbon footprint,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P334019,Ideal Logic Max Heat H15 Logic Max heat 2 H15 BLR only pack,Ideal,1043.0,"The Ideal Logic Max Heat H15 heat only boiler is compact and lightweight for easy installation in almost any location. ErP A-rated, this highly efficient heat only boiler can be used alongside a hot water cylinder for the supply of reliable domestic hot water and is compatible with a range of Ideal controls for additional flexibility and cost savings. The hardwearing Max Heat is straightforward to use, simple to service and requires minimal maintenance.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Ideal Logic Max Heat H15 Logic Max heat 2 H15 BLR only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/he/at/Ideal Logic Max Heat_wm.jpg,Natural Gas,,Logic Max Heat,,,,N,,,,334019,,,334019 PK,Heat Only Boiler,N,Compact cupboard fit,,,,Low lift weight,"Easy installation, commissioning and service",Hardwearing and scratch-resistant,Fan-assisted combustion,Full sequence automatic spark ignition,Large digital display,Easy to reach pressure gauge on front panel,Service timer with telephone number display/service display,Compatible with Ideal controls,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,10 year warranty,,,,,,,,,,,,,,,,,,,,,
