,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Colour,Connection Size,Connection Type,Range,Thickness,Refrigerant Suitability,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Diameter,Pack Quantity,Size,Connection Type 1,Feature 3,Feature 4,Gender,Connection Type 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Feature 5,Feature 6,Dimensions (L x W x D),Refrigerant,Max Pressure,Sight Glass,Number of Valves,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Voltage (V),Operating Pressure,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Connection,Flow Rate,Warranty,Motor Speed,Horse Power,Depth (mm),Absolute Vacuum,Stages,Oil Capacity
100,P688004,Javac low pressure gauge R410A 80mm,Javac,31.66,This robust brass Javac 80MMLP 8 bar pressure gauge offers easy to read measurements in R-410A and R-32 refrigerants.,Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac low pressure gauge R410A 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/04/NW-688004_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_HP-LP-Gauge_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,P690721,Javac iec mains lead for vacuum pumps 110v,Javac,38.71,This Javac IEC 110V mains power lead is for XTR-PRO-DV vacuum pumps.,Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac iec mains lead for vacuum pumps 110v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/21/NW-690721_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Javac_XTR-PRO-DV_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,P690818,"Javac Edge PTFE braided hose 30"" Stainless Steel",Javac,51.58,"This Javac Edge Supahose 30"" flexible refrigerant hose is made of stainless steel with PTFE lining and offers a 1/4"" SAE connection.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Edge PTFE braided hose 30"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/21/NW-690816_690821_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,P690821,"Javac Edge PTFE  braided hose 60"" Stainless Steel",Javac,82.77,"This Javac Edge Supahose 60"" flexible refrigerant hose is made of stainless steel with PTFE lining and offers a 1/4"" SAE connection.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Edge PTFE  braided hose 60"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/21/NW-690816_690821_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,P693144,Javac PVR pressure and vacuum manifold,Javac,389.62,"Manufactured to the highest standards, this Javac PVR pressure and vacuum test manifold is for use in the HVAC/R industry. The PVR is suitable for use with oxygen free nitrogen (OFN) only.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac PVR pressure and vacuum manifold,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/44/NW-693144_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Javac_PVR_Instruction_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_PVR_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,P690819,"Javac Edge PTFE braided hose 36"" Stainless Steel",Javac,74.38,"This Javac Edge Supahose 36"" flexible refrigerant hose is made of stainless steel with PTFE lining and offers a 1/4"" SAE connection.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Edge PTFE braided hose 36"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/21/NW-690816_690821_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,P691082,Javac XTR-ALTIMA-A2L twin head recovery unit 240v,Javac,1279.75,"A multi-purpose unit, the Javac XTR-ALTIMA-A2L recovery machine unit has a spark-proof design and is suitable for use with a wide range of CFCs, HCFCs and HFCs, blends and A and B variations as well as A2L flammable refrigerants such as R32, R1234yf and R1234ze. This smart unit includes a comprehensive built-in manifold analyser and purge and self-cleaning takes place on the fly so there's no need to shutdown to prepare for the next job.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac XTR-ALTIMA-A2L twin head recovery unit 240v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/82/NW-691082_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Javac_XTRC2-A2L_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Javac_XTRC2-A2L_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,P688124,Javac CC CC-231-A2 vacuum pump uk 240/110,Javac,588.75,"Suitable for low duty applications, this Javac CC 8.9 CFM vacuum pump is perfect for automotive or commercial air conditioning use. With an ultimate vacuum of 15 microns, this two-stage oil sealed vacuum pump incorporates an oil de-mister, reducing risky oil spillage. The pump is supplied with a tri-connector suitable for 1/4 SAE, 3/8 SAE and 1/2 ACME.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac CC CC-231-A2 vacuum pump uk 240/110,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/24/NW-688124_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_CC_A2L_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_UK_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,P231574,Testo 550I Manifold App-Controlled,,139.0,"App-enabled, the Testo 550i digital manifold allows users to carry out those all important servicing and maintenance tasks via smartphone or tablet. Measurements are carried out quickly and easily using this manifold while results are clearly displayed on your smart device and digital documentation created in seconds, meaning you can create, organise and send reports on the go. Automatically connecting to Bluetooth probes, 550i makes taking temperature, humidity and pressure readings easier than ever. For robust, reliable use, this digital manifold has a tough two-way valve block and durable hook.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Testo 550I Manifold App-Controlled,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/52/NW-419952_wm.jpg,,,,,,,,,N,,231574 PK,,N,,All activities available via smartphone app,Compact design,,,,,Robust housing for reliability,Automatic refrigerant-specific calculation of evaporation and condensation temperature,,,,,,,,,,,"Expandable using Testo smart probes for temperature, humidity and vacuum",App includes favourites and automatic updates for ease of use,,,,,,Suitable for applications using A2L refrigerant,IP54 rated,,,,,,,,,,,,,,,,,,,,,,,,
109,P231575,Testo 550i 550i App Controlled Digital Manifold with Wireless Temperature Probe,,199.0,"App-enabled, the Testo 550i digital manifold kit allows users to carry out those all important servicing and maintenance tasks via smartphone or tablet. Measurements are carried out quickly and easily using the included pair of Testo 115i NTC wireless clamp thermometers. Results, meanwhile, are clearly displayed on your smart device and digital documentation created in seconds, meaning you can create, organise and send reports on the go. Automatically connecting to other, separately available, Bluetooth probes, 550i makes taking temperature, humidity and pressure readings easier than ever. For robust, reliable use, the digital manifold has a tough two-way valve block and durable hook and is supplied complete with a hardwearing transport case.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Testo 550i 550i App Controlled Digital Manifold with Wireless Temperature Probe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/53/419953_wm.jpg,,,,,,550i,,,N,,231575 PK,,N,,Compact design,Allows for app-based control,,,,,Compatible with range of Testo Smart Probes,Allows Bluetooth wireless measurement of superheat and subcool temperatures and vacuum,,,,,,,,,,,IP54 rated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
