,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Pack Quantity,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 1,Attachment 2,Attachment 3,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 4,Attachment 5,Connection Type,Diameter,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Depth (mm),Material Type,Finish,Weight,Colour,Warranty,Design Type,Shape,Fittings Included
123,PU94791,Geberit Twico twico body,Geberit,20.52,This easy-maintenance Geberit Twico dual flush valve body has push rod dual flush operation.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Geberit Twico twico body,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/91/NW-U94791_wm.jpg,,Twico,N,240.280.00.1,Flush Valve Body,N,Excludes all attachments,Easy to replace,Easy service,Dual flush operation with push rods,,,,,,,,,,,,,,,,,,,,,,,,,,240,,Matt,,,,,,
124,P171076,Fluidmaster replacement adjustable flush flapper,Fluidmaster,9.62,"Offering simple installation, this Fluidmaster adjustable flush flapper includes a kink-free chain. To fit, it simply snaps onto an overflow pipe's mounting ears.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster replacement adjustable flush flapper,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/76/NW-171076_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Fluidmaster_Flapper_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PB97907,"Masefield Epson standard low level flushpipe 24"" x 18"" White",Masefield,3.33,"A Masefield 24 x 18"" standard low-level white PVC flush pipe.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Masefield Epson standard low level flushpipe 24"" x 18"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/07/NW-B97907_wm.jpg,,Epson,N,PTOBEN363702,Flush Pipe,N,High quality white PVC,"24 x 18"" size",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,P171883,"Fluidmaster Airgap 6000 side entry delayed brass shanked fill valve 1/2""",Fluidmaster,21.66,"Suitable for mains and gravity systems, the Fluidmaster Airgap 6000 series 1/2"" fill valve with brass shank, side entry and delayed action fills a cistern fast, even at pressures as low as 0.1 bar.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster Airgap 6000 side entry delayed brass shanked fill valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/83/NW-171883_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Fluidmaster_Airgap6000_F-Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,P171887,"Fluidmaster Airgap 6000 side entry delayed plastic shanked fill valve 1/2""",Fluidmaster,18.19,"Suitable for mains and gravity systems, the Fluidmaster Airgap 6000 series 1/2"" fill valve with plastic shank, side entry and delayed action fills a cistern fast, even at pressures as low as 0.1 bar.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster Airgap 6000 side entry delayed plastic shanked fill valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/87/NW-171887_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Fluidmaster_Airgap6000_F-Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PB90027,Thomas Dudley Beta+ telescopic bottom inlet brass tail ball valve (part 3),Thomas Dudley,10.46,This Thomas Dudley Beta+ bottom entry inlet valve with telescopic brass tail is suitable for use as a replacement part in most plastic and ceramic exposed and concealed cisterns.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Beta+ telescopic bottom inlet brass tail ball valve (part 3),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/27/NW-B90027_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PB00305,Viva Sanitary long slinky-fit WC pan connector,Viva Sanitary,16.1,"The ultra-flexible Viva Sanitary long slinky-fit flexible toilet pan connector is wire reinforced for unbeatable strength and stability. With the incorporated Smart-Flo design extension tube sediment build-up is prevented, reducing the risk of blockages.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Viva Sanitary long slinky-fit WC pan connector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/05/B00305_wm.jpg,,Flexible Pan Connector,N,PP0002,Pan Connector,N,Extremely flexible,Wire reinforced for life long stability,Smart-Flo design extension tube,"Suitable for all 4""/110mm PVC-U and cast iron soil pipes",,,,90 - 107mm inlet fits all toilet pan spigots,High quality polypropylene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PB97902,"Masefield Epson 3 piece high level flushpipe 5 and 6"" White",Masefield,5.41,A Masefield high level side wall three piece white PVC flush pipe.,"Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Masefield Epson 3 piece high level flushpipe 5 and 6"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/02/NW-B97902_wm.jpg,,Epson,N,PTOPIP363635,Flush Pipe,N,High quality PVC,32mm bore,406mm wall to centre top offset,457mm back to centre bottom offset,,,,203mm return bend,Supplied with fitted 45mm flange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PB03470,Thomas Dudley stepped rubber valve sealing washer for niagara,Thomas Dudley,5.0,This Dudley outlet seal is suitable for use with the Dudley Vantage concealed cistern.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley stepped rubber valve sealing washer for niagara,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/71/NW-B03470_B03471_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Dudley_Bathroom_Product_Pocket_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Dudley_Bathroom_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PB97994,Wirquin Jollyflush push button dual flush with backnut Chrome Plated,Wirquin,12.88,"Suitable for use with the Jollyflush cable-operated dual flush valve, the Wirquin Jollyflush dual flush push button is the ideal partner for concealed cistern toilet units and in-wall installations. Finished in a high shine chrome, this robust flush button has an easy to clean design perfect for high traffic public lavatories.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Wirquin Jollyflush push button dual flush with backnut Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/94/NW-B97994_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PD00232,Siamp Storm/Skipper replacement seal,Siamp,6.88,A Siamp Storm/Skipper outlet seal for the Storm 33A and Skipper 45 flush valves.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Siamp Storm/Skipper replacement seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/32/NW-D00232_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Siamp_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PB92198,Thomas Dudley Hydroflo ballvalve,Thomas Dudley,2.31,This Thomas Dudley Hydroflo rubber valve diaphragm is suitable for the Hydroflo inlet float valve.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Hydroflo ballvalve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/98/NW-B92198_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PD00227,Siamp Skipper 45 push button,Siamp,12.35,"The easy clean Siamp Skipper 45 push button screws into the flush valve directly for durable, long lasting use.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Siamp Skipper 45 push button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/27/NW-D00227_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Siamp_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PC01156,Thomas Dudley Dudley cistern hole stop jam nut 19mm White,Thomas Dudley,0.43,This overflow stopper covers up unwanted holes in a cistern.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Dudley cistern hole stop jam nut 19mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/56/C01156_wm.jpg,,Dudley,N,PTOSTO367198,Overflow Stopper,N,Supplied with locknut for secure fitting,"To suit 19mm (3/4"") hole",Easy to fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,P257470,Center uni flushpipe connector 32-38 mm,Center,6.25,"Creating a leak-free external seal between cistern and WC pan, this Center 32 - 38mm universal flush pipe connector is suitable for use on most toilets.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Center uni flushpipe connector 32-38 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/70/257470_wm.jpg,,,N,PTOFLO374539,Flush Pipe Connector,N,Plasticised PVC and rubber construction,For external use,Universal design,Suitable for 38mm and 32mm connections,,,,Easy installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PB90028,Thomas Dudley Beta+ side inlet brass tail ball valve (part 3),Thomas Dudley,8.15,This Thomas Dudley Beta+ side entry inlet valve with brass tail is suitable for use as a replacement part in most plastic and ceramic exposed and concealed cisterns.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Beta+ side inlet brass tail ball valve (part 3),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/28/NW-B90028_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PC30553,Ideal Standard Domex screws White (Pair),Ideal Standard,5.05,A pair of Ideal Standard Domex fixing screws.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard Domex screws White (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/53/NW-C30553_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Domex_S910101_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochr_2014.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Armitage_Shanks_Brochure.pdf,,,,,,,,,,,,,,,,,,,
140,PB92001,Thomas Dudley Vantage dio dual flush button Chrome Plated,Thomas Dudley,32.77,This Thomas Dudley Vantage pneumatic dual flush button can be used with a range of cisterns.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Vantage dio dual flush button Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/01/NW-B92001_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PB92119,"Thomas Dudley Turbo S44R syphon 7/9ltr 229mm 9""",Thomas Dudley,33.95,"Suitable for high and low level use, the Thomas Dudley Turbo S44R 9"" two part siphon can be used as a replacement in most lever operated ceramic or concealed cisterns. The two part design of this smart siphon makes maintenance easy, simply lifting out with no need to turn off water and take the cistern apart, meaning that servicing can be completed in five minutes.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Turbo S44R syphon 7/9ltr 229mm 9""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/19/NW-B92119_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,P171117,Fluidmaster spare button for cable dual flush valve,Fluidmaster,7.66,This replacement Fluidmaster cistern push-button is suitable for use with cable dual flush valves.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster spare button for cable dual flush valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/17/NW-171117_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,P402282,Thomas Dudley Dudley diaphragm washer to suit turbo 88 syphon (1),Thomas Dudley,0.61,An easy to install Thomas Dudley diaphragm washer for a Turbo 88 siphon.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Dudley diaphragm washer to suit turbo 88 syphon (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/82/NW-402282_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Thomas_Dudley_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PC01123,19MM (3/4IN) GAUZE FILTER WASHER,Masefield,1.1,"A replacement for worn fittings, these Masefield Epson 19mm gauze filter washers are suitable for toilet service and hose use. Manufactured using high quality materials, Epson washers are available in a range of commonly used sizes.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> 19MM (3/4IN) GAUZE FILTER WASHER,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/23/C01123_wm.jpg,,Epson,N,PWASER368014,Washer,N,Gauze filter washer only,3/4 IN,4 mm thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,,,,,
145,PD44888,Roca PL1 professional dual operating plate P1 Chrome,Roca,41.76,"Ideal for public bathrooms, the Roca PL1 operating panel plate with two buttons is suitable for concealed toilet cisterns.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Roca PL1 professional dual operating plate P1 Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/88/NW-D44888_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Roca_RIS_Duplo_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Roca_PL1_890095001_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_PL1_Dual_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PB90483,Thomas Dudley Vantage round button single flush 73.5mm White,Thomas Dudley,27.35,A Thomas Dudley Vantage white finish single flush button for use in a range of cisterns.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Vantage round button single flush 73.5mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/83/NW-B90483_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Vantage_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,P171213,Fluidmaster mechanical dual flush valve 313 x 130 x 93 Black,Fluidmaster,24.48,"Suitable for 2"" outlets, this Fluidmaster mechanical dual flush valve is compatible with most top button activated toilet cisterns.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster mechanical dual flush valve 313 x 130 x 93 Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/13/NW-171213_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PD08205,Roca In-Wall roca basic tank l ag,Roca,141.2,"Measuring 465 x 535 x 138mm, this Roca In-Wall L basic tank with AG valve (under window) 820mm high concealed cistern is suitable for installation with floor standing back-to-wall WCs. Convenient and efficient, this system is a great space-saver.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Roca In-Wall roca basic tank l ag,,Basic tank;AG valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/05/NW-D08205_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D08205_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D08205_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PB98086,"Geberit 380AG fill valve, bottom connection",Geberit,22.4,"Easy to install, this Geberit Type 380AG fill valve is compatible with Geberit bottom supply exposed cisterns manufactured since 1964, as well as a wide range of cisterns made by other manufacturers, meaning there's no need to completely replace a cistern just because of a broken fill valve.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Geberit 380AG fill valve, bottom connection",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/86/B98086_wm.jpg,,,N,281.221.00.1,Fill valve type 380AG,N,"For Geberit exposed cisterns with 1/2"" bottom supply connection",For Geberit low-height concealed ceramic cisterns,"For greywater (rainwater) with pH value 6.0 – 9.5, if filter system is used",Suitable for potable water,,,,Adjustable filling height,Bottom water supply connection,With plastic threaded nipple,Backflow prevention type AG (free outlet with overflow),Flow pressure 0.1 - 10 bar,Maximum storage temperature of 40°C,Maximum operating temperature of 25°C,"Fulfils requirements in accordance with BS 1212-4:2016, WRAS Section 2075",,,,,,,,,,,,,,,,,,,,,,,
150,P171191,Fluidmaster Pro Series PRO750UK spare lever,Fluidmaster,8.09,This Fluidmaster replacement cistern lever is for use with the Fluidmaster PRO750UK dual flush valve.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster Pro Series PRO750UK spare lever,,Cistern Lever ;back nut,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/91/171191_wm.jpg,,Pro Series,N,C519,Spare Lever,N,Chrome finish,Half and full flush indices for ease,With backnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PC59049,6MM X 13MM LOW PRESSURE SEATING RED,Masefield,0.36,This Masefield 6 x 13mm low pressure ball valve seating is manufactured using high quality materials. A range of alternative sizes and pressures is available to suit all Beta ball valves.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> 6MM X 13MM LOW PRESSURE SEATING RED,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/49/C59049_wm.jpg,,,N,PBRINS370215,Low Pressure Seating,N,High quality manufacture,Red colour,Range of sizes available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PU94995,Geberit geberit instal set+power supply unit 12v,Geberit,123.51,"Essential for WC flush controls with electronic actuation, the Geberit 12V installation set and power supply unit ensures efficient operation of electronic flush systems and DuoFresh modules by transforming mains voltages to ultra-low 12 V DC. Easy to install, this reliable set-up is ideal for modernisation schemes, helping to provide safe and reliable electronic flushing.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Geberit geberit instal set+power supply unit 12v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/95/U94995_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/U94995_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/U94995_Tech_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PD44894,Roca Meridian-N cistern internal pack,Roca,72.13,This Roca Meridian-N toilet cistern fittings pack helps to make fitting of a Meridian-N WC simple.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Roca Meridian-N cistern internal pack,,AH0007500R,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/94/NW-D44894_wm.jpg,,Meridian N,N,H0007500R,Fittings Pack,N,For use with Roca toilet cisterns,Suitable for fitting the Meridian-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PB12453,Center CB Breeze push button Chrome Plated,Center CB,13.65,"Finished in tough chrome plating, this Center CB Breeze dual toilet flush button is a high quality replacement part.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Center CB Breeze push button Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/53/NW-B12453_wm.jpg,,Breeze,N,CF1003CP,push button,N,Dual flush,Chrome-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
