,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,Supplier Product Code,Type,WEEE Compliant,By Model Number,Feature 1,Attachment 2,For Use With,Attachment 3,Feature 2,Feature 3,Range,Pack Quantity,Dimensions mm (H x W x D),Application
21,P498866,Ideal 173538 spark generator kit,Ideal,62.47,"This Ideal spark generator kit with washer and screw is suitable for Esprit 2, Icos, Esprit, Isar, Elise, Evo and Istor boilers.  A spark generator and spark electrode are part of a boiler's pilot assembly, used when generating a spark to ignite the pilot burner. This assembly is operated by an electronic control, usually via the user control panel but sometimes, particularly with older boilers, the pilot must be ignited manually.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal 173538 spark generator kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/66/498866_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Isar_HE24-HE30-HE35_Install.pdf,,,,,,,,,,,,,,,,,,,
22,P468497,Ideal water pressure transducer,Ideal,38.33,"This Ideal pressure transducer is a pump section part for Independent, Logic, Logic+, Vogue, I-mini, Keston C and Keston Combi boilers. It is supplied with clip.  The pump moves heated water around a closed heating system and is normally located before the diverter valve in a combi to allow circulation through a heating and hot water system.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal water pressure transducer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/97/468497_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Logic+_Combi_24-30-35_Install.pdf,,,,,,,,,,,,,,,,,,,
23,P483415,Ideal flow sensor/turbine kit,Ideal,61.52,"An Ideal spare, this flow sensor/turbine kit is suitable for use in Classic, Independent, Instinct, Logic, Logic+, Morco, Vogue, iCombi, Atlantic, Esprit, Exclusive, Procombi, I-mini and Keston Combi boilers.  The flow switch, or flow meter, has an inbuilt sensor that sits inside heating or hot water system pipework as an important safety mechanism. Designed to sense water flow, the switch feeds information to the boiler's printed circuit board (PCB) to ensure that the burner is not activated when the system is low on water or dry.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal flow sensor/turbine kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/15/483415_wm.jpg,,N,"Combi 2 35, 0, 30, 35, 30, C 30, Code Combi ES 38, Code Combi ESP1 38, E 35, Max Combi C 24, 35, GB 24, Max System 26, i30, i35, + Combi 24, Combi 30, C 24, C 35, ESP 30, Max Combi 26, Max System 18, Atlantic 35, Eco 2 30, Exclusive 2 35, Exclusive 30, i",Control Panel,"Classic, Independent, Instinct, Logic, Logic+, Morco, Vogue, iCombi, Atlantic, Esprit, Exclusive, Procombi, I-mini, Keston Combi",H92253,176473,Flow Sensor/Turbine Kit,N,"24,Combi 30,ES 24,i30,E 30,Eco 30,Code Combi ESP1 33,i35,Exclusive 35,ESP 35,Code Combi 38,Code Combi ES 33,ESP1 24,30,ESP1 30,C 24,C30,E 24,35,C35,i24,I-mini 24,Exclusive 24,ESP 30,Exclusive 30,ESP 24,Eco 24,Code Combi ES 26,GB3,ESP1 35",,,,,,,,,,
24,P468542,Ideal 175660 flow turbine cartridge,Ideal,62.45,"This Ideal flow turbine cartridge is for use in the diverter valve of Logic, I-mini, Independent and Logic+ boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal 175660 flow turbine cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/42/468542_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Logic+_Combi_24-30-35_Install.pdf,,,,,,,,,,,,,,,,,,,
25,P468543,Ideal 175661 flow turbine cartridge,Ideal,58.07,"This Ideal flow turbine cartridge is for use in the diverter valve of Logic, I-mini, Independent, Logic+, Keston C and Keston Combi boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal 175661 flow turbine cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/43/468543_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Logic+_Combi_24-30-35_Install.pdf,,,,,,,,,,,,,,,,,,,
26,P468550,Ideal pressure gauge kit,Ideal,28.6,"This Ideal pressure gauge kit is suitable for installation in Exclusive, Instinct, Logic, Logic+, Procombi, Keston Combi, Esprit, Independent, Morco, Classic, I-mini, Keston System, iCombi and Keston C boilers.  A pressure gauge gives a visual measurement of the pressure in a system. Ordinarily a leak in your system will show as a consistent pressure drop.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal pressure gauge kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/50/468550_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Logic+_Combi_24-30-35_Install.pdf,,,,,,,,,,,,,,,,,,,
27,P468477,Ideal gasket - fan,Ideal,28.34,"An Ideal gasket for use in the fan combustion chamber of iCombi, Independent, Logic, Procombi, Atlantic, Esprit, Exclusive, Instinct, Logic+, Keston C, Classic, Morco, I-mini, Keston System and Keston Combi boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal gasket - fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/77/468477_wm.jpg,,N,"i24, i35, 0, 30, C 24, Code Combi ESP1 26, ESP 24, Heat 12, Heat 15, System 15, System 30, System S 15, Exclusive 30, Atlantic 35, Eco 2 30, Exclusive 24, + Combi 30, Combi 35, System 18, System 24, 2 30, 35, ESP 30, Heat H 24, Max Heat H 12, Max System",Fan Combustion Chamber,"iCombi, Independent, Logic, Procombi, Atlantic, Esprit, Exclusive, Instinct, Logic+, Keston C, Classic, Morco, I-mini, Keston System, Keston Combi",H78161,175570,Gasket,N,"System S 24,24,Combi 30,Code Combi ESP1 38,ES 24,E 30,I-mini 30,Eco 30,i35,Exclusive 35,Code Combi ES 38,Heat 15,Heat 12,Code Combi ES 33,System S 30,ESP1 24,30,C 24,C30,E 24,System S 15,Code Combi ESP1 26,ES 35,i24,System 15,I-mini 24,System 30,ESP 24",,,,,,,,,,
28,P498861,Ideal flame sensing electrode,Ideal,28.22,"A flame sensing electrode kit suitable for Ideal's Esprit, Evo, Isar, Istor, Elise, Esprit 2, Icos and Mexico boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal flame sensing electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/61/498861_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Esprit_HE24_HE30_HE35_Install.pdf,,,,,,,,,,,,,,,,,,,
29,P498860,Ideal ignition electrode kit,Ideal,30.01,"An ignition electrode kit suitable for Ideal's Elise, Esprit 2, Evo, Isar, Istor, Icos, Mexico and Esprit boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal ignition electrode kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/60/498860_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Esprit_HE24_HE30_HE35_Install.pdf,,,,,,,,,,,,,,,,,,,
30,P468491,Ideal flow sensor - hall effect,Ideal,13.43,"This Ideal hall effect flow sensor clips onto the manifold cartridge of Independent, Logic, Vogue, I-mini, Logic+, Keston Combi and Keston C boilers.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal flow sensor - hall effect,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/91/468491_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Independent_C24C30C35_Install.pdf,,,,,,,,,,,,,,,,,,,
31,P498853,Ideal heat detection lead,Ideal,28.66,"This genuine Ideal heat detection lead is designed for the electrodes in Evo, Isar, Icos, Mexico and Esprit 2 boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal heat detection lead,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/53/498853_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Isar_HE24-HE30-HE35_Install.pdf,,,,,,,,,,,,,,,,,,,
32,P730774,Ideal front panel assembly logic,Ideal,109.25,"Designed for the Logic and Logic ESP1 boilers, this Ideal front panel assembly includes both case and framework. This casing should be correctly sealed to ensure no gases and fumes escape from the unit.  Casings vary from model to model, designed to suit different locations, offering differing levels of robustness and a variety of finishes.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal front panel assembly logic,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/74/730774_wm.jpg,,N,Logic C24Logic C30Logic C35Logic ESP1 24Logic ESP1 30Logic ESP1 35,Casing,LogicLogic ESP1,n/a,179086,Front Panel Assembly,N,,Domestic Boiler Parts,,,,,,,,,
