,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Pack Quantity,Position,Shower Tray Shape,Style,Warranty,Hazardous,Depth (mm),Floor Mounted,Anti Slip Surface,Material,Riser included,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Range,Weight,Waste Supplied,Feature 9,Feature 10,Attachment 5
20,PD08251,Mira Flight Safe low level shower tray no upstands 1400 x 800mm,Mira,319.92,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 1400 x 800mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Safe includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight Safe low level shower tray no upstands 1400 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/52/NW-D08250_D08252_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PD52514,Mira Flight Low shower tray no upstands 1000 x 760 White,Mira,140.6,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1000 x 760mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight Low shower tray no upstands 1000 x 760 White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/14/NW-D52509_D52514_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PD56795,Mira Flight flat top shower tray and waste 1200 x 800mm,Mira,173.73,"Made of highly durable yet lightweight acrylic capped resin stone, the Mira Flight 1200 x 800mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a flat to the tray waste for a sleek finish, the Flight lends your bathroom an attractive, modern look while inbuilt BioCote technology provides clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight flat top shower tray and waste 1200 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/95/NW-D56795_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_1192074_W2_B_Flight_Tray_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Flight_Rectangle_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PD73697,Just Trays Rectangular low profile shower tray with 4 upstands and concealed waste 1400 x 900mm White,Just Trays,689.07,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 1400 x 900mm four upstand shower tray pack includes a waste and trap for convenient all-in-one installation and a tiling upstand to create a watertight enclosure. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Rectangular low profile shower tray with 4 upstands and concealed waste 1400 x 900mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/97/NW-D73696_D73697_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PD56790,Mira Flight flat top shower tray and waste 1200 x 760mm,Mira,161.93,"Made of highly durable yet lightweight acrylic capped resin stone, the Mira Flight 1200 x 760mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a flat to the tray waste for a sleek finish, the Flight lends your bathroom an attractive, modern look while inbuilt BioCote technology provides clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight flat top shower tray and waste 1200 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/90/NW-D56790_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_1192074_W2_B_Flight_Tray_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Flight_Rectangle_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PD52537,Mira Flight Low rectangular shower shower tray 1200 x 900mm  White,Mira,167.41,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1200 x 900mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight Low rectangular shower shower tray 1200 x 900mm  White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/40/NW-D52536_D52540_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PD29051,Merlyn Touchstone shower tray with 4 upstands 1200 x 900mm,Merlyn,338.45,"Single-skinned, the Merlyn Touchstone 1200 x 900mm shower tray is made of hardwearing ABS for reliably long lasting use. This rectangular shower tray is supplied with four upstands with the option to use a separately purchased tray panel kit for installation.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Merlyn Touchstone shower tray with 4 upstands 1200 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/51/NW-D29047_D29051_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_Upstand_Tray_Rectanguler_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Merlyn_LowLevelShowerTray_FitIstrctn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PD56798,Mira Flight flat top shower tray and waste 1200 x 900mm,Mira,180.48,"Made of highly durable yet lightweight acrylic capped resin stone, the Mira Flight 1200 x 900mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a flat to the tray waste for a sleek finish, the Flight lends your bathroom an attractive, modern look while inbuilt BioCote technology provides clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight flat top shower tray and waste 1200 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/98/NW-D56798_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_1192074_W2_B_Flight_Tray_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Flight_Rectangle_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PD52785,Mira Flight Low shower tray no upstands 1000 x 700mm,Mira,144.67,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1000 x 700mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight Low shower tray no upstands 1000 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/85/NW-D52785_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT03907,Marleton Cross low profile rectangle tray 1400 x 900 White (1),Marleton Cross,194.3,"Providing installers with all the beneifts of a solid cast stone tray at a much lighter weight, the Marleton Cross Elements 1400 x 900mm rectangular shower tray is made of a robust ABS stone. Not only does this shower tray offer a low lift weight, its contoured underside contributes to its easy installation too, providing simplified leg fitting.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Marleton Cross low profile rectangle tray 1400 x 900 White (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/07/T03907_wm.jpg,,,,,White,1,Centre,Rectangular,Low Profile,25 Years,N,900,Yes,No,ABS Stone,No,SSO,Low Profile Shower Tray,N,ABS stone construction,40% lighter than high wall stone resin,White finish,Suitable for most enclosure types,Suitable for 90mm high-flow waste,"Anti-slip material, tested in accordance with British Standard BS7976:3 Pendulum slip test",Complies with BS EN 14528,Manufactured in WRAS approved phthalate free materials,,,,,,
30,PD08260,Mira Flight Safe low level shower tray no upstands 1200 x 760mm,Mira,212.42,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 1200 x 760mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Safe includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight Safe low level shower tray no upstands 1200 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/60/NW-D08260_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PD52512,Mira Flight Low shower tray no upstands 1400 x 760 White,Mira,189.36,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1400 x 760mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight Low shower tray no upstands 1400 x 760 White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/14/NW-D52509_D52514_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PD17144,Just Trays JT 40 Fusion shower tray with 4 upstands 1200 x 800mm White,Just Trays,358.09,"Supplied with four upstands, this Just Trays JT40 Fusion 800 x 1200mm rectangular shower tray is made of tough ABS-capped acrylic stone resin. With a slimline profile of just 45mm, this tray is lighter in weight than a traditional stone resin tray and has been double-skinned for improved strength. JT40 is suitable for installation flat to the floor or for raising on legs using a JT Merlin riser kit.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays JT 40 Fusion shower tray with 4 upstands 1200 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/45/NW-D17142_D17145_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PD52536,Mira Flight Low rectangular shower shower tray 900 x 760mm  White,Mira,133.29,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 900 x 760mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight Low rectangular shower shower tray 900 x 760mm  White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/40/NW-D52536_D52540_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PE13330,Nabis Rectangular low level shower tray and waste 1200 x 760mm,Nabis,180.0,"Nabis Low Level shower tray with waste. Bathroom is special, it is where go to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of bathroom products to enable to design complete bathroom to the style and specification.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Nabis Rectangular low level shower tray and waste 1200 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/33/NW-E13325_E13333_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_E13229_E13232_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Tray_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
