,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Attachment 12,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Finish,Feature 11,Feature 12,Feature 13
79,PA05409,Nabis Circo cloakroom basin mixer tap without waste,Nabis,62.58,"A smart and simple modern tap, the Nabis Circo mini basin mixer is ideal for contemporary bathrooms. Made of reliably tough brass with a zinc handle and high shine chrome finish, this robust fixed spout tap is suitable for use in pressure systems. It includes a Neoperl aerator for softer, more luxuriant water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Circo cloakroom basin mixer tap without waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/09/NW-A05409_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9_/ds/Nabis_A05409_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05409_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Circo_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PD80835,Bristan Aster basin mixer tap plus clicker waste,Bristan,58.94,"Finished in glossy chrome and suitable for both high and low pressure systems, the Bristan Aster basin mixer is the perfect choice for just about any bathroom. Simple and modern, this mixer is supplied with all fittings for ease of installation and incorporates a ceramic cartridge for smooth operation and a longer life.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Aster basin mixer tap plus clicker waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/_a/D80835_A_wm.jpg,,,,,,,,,,,,,Chrome,16.8,0.2,60,94,Aster,Contemporary,5,N,225,,No,No,Yes,Fixed,Deck,Lever,Brass,1,AST BAS C,Basin Mixers,N,Hardwearing chrome finish,Long life ceramic cartridge for durability,Includes flexible tails,With clicker waste,Supplied with metal fixing nut to secure tap,Suitable for high and low pressure water systems,5 year warranty,,,,,,,
81,PC44300,Bristan Java basin tap Chrome Plated (Pair),Bristan,116.69,"Elegant yet practical, this pair of Bristan Java basin taps has looped handles for easy, tactile operation by the whole family. Designed for deck mounting, these modern taps are made of durable brass and have a glossy chrome finish. Java taps can be installed in any plumbing system.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Java basin tap Chrome Plated (Pair),,2x basin taps,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/00/NW-C44300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C44300_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Java_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Java_Basin_Bath_Tap_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PA05029,Nabis Swish basin pillar taps Chrome (Pair),Nabis,49.43,"Nabis Swish basin tap with 1/2 inch ceramic disc valve, suit the styling of different bathroom designs depending on user requirement along with high level of quality.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Swish basin pillar taps Chrome (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/29/NW-A05029_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_SwishTapRange_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PC01693,Grohe BauEdge OHM single lever bath and shower mixer tap,Grohe,67.64,"Switching effortlessly between bath and shower, this Grohe BauEdge bath/shower mixer combines convenience, style and power. It offers an adjustable flow rate limiter to save on water waste and an integrated non-return valve to prevent backflow of waste water. Operated with a lozenge-shaped solid metal lever handle, the BauEdge mixer includes a LongLife ceramic cartridge for precise control while a StarLight chrome finish makes cleaning easy.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Grohe BauEdge OHM single lever bath and shower mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/93/NW-C01693_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Grohe_Product_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_BauEdge_23334000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Grohe_23328-29-30-56_20421-22_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PA05018,* NAB BARFORD LEVER BATH PILLAR TAPS,Nabis,55.61,"A high quality choice, this Nabis Barford pair of 101mm projection basin pillar taps with 1/2"" ceramic disc valves has a contemporary look ideal for modern bathrooms. These taps are built from tough brass with a chrome finish and are lever-operated.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> * NAB BARFORD LEVER BATH PILLAR TAPS,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/18/NW-A05018_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Barford_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PC69082,Bristan Orta bath filler tap Chrome Plated,Bristan,139.61,"Uniquely designed for a modern bathroom, the Bristan Orta bath filler offers a dynamic forward slant combined with a classic chrome finish. Suitable for all plumbing systems, this contemporary deck-mounted filler is constructed in long lasting brass.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Orta bath filler tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/34/NW-D10034_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_OR_BF_C_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Orta_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_OR_BF_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PA05429,Nabis Regal hot and cold bath taps,Nabis,60.48,"Classically designed, these Nabis Regal bath taps are ideal for traditional bathrooms. Built in robust brass with zinc handles, this pair of deck-mounted taps is finished in chrome.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Regal hot and cold bath taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/29/NW-A05429_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05429_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9_/ds/Nabis_A05429_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Regal_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PA05019,Nabis Barford lever two tap hole bath/shower mixer tap and kit Chrome,Nabis,125.38,"A contemporary design, the Nabis Barford two tap hole bath/shower mixer tap with shower kit is a great choice for modern bathroom overhauls. Fitted with a 1/2"" ceramic disc valve, this lever-operated tap is made of brass with a metallic chrome finish. The included shower kit helps to make installation easy and delay-free.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Barford lever two tap hole bath/shower mixer tap and kit Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/19/NW-A05019_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Barford_Tap_Range_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PA05025,* NAB CORDA BASIN MIXER,Nabis,45.24,"Blending quality with practicality, the Nabis Corda basin mixer is fitted with a 35mm ceramic cartridge for durability and ease of use. Simply designed to suit a range of bathroom styles, this mixer tap includes a Neoperl aerator for softer, more luxurious water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> * NAB CORDA BASIN MIXER,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/25/A05025_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_OssiaCordaTapRang_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PA05495,Nabis Galene lever basin mixer Chrome,Nabis,37.5,Nabis Galene basin mixer with 35mm ceramic cartridge. Suitable for styling of different bathroom designs depending on user requirements along with high level of quality.,Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Galene lever basin mixer Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/95/NW-A05495_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Galene_Tap_Range_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PE71657,Vado Axces AX-AST-336-CP bath pillar lever tap,Vado,50.0,"Lever-operated, this Vado Axces bath billar tap is designed for deck mounting. A practical yet attractive choice for any bathroom, this tap is supplied with a flow straightener for splash-free delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Vado Axces AX-AST-336-CP bath pillar lever tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/57/E71657_wm.jpg,,,,,,,,,,,,,Chrome,@ 3.0bar: 29L/min,0.2,50,114,Axces,Classic,10 Years,N,144,Low,No,Yes,Yes,Fixed,Deck Mounted,Lever,Chrome,2,AX-AST-336-CP,Pillar Taps,N,Chrome finish,Lever operated,Minimum operating pressure of 0.2 bar,Flow rate of 29LPM at 3 bar,With water flow straightener,With ceramic cartridges,"With 3/4"" x 50mm male threaded connections",Deck mount drill hole diameter 27mm,10 year warranty,,,,,
91,PA05022,* NAB OSSIA BASIN MIXER CHROME,Nabis,48.06,"Made of a robust brass with a clean chrome finish, the smart Nabis Ossia basin mixer tap has an understated modern design to fit most bathrooms. Operating smoothly thanks to its 35mm ceramic disc cartridge, this tap also includes a neoperl aerator for gentle water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> * NAB OSSIA BASIN MIXER CHROME,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/22/NW-A05022_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Ossia_Corda_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PA05410,Nabis Circo hot and cold basin taps,Nabis,66.52,"Simply designed to effortlessly complement a modern bathroom, these Nabis Circo basin taps are made of robust brass with zinc handles and smart chrome finish. This pair of taps is suitable for pressure systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Circo hot and cold basin taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/10/NW-A05410_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05410_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Circo_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PA05407,Nabis Alia monobloc bath filler tap,Nabis,148.87,"Modern in design, this Nabis Alia 45mm monobloc bath filler tap has a glossy chrome finish to suit any modern interior. The Alia range is designed to make the most of smaller bathroom spaces.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Alia monobloc bath filler tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/07/NW-A05407_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A05407_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Alia_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PE98609,Vado Phase 2 Hole Bath Filler Deck Mounted,Vado,370.0,"The Vado Phase bath filler is supplied with two 3/4"" x 52.5mm male threaded connections. Suitable for two hole deck installation, this tap is finished in chrome.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Vado Phase 2 Hole Bath Filler Deck Mounted,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/09/NW-E98609_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vado_Phase_PHA-137_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Vado_Phase_PHA-137-C_P_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vado_Phase_PHA-137-C_P_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PA05412,Nabis Circo bath shower mixer tap,Nabis,143.98,"A smart and simple modern tap, the Nabis Circo bath/shower mixer with shower kit is ideal for contemporary bathrooms. Made of reliably tough brass with a zinc handle and high shine chrome finish, this robust fixed spout tap is suitable for use in pressure systems. It includes a Neoperl aerator for softer, more luxuriant water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Circo bath shower mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/12/NW-A05412_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/12/ds/A05412DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Circo_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05412_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
