,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Connection Type,Operating Temperature,Warranty,Hazardous,Approvals,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Supplier Product Code,WEEE Compliant,Application,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 5,Type,Attachment 6,Attachment 7,Boiler Section,Boiler Range,Setting Range,Dimensions mm (H x W x D),Range,Pack Type,Colour,Flow Rate,Voltage (V),Phase,Depth (mm),Rated Speed,Enclosure Class,Frequency,Pressure Rating,Standards,Dimensions (L x W x D),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Display Type,Installation Type,Number of Channels,Pack Quantity,Output,Connection Size,Maximum Velocity,Efficient Dirt Particle Removal Range,Size,Working Pressure,Part Gas Council number,Operating Temperature Range (C),Range For Use With,Connection,Thread Standard,Max Set Pressure,Connection Gender,Thread Size,Feature 12,Feature 13,Feature 14,Volume,Physical State / Form,By Model Number,Torque Rating,Position Indicator,Operating Range,Override Type,Running Time Motor,Cable Length (m),Position Feedback,Protection Class,Weight,Attachment 8,Number of Ports,Operator Type,Seal Material,Model For Use With,Spray Angle,Diameter,Air Volume (m3 per s),Capacitance,Feature 15,Feature 16,Area (m2),Output (W),Fuel Type,Fan Speeds,Mounting Type,Feature 17,Feature 18,Refrigerant Suitability,Seasonal Efficiency Energy Label Heating,UK Total Cooling,Seasonal Efficiency Energy Label Cooling,Nominal Heating (kW),Max Sound Pressure,UK Sensible Cooling,Nominal Cooling (kW),Max Airflow (m/min),Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Feature 19,Attachment Type,Pipe Diameter,Mains Connection Size and Type,System Connection Size and Type,Drain Connection,Attachment 9,Top Design,Overheat Protection,Programmable,Controls,BTU h,IP Rating,Finish,Max Fill Pressure,Full Load Current A,Thickness,Sector,Flue Type,Flue Diameter,Flue Length,Control Device,Fire Frontage,Flue Size,Material Type,Min Outlet Pressure,Max Outlet Pressure,Feature 20,Feature 21,Feature 22
573,P122258,Vaillant filter boiler protection kit 28mm,Vaillant,205.35,"Incorporating unique magnetic field booster technology, this Vaillant 28mm filter kit offers fast, optimised dirt separation. Removing the very smallest magnetite particles, this filter restores system efficiency while protecting against potentially expensive damage to components. The smart design of this filter allows collected dirt to be removed quickly and without difficulty.",Heating/Heating.csv -> Vaillant filter boiler protection kit 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/58/NW-122257_122258_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Boiler_Protec_kit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,P446582,Monarch Water PLP-Type nozzle 06.50 x 60mm,Monarch Water,7.93,"Designed for large capacities, this Monarch type PLP oil nozzle with 60° spray angle offers fine atomization and a solid spray pattern up to about 3.50 USGPH, becoming increasingly hollow in larger sizes.",Heating/Heating.csv -> Monarch Water PLP-Type nozzle 06.50 x 60mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/82/NW-446582_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Monarch_Nozzles_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PB98563,Monarch Water filter cartridge,Monarch Water,13.09,The low cost Monarch Water Scaleout internal filter cartridge should be changed annually for effective scale protection.,Heating/Heating.csv -> Monarch Water filter cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/63/NW-B98563_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/el/ey/PRODUCT_GUIDE_wolseley.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Monarchwater_SPF10_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,P531359,Intatec Heating  ABPA401022 Auto Bypass Valve Angled 22mm,Intatec,10.99,"Fitted with 22mm compression connections, this Intatec automatic bypass valve can stabilise circulation, flow rate and pump pressures in a heating system. This valve offers simple setting using system calculations for differential pressure along with on-valve visual dial. Automatically opening for bypass, a valve of this type can ensure optimised flow rates through a boiler while maintaining circulation even when thermostatic radiator valves are closed.",Heating/Heating.csv -> Intatec Heating  ABPA401022 Auto Bypass Valve Angled 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/59/531359_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_ABPV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,P213171,Smiths Space Saver SS5/5 space saver,Smiths,218.03,"Helping you to make the most of valuable wall space, the Smiths Space Saver SS5/5 1.3 - 1.7kW plinth heater does away with space-wasting kitchen radiators, freeing up room for cupboards or appliances. Fitting into the kitchen plinths underneath storage, the Space Saver provides efficient heat at low level. Most commonly used in kitchens and utility rooms, the Space Saver is also ideal for heating in non-domestic spaces such as reception areas and changing rooms or even in libraries.",Heating/Heating.csv -> Smiths Space Saver SS5/5 space saver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/73/NW-213170_213173_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Smiths_Space_Saver_S3_S9_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Smiths_Space_Saver_Hydronic_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Smiths_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/SmithsEnvironmental_Isolube_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,P606167,Fernox F3 Express F3 cleaner pack 400ml,Fernox,20.25,"Universal and pH neutral, the Fernox F3 cleaner pack includes an effective, non-foaming liquid cleaner formulated to remove sludge, scale and debris from central heating systems, helping to restore efficiency and do away with boiler noise. It can also be employed when commissioning new systems to remove flux residues and other installation debris, helping to extend the life of the boiler and maintain system efficiency. Using barrier pressure pack technology and compressed air propellent, this 400ml aerosol can is non-flammable. Because the propellent is not mixed with the active product it poses no risk of air ingress into the system, negating the risk of corrosion.",Heating/Heating.csv -> Fernox F3 Express F3 cleaner pack 400ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/67/NW-606167_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_62420-CleanerF3_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Fernox_62420_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,P301556,Watts Industries Black Teknigas powerlink thermal fuse,Watts Industries,39.73,"This Black Teknigas PowerLink 230 VAC single pole thermal fuse is for remote mounting in vented metal housings and is suitable for wall or conduit mounting. Wired in series with the safety shut-off valve, the fuse will open a circuit at a predetermined temperature, interrupting supply to the valve, which will close. Electrical connections are made via a screw terminal block inside the housing.",Heating/Heating.csv -> Watts Industries Black Teknigas powerlink thermal fuse,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/56/NW-301556_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/WI_Black_Teknigas_Powerseat_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,P537983,"Altecnic 309 Series 309570 CST temperature and pressure valve 3/4"" 7bar 90c",Altecnic,71.54,"Installed in an unvented domestic water storage cylinder, the Altecnic 309 7 bar, 90°C temperature and pressure valve controls and limits hot water temperature and pressure. Fitted with 3/4"" male BSP x 22mm compression connections, this valve ensures water won't reach 100C, simply discharging enough water to return the temperature and pressure to pre-determined conditions.","Heating/Heating.csv -> Altecnic 309 Series 309570 CST temperature and pressure valve 3/4"" 7bar 90c",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/83/NW-537983_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_309_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,P118226,Baxi Multifit flat roof flashing,Baxi,67.44,"It may be tempting to opt for a low cost spare part, but do consider the impact that this may have. Counterfeit parts are typically substandard, manufactured from poor quality materials thus impacting on the design and strength of the product. In the event of a system failure or - in a worst case scenario, an accident - the ultimate responsibility lies with the service and repair engineer rather than the product which was ill-chosen for the application. It is always reccommended you go for an official part, such as this one.",Heating/Heating.csv -> Baxi Multifit flat roof flashing,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/26/118226_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Potterton_Gold_Combi_HE_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_Gold_Tita_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,P421711,Atkinson Tankmaster sight gauge 6ft,Atkinson,18.42,"Made of aluminium, the Atkinson Tankmaster 6ft sight tube is supplied with an aluminium shield.",Heating/Heating.csv -> Atkinson Tankmaster sight gauge 6ft,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/11/NW-421710_421711_wm.jpg,,,,,,,,N,,,,,,TM4500,N,,,Atkinson spare part,,,,,,,,,,,,Sight Tube,,,,,,x  x,Tankmaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,P606165,Fernox TF1 filter with valves pack 22mm,Fernox,78.97,"A precision-engineered in-line system filter, the Fernox TF1 Sigma 28mm filter incorporates a sealed, lidless design for best ever reliability and strength. Suitable for positioning in multiple orientations up to 45° and for fitting on either horizontal or vertical pipework, this filter is ideal for use in restricted spaces. Easy to install, this composite plastic filter with valve connections uses hydronic particle separation (HPS) action to herd contaminants towards a powerful magnet assembly for safe and complete removal.",Heating/Heating.csv -> Fernox TF1 filter with valves pack 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/65/NW-606165_wm.jpg,,,,,,,,N,,,,,,606165 PK,N,Suitable for Central Heating Systems,,Pressure-tested sealed unit designed for reliability,"Fast, easy cleaning using drain valve",With valves,Unique action captures magnetic and non-magnetic debris using HPS technology,Durable glass-reinforced engineering polymer construction,Easy to install,For use on horizontal or vertical pipework,Operates at an angle of 45°,,,,,Sigma Filter,,,,,,,TF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,P732943,Danfoss EH H04943S 00.65 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Heating.csv -> Danfoss EH H04943S 00.65 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/43/NW-732943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,P893979,Altecnic 533H 533851H high temperature pressure reducing valve including gauge 22m,Altecnic,98.93,"With a specially-shaped diaphragm for accurate pressure regulation for an effective response to changes in downstream pressure, the high performance Altecnic 533H pressure reducing valve with gauge and 22mm connections is designed for higher flow rates and a low noise level, providing a maximum set pressure of 5.5 bar. With a plastic cartridge control stem housing offering a low coefficient of adhesion, this PRV reduces the risk of damage and malfunction that can be caused by the build-up of scale.",Heating/Heating.csv -> Altecnic 533H 533851H high temperature pressure reducing valve including gauge 22m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/79/NW-893977_893979_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_533H_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Multi_Occupancy_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,P609276,Fernox F3 cleaner F3 265ml,Fernox,12.81,"Universal Fernox F3 is a highly effective, fast acting, pH neutral cleaner for use in central heating systems. Removing debris, sludge and scale from existing systems, it helps to restore efficiency and do away with boiler noise. It can equally be used for pre-commission cleaning of new installations, removing flux residues and other debris, helping to ensure a longer lifetime for your system.",Heating/Heating.csv -> Fernox F3 cleaner F3 265ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/76/609276_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Fernox_Cleaner_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/609276_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,P333589,Salus radio frequency programmable room thermostat,Salus,71.81,"A cost-effective solution to Boiler Plus compliancy, the Salus RT520RF wireless thermostat incorporates an on-board load compensation feature for maximum control and comfort. Including all the features of the brand's previous RT series but with improved operational and efficiency functions, the RT520RF is easy to set up and control and includes handy features including optimum start/stop and a service reminder.",Heating/Heating.csv -> Salus radio frequency programmable room thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/89/333589_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Salus_Thermostat_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/at/Salus_Thermostat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/35/89/333589.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Salus_RT520_Quick-Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,P171316,Calmag CalLytic comp water conditioner 22mm,Calmag,33.84,"Protecting from the damage that can be caused by hard scale, this Calmag CalLytic 22mm compression fit electrolytic scale inhibitor is installed on cold water lines to keep pipework, boilers and hot water appliances throughout a home working effectively and efficiently without chemicals.",Heating/Heating.csv -> Calmag CalLytic comp water conditioner 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/16/NW-171316_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Calmag_CalLytic_Scale_22mm_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Calmag_CalLytic_Scale_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,P436258,Delavan type W oil nozzle 00.75 x 60,Delavan,10.11,"Ordinarily used in oil appliances, this Delavan W type all-purpose nozzle has a 60° spray angle and, though offering neither a truly hollow or solid spray pattern, at lower flow rates tends towards a hollow pattern. In use, oil is forced through a tube at high speed creating a cloud of microscopic droplets on contact with the nozzle orifice.",Heating/Heating.csv -> Delavan type W oil nozzle 00.75 x 60,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/64/NW-436256_436264_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Delavan_Oil_Burner_Nozzles_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,P466579,Ecoflam capacitor 3mfd,Ecoflam,16.24,"Designed to start a burner motor, this Ecoflam C107/9 50 - 75W 3µF two pole capacitor has moulded connection leads and is suitable for the majority of domestic burners.",Heating/Heating.csv -> Ecoflam capacitor 3mfd,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/79/NW-466579_wm.jpg,,,,,,8 to 28,1 year,N,,,,,,65325037,N,,,All available off the shelf at extremely competitive prices,,,,,,,,,,,,Capacitor,,,,,,,,,,,,,,,,,,,30 (Dia) x 70 (L) mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minor 4.1,Max 1 17/23 FS,Max 4,Minor 1R,Max 1 15/22 WM,Minor 4.1 R cr,Max 1 23/28 WM,Minor 1,Max 1 23/30 FS,Minor 4.1 R,Minor 4.1 cr,Max 1",,,,,,,,,,,,,,,,70 mm,,3 µF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,P608073,Adey MC1+ Rapide rapide protector 300ml,Adey,39.91,"Offering fast and effective corrosion protection, Adey MC1+ Rapide protector effectively protects central heating systems from debris. With the 300ml quick-dose bottle, this useful heating treatment can be added through a radiator, air vent or boiler filling loop, taking just 20 seconds to administer, minimising wait times and costs.",Heating/Heating.csv -> Adey MC1+ Rapide rapide protector 300ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/73/NW-608073_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Adey_MC1+ RapideProtector_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Adey_MC1+_Rapide_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,P323793,Honeywell DPS differential pressure switch plus duct kit 40 -400 pa,Honeywell,46.29,"This Honeywell DPS 240 VAC differential pressure switch monitors filter, fan, fire damper or air flow status in air handling systems.",Heating/Heating.csv -> Honeywell DPS differential pressure switch plus duct kit 40 -400 pa,,Differential pressure switch;2m silicon hose;2x joining pipes DPSJ with screws;Mounting brackets L-shaped;3x screw terminals,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/93/NW-323793_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Honeywell_DPS_EU-Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Honeywell_DPS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
