,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Pack Quantity,Range,Hazardous,Dimensions (L x W x D),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Attachment 1,Colour,Material,Size,Application,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Drive,Connection Type,Handle Type,Weight,Power Supply,Feature 10,Feature 11,Feature 12,Feature 13,Attachment 2,Diameter,Head Material,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Length (M),Warranty
129,PT85915,Rothenberger Rotrac copper tube cutter 3-42mm,Rothenberger,64.61,"This robust Rothenberger Rotrac 70011 tube cutter cuts copper, brass, aluminium and thin-walled steel pipes in 6 - 42mm sizes. Fitted with an internal deburrer, this tool provides a smooth, ready to use finish.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Rotrac copper tube cutter 3-42mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/15/NW-T85915_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,P517758,JG Speedfit pipe cutter up to 22mm,JG Speedfit,31.38,This JG Speedfit pipe cutter offers clean cutting of barrier pipes up to 22mm.,Trade Essentials/Hand Tools/Hand Tools.csv -> JG Speedfit pipe cutter up to 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/58/NW-517758_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_PipeConnection_Install.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/JG_Speedfit_Plumbing_Product_Guide.pdf,,,,,,,,
131,PN83310,Rems Akku-Press 14V ACC 99-110R akku-press 15-54 set,Rems,4050.23,"A cordless radial pressing tool, the REMS Akku-Press 14V ACC is perfect for working overhead or in awkward confined spaces thanks to its compact design. Suitable for creating the commonly used press fittings of 10 - 54mm and for all REMS pressing and cropping tongs (except mini-tongs), the portable ACC press fits with a single button, compressing via closed jaws before opening again, ready for the next press.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rems Akku-Press 14V ACC 99-110R akku-press 15-54 set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/10/NW-N83310_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Rems_Power_Akku_Mini_Ax-Press_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PN20122,Rothenberger Force Cup 130051 traditional force cup 4,Rothenberger,4.22,"The powerful Rothenberger 4"" force cup plunger employs water pressure for the effective removal of plumbing blockages.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Force Cup 130051 traditional force cup 4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/22/N20122_wm.jpg,,Force Cup,N,L270xW95xD95,130051,Force Cup,N,Traditional force cup (plunger) design,"4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,P688908,"Rothenberger Minibender multi bender outer diameter 1/2-5/8-3/4-7/8""",Rothenberger,96.64,This Rothenberger Minibender industrial standard portable tube bender is suitable for copper and light grade stainless steel.,"Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Minibender multi bender outer diameter 1/2-5/8-3/4-7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/08/NW-688908_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT85832,"Rothenberger aluminium pipe wrench 24""",Rothenberger,237.78,"Traditionally designed, this Rothenberger 600mm pipe wrench is made of aluminium and has its wrench head opening located parallel to the handle. This wrench turns threaded pipe and pipe fittings for easy installation or removal.","Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger aluminium pipe wrench 24""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/32/NW-T85831_T85832_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02780,Rothenberger electrical combination plier 180mm,Rothenberger,28.71,"Titanium-coated to protect against corrosion, the Rothenberger 180mm electrical combination plier with integrated 8/10mm ring spanner promises a long life of reliable use. These precision pliers, tested to 1000V and featuring a notched jaw for wire stripping, are manufactured in an oil hardened tool steel with forged steel jaws while two-colour soft grip, non-slip insulated handles support comfortable, fatigue-free working, even in confined spaces. This plier features inbuilt lanyard hooks.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger electrical combination plier 180mm,,1x Electrical Plier,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/80/T02780_wm.jpg,,,N,188 x 28 x 55 mm,1500003163,Hand Tools,N,Protected up to 1000V,"Tested up to 10,000V according to DIN EN/IEC 60900",Ergonomic handles with 3x different grip zones,,,,,,Optimum grip for fatigue-free working,Induction-hardened cutting edge,Completely forged steel jaws,Durable design,Titanium surface protects against corrosion,Integrated 8-10mm ring spanner,,,,,,With notched jaw for wire stripping,,,,,,,,,,,,
136,PT86329,Rothenberger MINICUT I PRO no.1 professional tube cutter 3-16mm,Rothenberger,19.46,"This Rothenberger tube cutter cuts copper, brass, aluminium and thin-walled steel pipes of 3 - 16mm diameters.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger MINICUT I PRO no.1 professional tube cutter 3-16mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/29/NW-T86329_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,P591481,Wavin Hep2O Hx77 Heptool 15-22,Wavin,1.71,"This Wavin Hep2O HX77 15 - 22mm Hepkey is used for the secure demounting of Hep2O fittings. It simply clips onto a fitting and holds the grab ring in its release position while you remove the connection. A unique system for reliable push-fit jointing, Hep2O offers joint recognition, secure demounting and a leak-free guarantee.",Trade Essentials/Hand Tools/Hand Tools.csv -> Wavin Hep2O Hx77 Heptool 15-22,,10 tools,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/81/591481_wm.jpg,,,N,,HX77/15W,Demounting tool,N,For secure demounting of Wavin Hep2O push-fit system,"Clips onto Hep2O fitting, holding grab-ring in its release position",Hep2O is suitable for hot and cold systems,,Silver,Stainless Steel,15 x 22mm,Use to demount Wavin Hep2O fittings,System has In4Sure joint recognition for secure joints,System guarantees leak-free security,Colour-coded packaging for easy identification,"Green 10mm, blue 15mm, purple 22mm and orange 28mm",BS EN 7291 parts 1 and 2,WRAS approved,,,,,,,,,,,,,,,,,,
138,PT02782,Rothenberger electrical side cutter 160mm,Rothenberger,28.71,"Titanium-coated to protect against corrosion, the Rothenberger 160mm electrical side cutter promises a long life of reliable use. This wave profile bladed cutter, tested to 1000V and suitable for up to 6mm soft wires, are manufactured in an oil hardened tool steel with forged steel jaws while two-colour soft grip, non-slip insulated handles support comfortable, fatigue-free working, even in confined spaces. This plier features inbuilt lanyard hooks.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger electrical side cutter 160mm,,1x Electrical Plier,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/82/T02782_wm.jpg,,,N,173 x 28 x 55 mm,1500003164,Hand Tools,N,Protected up to 1000V,"Tested up to 10,000V according to DIN EN/IEC 60900",Cutting range includes Ø6mm soft wires,,,,,,Wave profile blades prevent slipping,Ergonomic handles with 3x different grip zones,Optimum grip for fatigue-free working,Induction-hardened cutting edge,Completely forged steel jaws,Durable design,,,,,,Titanium surface protects against corrosion,,,,,,,,,,,,
139,PT86894,Rothenberger Heavy Duty Continuity Bond 67094 heavy duty continuity bond 120cm x 25mm,Rothenberger,25.18,"Supplied with a flexible 10mm multi-strange cable to help meet Gas Safety regs, this Rothenberger heavy duty continuity bond provides temporary continuity to earth when disconnecting or connecting gas pipes.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Heavy Duty Continuity Bond 67094 heavy duty continuity bond 120cm x 25mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/94/NW-T86894_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,P519480,Hep2O Wavin Hep2O HX77 heptool demounting tool 10 mm - 28 mm,Hep2O,2.09,"This Wavin Hep2O HX77 10 - 28mm Hepkey is used for the secure demounting of Hep2O fittings. It simply clips onto a fitting and holds the grab ring in its release position while you remove the connection. A unique system for reliable push-fit jointing, Hep2O offers joint recognition, secure demounting and a leak-free guarantee.",Trade Essentials/Hand Tools/Hand Tools.csv -> Hep2O Wavin Hep2O HX77 heptool demounting tool 10 mm - 28 mm,,10 tools,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/80/519480_wm.jpg,,Wavin Hep2O,N,,HX77/10W,Demounting tool,N,For secure demounting of Wavin Hep2O push-fit system,"Clips onto Hep2O fitting, holding grab-ring in its release position",Hep2O is suitable for hot and cold systems,,Silver,Stainless Steel,10 x 28mm,Use to demount Wavin Hep2O fittings,System has In4Sure joint recognition for secure joints,System guarantees leak-free security,Colour-coded packaging for easy identification,"Green 10mm, blue 15mm, purple 22mm and orange 28mm",BS EN 7291 parts 1 and 2,WRAS approved,,,,,,,,,,,,,,,,,,
141,P231592,Rothenberger Pipeslice Copper Tube Cutter 15mm,Rothenberger,15.0,"The Rothenberger 15mm pipe slice kit offers effortless single-handed cutting of 15mm copper pipes for plumbing applications. A compact design, this slice is ideal for working in confined spaces, such as under sinks, in walls or beneath floorboards. Automatically adjusting and locking on, the tool has a self-clamping action to ensure smooth, deformation-free cutting.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger Pipeslice Copper Tube Cutter 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/53/T64053_wm.jpg,,,N,,231592 PK,Tube Cutter,N,Suitable for single-handed operation,Ideal for use in confined spaces,Easy-change replaceable cutter wheels,,,,160 mm (L) x 100 mm (W) x 45 mm (H),Cuts 15mm Copper Tube,Automatic adjustment and lock-on,,,,,,,,,,,,,,,,,,,,,,,
142,PN39445,Rothenberger No.30 professional copper tube cutter 3-22mm,Rothenberger,27.16,"The Rothenberger No. 30 professional copper tube cutter is suitable for cutting pipes with diameters of 3 to 30mm ready for connection. A two-in-one tool capable of cutting close to flares for reduced waste, No. 30 has a foldable internal deburrer and a spare cutter hidden inside the handle.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger No.30 professional copper tube cutter 3-22mm,,1x Tube Cutter,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/45/N39445_wm.jpg,,No.30,N,,71019,Cutting Tools,N,Robust steel construction,Cust Ø3 - 30mm pipes to prepare pipe connections,With foldable internal deburrer,,Black / Red,Steel,3 - 30 mm,Pipe Cutting,Spare cutter in handle,Cuts near flares to save material,,,,,,,,,,,,,,,,,,,,,,
143,PK74482,JET Range 55 plus 513 3 way key,JET Range,28.89,A JET Range 55 + 51 three-way key.,Trade Essentials/Hand Tools/Hand Tools.csv -> JET Range 55 plus 513 3 way key,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/82/NW-K74482_wm.jpg,,,N,,104077,3-way Key,N,For three-way use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PCA5598,Rothenberger mini pipe bender,Rothenberger,19.48,"The Rothenberger Microbender offers precision microbore bending right up to 180°. Ideal for creating bends in pipes that are required to turn corners, this tool bends smaller diameter pipes of 6 to 10mm. The Microbender's compact, neat design makes it an easy tool to pack into your tool bag, meaning it's always on hand for those unexpected bending jobs.",Trade Essentials/Hand Tools/Hand Tools.csv -> Rothenberger mini pipe bender,,1x Microbender,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/98/CA5598_wm.jpg,,,N,,25150,Cutting Tools,N,Alloy steel construction,Suitable for 6 - 10mm,Compact design,,White / Red,Alloy Steel,"6, 8, 10 mm",Pipe Bending,For precision bending,Allows for microbore bending to 180°,With calibrated former and guide,,,,,,,,,,,,,,,,,,,,,
