,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Hazardous,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Range,Warranty,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Dimensions mm (H x W x D),Display Type,Installation Type,Number of Channels,Application,Feature 5,Feature 6,Pack Quantity,Voltage (V),Setting Range,Operating Temperature Range (C),Feature 7,Feature 8,Feature 9,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Diameter,Operating Temperature,Weight,Range For Use With
88,P158060,Neomitis TMR7 7 day wired single channel timer,Neomitis,71.9,"Offering simple operation, the Neomitis TMR7 7 day, one channel digital timer has a large backlit display, an automatic summer/winter changeover and can offer service interval reminders. Suitable for use in new installation or to improve an existing system, TMR7 can be combined with a RT0-RF thermostat for the ultimate in comfort and efficiency.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Neomitis TMR7 7 day wired single channel timer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/60/NW-158060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Neomitis_TMR7_PRG7_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Neomitis_TMR7_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Neomitis_TMR7_Operating_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P302094,Drayton Biflo 86 86 pack,Drayton,169.05,"A complete solution supplied in a single box, this Drayton Biflo 86 heating control pack includes a programmer, room thermostat, cylinder thermostat, 22mm mid-position motorised valve and a wiring centre. It is suitable for mid-position (Biflo) heating installations, including those using one three port mid-position motorised valve to control the flow of water between heating and hot water circuits.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Biflo 86 86 pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/94/NW-302094_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_LifestyleEP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_HTS3_Thermostat_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_LWC1_Wiring_Centre_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_Motorised_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/15/Drayton_Product_Catalogue_Issue_15.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_RTS_Thermostat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Lifestyle_LP_LPSI_Technical.pdf,,,,
90,P306210,Danfoss ATP pipe thermostat,Danfoss,62.12,"An electro-mechanical surface-mounted pipe thermostat, the Danfoss ATP is simply clamped onto steel or copper pipes with diameters of between 1/2"" (15mm) and 2"" (50mm). This thermostat is ideal for return temperature control in oil-fired systems.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Danfoss ATP pipe thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/10/NW-306210_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_AT_Controller_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DomesticProdSelection_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,P306675,Danfoss time and temperature dial + control pack,Danfoss,92.4,This user-friendly Danfoss time and temperature control pack includes a single channel programmer switch and room thermostat.,Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Danfoss time and temperature dial + control pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/75/306675_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RET-B-RF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_FP720_TS710_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_TS710_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Wireless_Heat_CtrlPack_Cat.pdf,,,,,,,
92,P336011,Drayton Lifestyle LPSi LP522SI service programmer,Drayton,122.11,"Allowing for the setting of different programmes for weekends and weekdays, the Drayton Lifestyle LP522Si 5/2 programmer gives users the option of independent timing of each channel for improved comfort and energy efficiency throughout the week.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Lifestyle LPSi LP522SI service programmer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/11/NW-336011_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_LP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Lifestyle_LP_LPSI_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,P306216,Danfoss ATF pipe frost thermostat 10-90c,Danfoss,32.64,"Suitable for clamping onto 1/2"" (15mm) - 2"" (50mm) pipes, this Danfoss frost protection electro-mechanical clamp-on thermostat is suitable for both steel and copper pipes, offering valuable protection from sudden drops in temperature.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Danfoss ATF pipe frost thermostat 10-90c,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/16/NW-306216_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_ATF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DomesticProdSelection_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_ATC_ATP_ATF_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/ng/Danfoss_ATF_Wiring.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,P325184,Eph Controls TR1/TR2 2 way RF mains switch,Eph Controls,111.42,"Ideal for connecting two devices where cable runs are challenging, the EPH Controls TR1/TR2 two-way RF mains switch is a wireless switching kit used to access remote valves, pumps or boilers. It is suitable for the integration of a high limit cylinder stat for an unvented cylinder.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Eph Controls TR1/TR2 2 way RF mains switch,,"TR1 Transmitter, TR2 Receiver, Fixing Screws and Data Sheet",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/84/325184_wm.jpg,,,,,N,,,TR1/TR2,1.C,N,RF-enabled,With pre-paired connections,Volt-free output,LED display,,5 Year,48,No,SPST,N/A,1,10(3)A,N/A,N/A,N/A,97x177x48,,LED,,1,Domestic,5 year warranty,,,,,,,,,,,,,,,,
95,P127182,Vaillant programmable thermostat (VRC 700),Vaillant,209.12,"The Vaillant VRC 700 wired weather compensating programmable room thermostat system control puts the user in full control of their heating and hot water. Designed to work side-by-side with all current Vaillant products, the VRC 700 helps to maximise home efficiency and comfort via a clear display and simple menu.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Vaillant programmable thermostat (VRC 700),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/82/127182_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Vaillant_VRC700_User_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ac/ks/Vaillant_VRC_700-packs.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Control_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/71/82/127182.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,P306679,Danfoss Control Packs Danfoss Control Packs programmable battery powered control pack,Danfoss,184.8,"Helping to streamline your home heating, the easy to install Danfoss Heatplan programmable battery-powered control pack includes a motorised valve, a room thermostat and a wiring box assembly.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Danfoss Control Packs Danfoss Control Packs programmable battery powered control pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/79/306679_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Elect_Room_Controls_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_TP5001_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Wireless_Heat_CtrlPack_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_TP5001_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_H-Series_Valves_Technical.pdf,,,,,,
97,P306684,Danfoss Control Packs Danfoss Control Packs electromechanical dial control pack,Danfoss,144.99,"Helping to streamline your home heating, the easy to install Danfoss Heatplan electromechanical dial control pack includes a motorised valve, a two channel programmer time switch, a cylinder thermostat, a room thermostat, a receiver and a wiring box assembly.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Danfoss Control Packs Danfoss Control Packs electromechanical dial control pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/84/306684_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RMT_Thermostat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_FP720_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Wireless_Heat_CtrlPack_Cat.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_H-Series_Valves_Technical.pdf,,,,,,,
98,P304067,Drayton 2-way thermostat tap with SO sensor 15mm,Drayton,233.4,This Drayton 15mm two way pumped tap stat cylinder control is a self-acting control for domestic hot water temperatures on gravity or pumped primary systems. Using this stat prevents both scalding and fuel waste.,Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton 2-way thermostat tap with SO sensor 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/67/NW-304067_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_Tapstat_Controller_install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Drayton_Tapstat_CylinderControl_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,P451041,Secure HRT4 HRT4-B room thermostat,Secure,42.23,"Supplying comfort alongside cost savings, the battery-operated Secure HRT4-B thermostat is designed with up to date energy-saving control technology. Suitable for most heating systems, this thermostat can be used with a variety of programmers and zone valves to create a bespoke system.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Secure HRT4 HRT4-B room thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/41/NW-451041_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Secure_HRT4-B_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Secure_HRT4-B_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,P169125,Drayton 2-way tap thermostat gravity with sensor 28mm,Drayton,259.35,This Drayton 28mm two way pumped tap stat cylinder control is a self-acting control for domestic hot water temperatures on gravity or pumped primary systems. Using this stat prevents both scalding and fuel waste.,Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton 2-way tap thermostat gravity with sensor 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/25/NW-169125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_Tapstat_Controller_install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Drayton_Tapstat_CylinderControl_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,P318019,Danfoss Control Packs Danfoss Control Packs programmable thermostat,Danfoss,205.88,"TPOne is ideal for virtually any domestic heating application with a boiler system, from single to multi-family houses.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Danfoss Control Packs Danfoss Control Packs programmable thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/19/318019_wm.jpg,,,,,N,,,087N6520MM,Untimed Control Pack,N,"Convenient, all-in-one solution",Easy to install,Wide range of options available,Cost effective solution,Control Packs,2 years,30,No,SPDT,Yes,1,3 A at 230 VAC,5/2 Days7 Days,6,No,66 x 155 x 30 mm,,Digital,4 wire,1,Domestic Central Heating Control & Domestic Hot Water,Available in timed and untimed versions,Fully meets requirements of the 2010 Part L legislation,,,,,,,,,,,,n/a,0 to 45,2.69Kg kg,HP22
102,P224926,HW HOME V4043 V4073 VLVES & STS CORE PK,Resideo,231.62,TBC,Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> HW HOME V4043 V4073 VLVES & STS CORE PK,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/26/224926_wm.jpg,,,,,N,,,224926 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,P302008,Drayton Biflo PBBE68 Biflo PBBE68 Control Pack,Drayton,175.49,"Suitable for mid-position heating installations using one three-port motorised valve for control of water flow between heating and hot water circuits, this Biflo PBBE68 control pack contains the LP241 programmer, an RTS1 room thermostat and a HTS3 cylinder thermostat. A LWC3 wiring centre and 22mm mid-position motorised valve are also included.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Biflo PBBE68 Biflo PBBE68 Control Pack,,LP241 Programmer;RTS1 Room Thermostat;HTS3 Cylinder Thermostat;22mm mid-position motorised valve;LWC3 wiring centre,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/w_/86/Drayton_BiFlow_86_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,P302001,Drayton Biflo 88 pack (88),Drayton,173.49,"A complete solution supplied in a single box, this Drayton Biflo 88 heating control pack includes a programmer, room thermostat, cylinder thermostat, 22mm mid-position motorised valve and a wiring centre. It is suitable for mid-position (Biflo) heating installations, including those using one three port mid-position motorised valve to control the flow of water between heating and hot water circuits.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Drayton Biflo 88 pack (88),,LP522 system programmer;RTS1 heating thermostat;HTS3 cylinder thermostat;22mm 2 port motorised valve;LWC3 wiring centre,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/01/NW-302001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Lifestyle_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_LifestyleEP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_HTS3_Thermostat_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/15/Drayton_Product_Catalogue_Issue_15.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_Motorised_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Lifestyle_LP_LPSI_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_RTS_Thermostat_Installation.pdf,,,,,
105,P222427,Honeywell Home T4 @ b4 hw home t4 wired 7 day prog stat pk,Honeywell Home,79.99,"A modern wired 7 day control, this T4 programmable room thermostat provides automatic time and temperature control of domestic systems in domestic or light commercial settings.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Honeywell Home T4 @ b4 hw home t4 wired 7 day prog stat pk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/27/222427_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,P222435,Honeywell Home T3 T3H110A0066 @ b4 hw home t3 wired stat 5+2 day pk,Honeywell Home,58.99,"Recommended for domestic use and suitable for social housing, new builds and mass installation, the T3 wired programmable thermostat offers compatibility with a variety of boilers and systems, including 24 - 230V on/off gas and oil boilers, combi-boilers and heat pumps. Providing complete time and temperature control via an easy to understand display, T3 is OpenTherm compatible but is not suitable for electric heating.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Honeywell Home T3 T3H110A0066 @ b4 hw home t3 wired stat 5+2 day pk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/35/222435_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Honeywell_T3Prgrm_Thermostat_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Honeywell_T3PrgrmThrmstt_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,P336360,Nest 3rd Generation T3029EX learning thermostat Black,Nest,186.38,"Compatible with a wide range of central heating systems, this Nest 3rd generation thermostat in black can operate combi boilers, system and heat-only boilers, domestic hot water tanks and biomass boilers and is also compatible with hydronic underfloor systems, air-source and ground-source heat pumps (heating only), zoned systems and heating systems with Open Therm technology. Connecting via WiFi to control the temperature from your smartphone, tablet or laptop via the Nest App, this thermostat puts you in control of your home from anywhere in the world. With the ability to recognise the average temperature of the home, Nest uses sensors to automatically adjust when the house is empty for reduced waste and lower bills.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Nest 3rd Generation T3029EX learning thermostat Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/60/336360_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nest_LearningThermostat_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,P222424,Honeywell Home @ b4 h/w st9400c prog 7day 2 channel pk,Honeywell Home,83.32,"Controlling heating and stored hot water in complete systems, the ST9400C two channel, seven day programmer has up to three on/off periods per day, optional 5/2 or one day programming and independent heating and hot water control for maximum efficiency. Offering the option to set as a mini programmer for older gravity circulation stored hot water systems, where there is no interlocking control valve, ST9400C is suitable for combi boilers, heating zones or any application where small electric loads are switched. The programmer's Line of Text (LoT) display gives clear instructions whenever any button or slider is used for simple, hassle-free use.",Heating/Central Heating Controls/Wired Thermostats/Wired Thermostats.csv -> Honeywell Home @ b4 h/w st9400c prog 7day 2 channel pk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/10/240710_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
