,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Resistance Features,Wall Thickness (mm),Paintable,Standards,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8
26,PF67240,Polypipe running gutter outlet 112mm White,Polypipe,13.04,"Made of white PVC-U, this Polypipe 112mm half-round gutter outlet is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe running gutter outlet 112mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/40/NW-F67240_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PQ64572,Wavin Wavin Osma RoundLine drive-in spike 300mm long,Wavin,9.84,"Made of silver steel, this Wavin Osma RoundLine 300mm long drive-in spike with 68mm push-fit connection is part of the smart semi-round profile RoundLine domestic guttering system.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Wavin Osma RoundLine drive-in spike 300mm long,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/72/NW-Q64572_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
28,PQ64342,"Wavin Osma SquareLine squareline adaptor 2.1/4"" Black",Wavin,11.63,"Ideal for domestic use, this Wavin Osma SquareLine 61mm square-to-round drain adapter is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma SquareLine squareline adaptor 2.1/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/42/NW-Q64342_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
29,PF59200,Wavin Osma StormLine running outlet 111mm Black,Wavin,16.62,"Made of black PVC-U, this Wavin Osma StormLine 111mm running outlet is part of a high capacity domestic system with a classic ogee shape. Cleanly and attractively designed, StormLine is ideal for roof perimeters or conservatory use.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma StormLine running outlet 111mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/00/NW-F59200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PQ64352,"Wavin Osma SquareLine squareline connector 2.1/4"" Black",Wavin,14.18,"Ideal for domestic use, this Wavin Osma SquareLine 61mm pipe connector and bracket with stand-off is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma SquareLine squareline connector 2.1/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/52/NW-Q64352_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
31,PF68584,Polypipe Polyflow 135deg deep angle 75mm Black,Polypipe,32.78,"Suitable for domestic use, this Polypipe deep angle is made of black PVC-U and incorporates 117mm push-fit ends.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe Polyflow 135deg deep angle 75mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/84/NW-F68584_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Polypipe_Rainwater_System_BBA_Certi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PQ65094,"Wavin Osma SquareLine wall offset 2.1/4"" Black",Wavin,16.31,"Ideal for domestic use, this Wavin Osma SquareLine 61mm pipe wall offset is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma SquareLine wall offset 2.1/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/94/NW-Q65094_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
33,PW53080,Alutec Traditional PPC half round gutter 113mm x 6ft,Alutec,67.41,"Made of aluminium, this Alutec Traditional 113mm black gutter is part of a system designed for longevity with minimal maintenance requirements.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Alutec Traditional PPC half round gutter 113mm x 6ft,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/80/NW-W53080_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Alutec_Traditional_Gutter_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Marley_Alutec_Product Guide_Sept2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PQ64339,"Wavin Osma SquareLine squareline shoe 2.1/4"" Black",Wavin,12.04,"Ideal for domestic use, this Wavin Osma SquareLine 61mm pipe shoe and bracket is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma SquareLine squareline shoe 2.1/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/39/NW-Q64339_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
35,PQ64892,Wavin Osma SquareLine squareline PVC spigot bend Black,Wavin,10.08,"Ideal for domestic use, this Wavin Osma SquareLine 61mm offset bend with spigot connections is made of black PVC-U and offers a neat, modern rectilinear profile.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma SquareLine squareline PVC spigot bend Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/92/NW-Q64892_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
36,PF67954,Polypipe 90deg square gutter angle 112mm Black,Polypipe,19.26,"Suitable for domestic use, this Polypipe 112mm square gutter angle is made of black PVC-U.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe 90deg square gutter angle 112mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/54/NW-F67954_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PF14070,Center CB 90deg square angle 112mm White,Center CB,13.43,"Center CB square bend is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Center CB 90deg square angle 112mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/70/NW-F14070_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PF14066,Center CB square running outlet 112mm White,Center CB,11.4,"Center CB square running outlet is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Center CB square running outlet 112mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/66/NW-F14066_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PF14080,Center CB square fascia bracket 112mm White,Center CB,3.43,"Center CB square fascia bracket is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Center CB square fascia bracket 112mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/80/NW-F14080_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PF87210,Calder Code 4 lead flashing 73kg (Code-4) 6mtr x 600mm,Calder,476.5,"The professional's choice for a wide range of applications, this Calder Code 4 6000 x 600mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Calder Code 4 lead flashing 73kg (Code-4) 6mtr x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/10/NW-F87210_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
41,PF87205,Calder Code 4 lead flashing 29kg (Code-4) 6mtr x 240mm,Calder,189.3,"The professional's choice for a wide range of applications, this Calder Code 4 6000 x 240mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Calder Code 4 lead flashing 29kg (Code-4) 6mtr x 240mm,,Roofing lead flashing roll only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/08/NW-F87205_F87208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
42,PQ64454,"Wavin Osma RoundLine internal stop end 4.1/2"" Black",Wavin,4.18,"Ideal for domestic use, this Wavin Osma RoundLine 112mm stop end is made of black PVC-U with a classic half-round profile.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma RoundLine internal stop end 4.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/54/NW-Q64454_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
43,PF87103,Calder Code 4 lead flashing 9kg (Code-4) 3mtr x 150mm,Calder,58.76,"The professional's choice for a wide range of applications, this Calder Code 4 3000 x 150mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Calder Code 4 lead flashing 9kg (Code-4) 3mtr x 150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/03/NW-F87103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
44,PF67558,Polypipe internal gutter stop end 112mm Black,Polypipe,6.14,"Made of black PVC-U, this Polypipe 112mm half-round stop end is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe internal gutter stop end 112mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/58/NW-F67558_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PQ66641,Wavin Osma DeepLine downpipe running outlet White,Wavin,12.62,This Wavin Osma DeepLine 113mm running outlet is made of white PVC-U and is part of a semi-elliptical profile gutter system offering a compact yet high capacity domestic solution designed to cope with increased rainwater.,Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma DeepLine downpipe running outlet White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/41/NW-Q66641_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
