,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Hazardous,Pack Size,Pack Type,Dimensions (L x W x D),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Pack Quantity,Attachment 5,Weight,Colour,Physical State / Form,Application,Testing Capability,Battery Life,Power Supply,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Connection Size,Diameter,Length (M),Size
106,PN23302,Garrard Waters Polyflex Plus 7040 flooring Brecon Beige,Garrard Waters,53.0,"Suitable for gluing down, these Garrard Waters Polyflex Plus 310 x 310 x 112mm general purpose floor tiles have a neutral Brecon Beige colour. Polyflex Plus tiles are supplied in a box of 50 to cover 4.5M².",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Garrard Waters Polyflex Plus 7040 flooring Brecon Beige,,50 tiles;4.5sqm,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/02/NW-N23302_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polyflor_Polyflex_Plus_PU_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polyflor_FlooringCollection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PN39673,Rodo ProDec carpet protector roll 25mtr x 625mm,Rodo,38.22,"Protecting carpet from dirt and spills, these Rodo 2.5M carpet protectors are reverse wound, which means they are simply kicked out with no need for an applicator. This film has a light yellow colour, making walkways clear and obvious and when it's no longer needed, the film simply peels away, leaving no sticky residue.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Rodo ProDec carpet protector roll 25mtr x 625mm,,9x carpet protector,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/74/NW-N39673_N39674_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/N39673_Rodo_Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PC52323,"Stadium luggage elastic 2 claw 24""",Stadium,2.71,These strong and resistant Stadium multi-coloured luggage elastics each incorporate large plastic-coated metal hooks and a waterproof Fibryl covering.,"Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Stadium luggage elastic 2 claw 24""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/23/NW-C52323_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stadium_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,P667794,Javac Veto Pro Pac TP-XD blackout tool pouch,Javac,280.73,"Compact in size and fully closeable, the Javac TP-XD Blackout tool pouch allows you to carry just the right amount of tools with you for service calls and small scale installs. Designed with Veto Pro Pac's V-SWAP system for organisation across up to 24 interior pockets, this customisable bag has a large capacity zippered cover for additional protection from dust and inclement weather.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac TP-XD blackout tool pouch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/94/667794_wm.jpg,Veto Pro Pac,N,,,340 x 280 x 200 mm,AX3630,Tool Pouch,N,With V-SWAP removable tool pocket panel system,Up to 24x internal pockets,Tactical all-black construction,With 7x external tool pockets,Backside tablet pocket,,,,,Magnetic screw catcher,With hang-up hook,Over-molded rubber grip,Padded shoulder strap,Reliable YKK zippers,Deep base for stability,,,,,,,,,,Waterproof polypropylene base protects from moisture and abrasion,,,,,,,,
110,PT03108,Nebo Torchy 2K rechargeable torch,Nebo,32.5,"MagDock USB rechargeable, the Nebo Torchy 2K offers a convenient five individual light modes, scrolled through using Smart Power Control for ease of use. Water-resistant and highly robust, this powerful and useful pocket light is supplied with a handy detachable two-way clip for hands-free working in difficult spots.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Nebo Torchy 2K rechargeable torch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/08/T03108_wm.jpg,Torchy,N,,,1303790,NEB-FLT-1006-G,Flashlight,N,Rechargeable power,Manufactured in anodised aircraft-grade aluminium,Water and impact-resistant,Smart Power Control (SPC),Direct-to-low feature,,,,,Removable steel belt/pocket clip,With power memory recall,,,,,,,,,,,,,,,,,,,,,,
111,P620527,Arctic Hayes Protection WM2 Work Mat 1800mm x 850mm,Arctic Hayes,20.74,"Protecting the floor while you work, this Arctic Hayes 1800 x 850mm anti-slip work mat is waterproof and highly resistant to the oil, bleach, detergents and additives that you're likely to work with during plumbing jobs. Ideal for keeping small areas of carpet clean, this handy mat has pre-cut slits designed to fit snugly around pipes.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Arctic Hayes Protection WM2 Work Mat 1800mm x 850mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/27/620527_wm.jpg,Protection,N,,,,WM2,Work Mat,N,Anti-slip,"Waterproof and resistant to oil, water, bleaches, detergents and heating additives",Ideal for protecting small carpet areas during work,Washable,For interior or exterior use,,,,,Handy slits for working around pipes,Includes storage bag,,,,,,,,,,,,,,,,,,,,,,
112,P667792,Javac Veto Pro Pac TECH MC SPEC OPS tool bag,Javac,462.3,"Designed to keep your most used tools and instruments handy, the Javac Tech Pac Special Ops compact backpack makes traveling hands-free simple. Ideal for those service calls and minor installation jobs that require just basic kit, this rugged backpack includes two PB5 parts bags so there's no need to dig deep for small accessories.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac TECH MC SPEC OPS tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/92/667792_wm.jpg,Veto Pro Pac,N,,,430 x 305 x 230 mm,AX3623,Tool Bag,N,With 39 internal and external pockets,Subtle black reflective elements and hi-viz yellow accents,2x PB5 hi-viz parts bags included,With neoprene meter pockets,Interior magnetic screw catcher,,,,,2x storage bays and 4x storage platforms,Padded EVA foam back pad,Waterproof polypropylene base protects against moisture and abrasion,Quick-release metal hasp for easy access to rear storage bay,Hasp provides positive connection to bag body,,,,,,,,,,,,,,,,,,,
113,P625005,Aspen Pumps 1450 lumen rechargeable work light,Aspen Pumps,81.12,"The SLR-1450 Work Light, featuring a powerful 1450 lumen white COB LED with 6500k color temperature. This versatile light also includes a 150 lumen white LED flashlight, as well as 45 lumen Red and Red flash modes for added functionality. The light is powered by a 'LG' 3.7v 5000mAh 21700 Li-ion battery, which can be easily charged via USB-C in just 3 hours. The light is built to last with a super tough copolymer and aluminium construction, and features a 180 rotating handle/stand with carabiner snap hook, strong magnets within the stand, and a glow-in-the-dark strip for extra visibility. The battery level and charging indicators allow for easy monitoring, and the battery can even be removed for convenience. The 21700 battery has its own USB-C port, allowing it to be used as a 1A powerbank or easily charged out of the lamp. A 1m high quality USB-C cable is included for easy charging.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Aspen Pumps 1450 lumen rechargeable work light,,Inspection Light;1m USB-C Cable;Sticker;QR code manual card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/05/625005_wm.jpg,,N,,,122.5 x 50.5 x 50.5mm,SLR-1450,Inspection Light,N,1450 lumen 6500k white COB LED with 150 lumen 6500k white LED flashlight,Plus 45 lumen Red and Red flash modes,Powerful ‘LG’ 3.7v 5000mAh 21700 Li-ion battery,Super tough copolymer and aluminium construction,180  rotating handle/stand with carabiner snap hook,,,,,Strong magnets within the stand,Glow-in-the-dark strip for extra visibility,Battery level and charging indicators,Fast 2A USB-C charging - 3 hours,1m  USB-C cable included,Battery can be removed so a convenient spare can be kept at hand,,,,,,,,,,21700 battery has its own USB-C port so is easily charged out of the lamp,,,,,,,,
114,PR02773,Tracer deep-hole pencil and replacement leads pack,Tracer,10.61,"Popular with professionals and DIYers, this Tracer retractable marking pencil is supplied with unique 120mm interchangeable leads in grey and yellow. This deep hole pencil is suitable for marking through beams and joists.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Tracer deep-hole pencil and replacement leads pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/73/R02773_wm.jpg,,N,,,63 x 90 x 200,AMK1,Marker Pencil,N,Supplied in a slimline protective case,"Retractable, interchangeable leads",Includes 2B graphite leads in grey and yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PN12156,Rothenberger testing pump 0-25bar,Rothenberger,260.41,"Offering a dual or twin valve system, this Rothenberger TP25 pressure testing pump enables self-testing and precise fine adjustment of pressure.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Rothenberger testing pump 0-25bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/56/NW-N12156_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Rothenberger_TP25_Instruction_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
116,P855669,Numatic Henry vacuum cleaner,Numatic,208.9,"Suitable for use on carpets, hard floors, cars and stairs, this Henry HVR240 vacuum cleaner with toolkit has a bumper to protect your walls and doors and on-board tool storage to keep your most used nozzles and brushes to hand. Easy to empty, this 7.2L vacuum minimises dust and mess for a faster clean-up job.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Numatic Henry vacuum cleaner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/69/NW-855669_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Numatic_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03109,Nebo Mycro 500 Headtorch,Nebo,28.5,"Rechargeable for ease of repeated use, the Nebo Mycro 500+ headlamp and cap light makes hands-free working simple and convenient. Offering a 500 lumen output with both a spotlight and a floodlight function, this smart torch has an integrated tilt feature, allowing the user to position the beam as needed, making it ideal for up-close work in challenging locations.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Nebo Mycro 500 Headtorch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/09/T03109_wm.jpg,NEBO,N,,,16870123,NEB-HLP-1005-G,Headlamp,N,USB-C rechargeable,With Smart Power Control(SPC),Water and impact-resistant,With battery charging indicator,Detachable cap light clip with adjustable tilt,,,,,Direct-to-red feature,IPX4 protected,,,,,,,,,,,,,,,,,,,,,,
118,P667793,Javac Veto Pro Pac CP4 SPEC OPS horizontal pouch,Javac,135.94,"Featuring seven secure storage compartments, the Javac CP4 Special Ops horizontal pouch bag stores and protects a variety of tools and equipment to help you stay organised on the go. A rugged design with reliable zippers, this multipurpose pouch keeps service, repair and installation equipment well organised.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac CP4 SPEC OPS horizontal pouch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/93/667793_wm.jpg,Veto Pro Pac,N,,,180 x 280 x 100 mm,AX3624,Tool Pouch,N,Includes 2x removable pouches,3x zippered compartments,1x exterior velcro pocket,1x exterior zippered pocket,1x interior zippered vinyl coated mesh pocket,,,,,Rugged reinforced bottom,Includes 1.5” D-ring for carrying or for attaching to larger bags,Reliable YKK zippers,,,,,,,,,,,,,,,,,,,,,
119,P667764,Javac Veto Pro Pac OT-LC OT-LC tool bag,Javac,344.01,"Designed to last through even the heaviest use, this Javac Veto Pro Pac OT-LC tool bag has been designed with HVAC/R technicians and their tools in mind. Measuring 305 x 241 x 343mm, this open-top tool bag offers spacious storage for your most commonly used kit.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac OT-LC OT-LC tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/64/NW-667764_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Veto_Pro_Pac_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_UK_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PP26738,Durapipe HTA cleaner 1litre,Durapipe,27.21,A 1L tin of Durapipe HTA primer.,Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Durapipe HTA cleaner 1litre,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/38/NW-P26738_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Durapipe_HTA_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Durapipe_GirpiCleaner_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
121,P515080,Big Wipes multisurface pro biodegradable bucket 240,Big Wipes,38.96,"Highly absorbent and kind to your skin, Big Wipes Multi-Surface Pro+ wipes are capable of cleaning up the most challenging of messes, effectively tackling grease, silicone and oil on tools, surfaces and even your hands. Made of a soft cotton-like renewable plant fibre fabric, these powerful wipes offer close cleaning using a sulphate and paraben-free biodegradable formula. Dermatologically tested, Pro+ wipes contain nourishing skin conditioners to protect and care for the hardest working hands.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Big Wipes multisurface pro biodegradable bucket 240,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/_1/515080_1_wm.jpg,,N,Bucket,,,2447 0000,Cleaning Wipes,N,Bucket of 240 wipes,Super absorbent ‘cotton-like’ fabric,"Removes industrial and maintenance grime from hands, tools and surfaces","Cleans up paint, adhesive, PU foam, silicone, gap fill, oil, grease and dirt",Wipes are 100% biodegradable and plastic-free,,,,,100% biodegradable cleaning formula,Dermatologically tested formula,Imbued with skin conditioners to protect hands,"Free from artificial preservatives, parabens and sulphates",Anti-bacterial action,,,,,,,,,,,,,,,,,,,
122,P690591,Javac Veto Pro Pac AX3514 open top service tool bag,Javac,225.23,"Made of tough, weatherproof material, this Javac Veto Pro Pac 292 x 254 x 203mm tool bag includes robust plastic handles, heavy duty fastenings and zips and a range of pockets in different sizes. Designed for HVAC/R technicians, this tool bag is designed to contain the appropriate tools and withstand heavy use in challenging environments.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac AX3514 open top service tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/91/NW-690591_wm.jpg,Veto Pro Pac,N,,,,AX3514,Tool Bag,N,Tough plastic handles,Heavy duty fastenings and zips,Hinged ergonomic handles,With 28 pockets,Large tool pockets,,,,,Small punch and bit pockets,Small neoprene pockets,Waterproof base made of 3mm polypropylene,Weatherproof 1800 PVC impregnated denier fabric body,5 year zero downtime warranty,,,,,,,,,,,,,,,,,,,
123,P620535,Arctic Hayes Protection blue hard floor protector 600 x 25mtr,Arctic Hayes,16.37,"Supplied in a long-lasting 25M roll, this Arctic Hayes 600mm self-adhesive blue floor protector is ideal for keeping hard floors clean and stain-free during DIY or maintenance. Backed with easy-peel adhesive, this reliably tough polythene film adheres well to hard flooring before peeling away with ease when the job is done.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Arctic Hayes Protection blue hard floor protector 600 x 25mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/35/620535_wm.jpg,Protection,N,,,,HFP1,Floor Protector,N,25M roll,Self adhesive,Ideal for home decorating and DIY,Super-tough polythene construction,Protects floors from dirt and spills,,,,,Easy-peel removal,Rip-resistant,,,,,,,,,,ideal for protecting Hard floors during DIY or maintenance work. Easy-peel adhesive is strong enough to stick to hard floors and stay in place during work,,,,,,,,,,,,
124,PT80001,Arctic Hayes bag of coloured rags 10kg,Arctic Hayes,33.3,"Ideal for heavy duty or industrial cleaning, this Arctic Hayes JB121 10 kg mixed colour rag bag contains a range of durable and re-usable rags made of rich cotton.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Arctic Hayes bag of coloured rags 10kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/01/NW-T80001_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Arctic_Hayes_Product_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,P667758,Javac Veto Pro Pac Classic extra large technicians tool bag,Javac,334.4,"Designed for HVAC/R technicians' tools, this Javac Veto Pro Pac Tech XL tool bag is built to withstand harsh working conditions, with tough plastic handles and heavy duty fastenings and zips.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac Classic extra large technicians tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/58/NW-667758_wm.jpg,Veto Pro Pac,N,,,,AX3503,Tool Bag,N,Hinged ergonomic handles,Large tool pockets,80x pockets,Small punch and bit pockets,Small neoprene pockets,,,,,Waterproof base of 3mm polypropylene,Weatherproof body fabric,1800 PVC impregnated denier fabric,5 year zero downtime warranty,,,,,,,,,,,,,,,,,N/A,241,0.419,241 mm (W) x 419 mm (D) x 527 mm (H)
126,P667789,Javac Veto Pro Pac TECH MCT blackout tool bag with tool and meter panels,Javac,306.04,"Designed for stealth, the Javac Veto Pro Pac Tech MCT Blackout tool bag is an understated take on the ever-popular Tech MCT. Incorporating Veto Pro Pac's V-SWAP system, the Blackout has numerous useful mesh and regular pockets for a variety of tools of different sizes and both an articulating handle and shoulder strap for ease of transport.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac TECH MCT blackout tool bag with tool and meter panels,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/89/667789_wm.jpg,Veto Pro Pac,N,,,355 x 305 x 215 mm,AX3600,Tool Bag,N,With tool and meter panels,Includes 44 interior and exterior pockets of varying sizes,Electric tape strap,Neoprene pockets for meters and testers,Holds over 50 hand tools,,,,,Waterproof base in 3mm polypropylene,Extra-wide padded shoulder strap,Articulating/fold-flat handle with over-molded ergonomic grip,,,,,,,,,,,,,,,,,,,,,
127,P415163,Kitchenmaster limescale remover phosphoric 5ltr (Pack of 4),Kitchenmaster,118.21,"This Kitchenmaster 403 phosphoric acid-based descaler removes limescale and protein and stone deposits in dishwashers, water coolers, coffee machines and air conditioning filters. The descaler contains an effective blend of phosphoric acid, low foam non-ionic surfactants, corrosion inhibitors and water soluble dyes.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Kitchenmaster limescale remover phosphoric 5ltr (Pack of 4),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/63/NW-415163_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Kitchenmaster_403_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kitchenmaster_403_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
128,P655281,Arctic Hayes flue brushed domestic set of 7,Arctic Hayes,16.18,"A flexible set for complete flue cleaning, this Arctic Hayes seven-piece domestic flue brush and rod cleaning set incorporates two handles measuring 125mm and 305mm, a 305mm extension rod for hard-to-reach spots and a range of brush heads. Nylon-constructed, these heads include a 15 x 50 x 95mm elliptical design and two round heads measuring 50mm dia x 65mm and 50mm dia x 130mm.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Arctic Hayes flue brushed domestic set of 7,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/81/655281_wm.jpg,,N,,,433 x 158 x 56 mm,A664107,Cleaning Brushes and abrasives,N,Seven-piece set,With 2x handles,Includes 305mm extension rod,Includes variety of brush heads,Brush heads have nylon bristles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,P503898,FireAngel Battery FS3328-EUT 10 year SYNC-IT NFC Carbon Monoxide (CO) alarm sealed battery,FireAngel,37.02,"Fitted with a ten year sealed-in battery, the FireAngel SYNC-IT FA3328-EUT carbon monoxide alarm uses up to the minute CO sensing electrochemical technology to sound an unmissable alarm should CO reach unhealthy levels. Using NFC technology, this smart CO alarm can also connect to your smartphone for complete diagnostics cleverly stored by customer. This alarm is recommended for use anywhere a fuel-burning appliance like a boiler, open fire or gas hob is installed.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> FireAngel Battery FS3328-EUT 10 year SYNC-IT NFC Carbon Monoxide (CO) alarm sealed battery,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/98/503898_wm.jpg,Battery,N,,,,FA3328-EUT,"Carbon Monoxide, Temperature, Humidity",N,Wirelessly transfers diagnostics to smartphone via SYNC IT™ NFC technology,NFC technology provides advanced data extraction,NFC syncs with the Cloud to provide all data in customer portfolio,10 year lifespan,With 10 year sealed for life lithium battery,,,,,"Offers clear, loud alarm",Nighttime sensing for reduced heartbeat intensity and auto sleep easy chirp silencing,Memory function provides visual indication of previous alarm activation,Ventilate pre-alarm warning low-level monitoring function,Integrated mounting plate with single-point fixing,BSI Kitemark approved,,,,,,"Any room with a fuel burning appliance e.g. boiler, open fires, gas hob or a flue","Carbon Monoxide, Temperature, Humidity",10 Year,3V DC,,,,,,,,,
130,P693174,Javac Veto Pro Pac AX3518 tech pack,Javac,395.82,"Ideal for service calls and small installations, this Javac Veto Pro Pac Tech Pac MC backpack style tool bag is designed for technicians carrying a minimum amount of tools and test meters.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac AX3518 tech pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/75/NW-693174_693175_wm.jpg,Veto Pro Pac,N,,,,AX3518,Tool Bag,N,With 39 vertical tool pockets,Neoprene meter pockets,Interior magnetic screw catcher,2x storage bays,4x storage platforms,,,,,Padded EVA thermoformed ergonomic back padding,8 inch electrical tape strap,Grey pockets for better visibility,Upper pockets on front side for extra tool capacity,"Waterproof, abrasion-resistant hard bottom",Waterproof 3mm polypropylene base,,,,,,,,,,D-rings made of powder coated steel,,,,,,,,203 mm (W) x 330 mm (D) x 432 mm (H)
131,P800824,Regin Kolor Kut REGO03 water finding paste 3oz tube (1),Regin,17.56,"Changing from brown to bright red when in contact with water, Regin Kolor Kut water finding paste is simply applied to a rod or length of string and a plumb weight. Simple yet effective, Kolor Kut is the clear way to find out whether there's water sitting in a deep storage tank.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Regin Kolor Kut REGO03 water finding paste 3oz tube (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/24/NW-800824_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,P667763,Javac Veto Pro Pac Pouches MB2 meter tool pouch,Javac,106.98,"Compact yet spacious, this Javac Veto Pro Pac MB2 clip-on meter tool pouch holds a small selection of meters, analysers and repair tools.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac Pouches MB2 meter tool pouch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/63/NW-667763_wm.jpg,Veto Pro Pac,N,,,,AX3508,Tool Bag,N,Organise multiple job-specific bags,Heavy duty fastenings and clips,Detachable rubber handles,Nylon plastic connection clips,For various size tool pockets,,,,,10x pockets,Clips onto any model Veto tool bag's tape clip or D-Rings,Weatherproof body made of 600-1200 PVC impregnated denier fabric,5 year zero downtime warranty,,,,,,,,,,,,,,,,,,76,0.203,76 mm (W) x 203 mm (D) x 330 mm (H)
133,P667795,Javac Veto Pro Pac TECH PAC blackout tool bag,Javac,437.06,"Designed for stealth, the Javac Tech Pac Blackout is an understated version of the popular Tech Pac. Incorporating Veto Pro Pac's V-SWAP system, this spacious tool bag has removable front and back tool and meter pockets, allowing for personalisation to suit the day ahead.",Trade Essentials/Van and Site Essentials/Van and Site Essentials.csv -> Javac Veto Pro Pac TECH PAC blackout tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/95/667795_wm.jpg,Veto Pro Pac,N,,,495 x 330 x 250 mm,AX3561,Tool Bag,N,With vertical tool pockets,Includes 46x interior and exterior pockets of various sizes,Upper pockets on front side for added tool capacity,"8"" electrical tape strap",2x storage bays,,,,,4x storage platforms,Manifold gauge and hose storage pocket,4x large and 5x small D-rings,Stainless steel tape clip holder on exterior,,,,,,,,,,,,,,,,,,,,
