,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Part Gas Council number,Attachment 1,By Model Number,Body Material,Attachment 2,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Pack Quantity,Range,Attachment 3,Range For Use With,Weight,Warranty,Depth (mm),Flue Type,Flue Diameter,Flue Length,Flue Size,For Use With
21,P501117,Vaillant 20148381 gas section with regulator,Vaillant,234.39,"A genuine Vaillant part, this gas valve is compatible with ecoTEC VU (condensing) and ecoTEC VUW (condensing) boilers.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 20148381 gas section with regulator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/17/501117_wm.jpg,N,"ecoTEC plus 612 VU 126/5-5 A R4, ecoTEC plus 612 VU 126/5-5 R4, ecoTEC plus 615 VU 156/5-5 R2, ecoTEC plus 618 VU 186/5-5 LPG, ecoTEC plus 630 VU 306/5-5, ecoTEC plus 824 VUW 246/5-5 R2, ecoTEC plus 835 VUW 306/5-5 R6, ecoTEC plus 612 VU 126/5-5 R1, ecoT",Gas Assembly,"ecoTEC VU (condensing), ecoTEC VUW (condensing)",0020148381,Gas Valve,N,,,"ecoTEC pl,ecoTEC plus 615 VU 156/5-5 R4,ecoTEC plus 612 VU 126/5-5 R6,ecoTEC plus 615 VU 156/5-5 R1,ecoTEC plus 618 VU 186/5-5 A R4 LPG,ecoTEC plus 612 VU 126/5-5 R1,ecoTEC plus 618 VU 186/5-5 A R4,ecoTEC plus 615 VU 156/5-5 R6,ecoTEC plus 612 VU 126/5-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P501118,Vaillant gas section,Vaillant,177.4,"A genuine Vaillant part, this gas valve is compatible with ecoTEC VU (condensing) and ecoTEC VUW (condensing) boilers.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant gas section,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/18/501118_wm.jpg,N,"ecoTEC plus 624 VU 246/5-5 R1, ecoTEC plus 630 VU 306/5-5 LPG, ecoTEC plus 831 VUW 316/5-5 LPG, ecoTEC plus 832 VUW 246/5-5 R6 LPG, ecoTEC plus 832 VUW 326/5-5 R4 LPG, ecoTEC plus 624 VU 246/5-5 A R4, ecoTEC plus 624 VU 246/5-5 R6, ecoTEC plus 630 VU 306",Gas Assembly,"ecoTEC VU (condensing), ecoTEC VUW (condensing)",0020148382,Gas Valve,N,,,"ecoTEC plus 615 VU 156/5-5 R2,ecoTEC plus 615 VU 156/5-5,ecoTEC plus 612 VU 126/5-5 R6,ecoTEC plus 618 VU 186/5-5,ecoTEC plus 612 VU 126/5-5 A R4,ecoTEC plus 612 VU 126/5-5 R2,ecoTEC plus 618 VU 186/5-5 A R4,ecoTEC plus 618,ecoTEC plus 615 VU 156/5-5 R6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P500170,Vaillant 193593 fan,Vaillant,253.71,"A Vaillant branded spare, this fan is suitable for use in ecoTEC VU (condensing), ecoTEC VUW (condensing) and ecoTEC VUI (condensing) boilers.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 193593 fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/70/500170_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P476032,Vaillant 0010033857 auto air vent,Vaillant,17.99,"A Vaillant spare, this automatic air vent is suitable for use in EcoTec Pro, EcoFit Sustain, EcoFit Pure and EcoTec Plus boilers.  A central heating safety device, the air vent releases built up air. As water flows through the system, a float opens or closes the vent depending on the water level. When the system is full the float is pushed to the top, closing the vent until the water level drops.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 0010033857 auto air vent,,,https://www.wolseley.co.uk/wcsstore/WolseleyStorefrontAssetStore/images/NoImageIcon.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P409035,Vaillant 0020132683 diverter valve,Vaillant,173.8,"A Vaillant brand diverter valve compatible with ecoTEC VUW (condensing), ecoTEC VUI (condensing) and ecoTEC VU (condensing) boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 0020132683 diverter valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/35/409035_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_ecoTEC_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P475943,Vaillant 252457 diverter valve,Vaillant,173.05,"This Vaillant replacement diverter valve is suitable for ecoMAX VUW (condensing), TURBOmax VUW (fan-assisted), aquaPLUS VUI (fan-assisted) and ecoTEC VUW (condensing) boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 252457 diverter valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/43/475943_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC_exclsv_832838_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P500184,Vaillant service cock,Vaillant,54.88,"A Vaillant service cock with O-ring and screws for use in the isolation valve of Guernsey/Jersey only (condensing), ecoTEC VUI (condensing) and ecoTEC VUW (condensing) boilers.  Usually situated underneath heating appliances, the isolation valve lets the user regulate the flow of gas and water into a central heating system. It also allows the user to stop the flow in case of a leak or emergency.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant service cock,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/84/500184_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P501632,Vaillant ignition cable,Vaillant,26.42,"This Vaillant ignition cable is a used in the electrodes of Guernsey/Jersey only (condensing), ecoTEC VU (condensing), ecoTEC VUI (condensing) and ecoTEC VUW (condensing) boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant ignition cable,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/32/501632_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_ecoTEC_exclusive_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P501216,Vaillant 0020020018 domestic hot water heat exchanger,Vaillant,130.91,"This Vaillant DHW 13 plate heat exchanger is a genuine replacement part for ecoTEC VUW (condensing) boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 0020020018 domestic hot water heat exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/16/501216_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vaillant_ecoTEC_pro_24-28_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P501462,Vaillant 0020068958 connection tube,Vaillant,54.15,"An official Vaillant part, this connection tube is for use in the heat exchanger of Guernsey/Jersey only (condensing), ecoTEC VU (condensing), ecoTEC VUW (condensing) and ecoTEC VUI (condensing) boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 0020068958 connection tube,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/62/501462_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P498964,Vaillant syphonic condensate trap,Vaillant,28.69,"A replacement condensate trap for Vaillant ecoTEC VUW (condensing), ecoTEC VU (condensing) and ecoTEC VUI (condensing) boilers.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe connected to the condensate trap sends held water out of the property. This pipe is ordinarily made of plastic that can withstand the low levels of acid present due to CO2 from the combustion process dissolving in the water.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant syphonic condensate trap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/64/498964_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P476254,Vaillant pressure gauge,Vaillant,22.27,"This Vaillant pressure gauge is compatible with ecoTEC VUW (condensing), ecoTEC VU (condensing) and ecoTEC VUI (condensing) boilers.  A pressure gauge gives a visual measurement of the pressure in a system. Ordinarily a leak in your system will show as a consistent pressure drop.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant pressure gauge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/54/476254_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P417348,Vaillant 10045247 maintenance kit flange gasket,Vaillant,25.94,"A genuine Vaillant spare, this flange gasket maintenance kit is for the repair of the heat exchanger section of domestic boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 10045247 maintenance kit flange gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/48/417348_wm.jpg,N,,Heat Exchanger,Domestic Boilers,0010045247,,N,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
