,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Sector,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13
93,PD90043,Intatec HTM Taps wall mounted lever hospital tap Chrome,Intatec,543.04,"Suitable for installation where hygiene and infection control must be considered, the Intatec HTM 64 lever-operated thermostatic hospital tap is designed for clean use in clinical settings. Operated with a long lever that can be pushed on using an elbow, this 128mm spout tap has a safe-touch surface to prevent scalding. Smooth surfaces, meanwhile, make cleaning easy and minimise bacteria traps. HTM 64 is installed with a simple flushing method and has a single-piece removable cartridge and supply isolating valves that are accessed without taking off the tap for easier, faster maintenance. An optional removable spout model is also available for auto-claving where required.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Intatec HTM Taps wall mounted lever hospital tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/43/NW-D90043_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Intatec_HTM_Tap_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Intatec_Thermostatic_Mixer_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D90043_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PD27227,Bristan Infrared infra red automatic basin spout,Bristan,288.0,"Bristan's infrared automatic basin tap encourages good hand hygiene standards to help infection prevention and control. Non-touch and easy to use, they are great in washrooms and this spout can be mains or battery powered for versatile applications.  You really can count on Bristan infrared taps as they are designed to be simple to use and engineered to last for peace of mind.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Bristan Infrared infra red automatic basin spout,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/27/NW-D27227_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Infrared_BasinSpout_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D27227_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D27227_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PD72468,INFRARED TEMP CONTROL AUTO BASN SPOUT CH,Bristan,363.0,"Designed to support infection control measures, this Bristan Infrared temperature controlled basin spout offers hygienic and convenient touch-free operation. This motion sensor tap is suitable for high pressure plumbing systems and is compatible with mains or battery power, providing a range of installation options. Made of highly robust brass with a chrome finish, this deck-mounted tap has automatic timed turn-off for water economy.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> INFRARED TEMP CONTROL AUTO BASN SPOUT CH,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/68/NW-D72468_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D72468_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D72468_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D72468_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PC29710,"Ideal Standard Markwick bib taps 1/2"" Chrome Plated",Ideal Standard,204.35,"Reliably safe, this pair of Ideal Standard Markwick 1/2"" bib taps is suitable for installation in healthcare premises. Designed for wall-mounted installation, these taps offer dual control operation via two simple, easy to use levers and a robust brass construction with chrome finish. Markwick bib taps are compatible with both high and low pressure water systems.","Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Markwick bib taps 1/2"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/10/NW-C29710_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/IS_Markwick_Contour_21+_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwick_S8270AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PD64423,Intatec Non Concussive  standard basin tempreature regulator single,Intatec,154.46,"Helping to minimise water waste in public washrooms, the Intatec non-concussive basin-mounted tap with adjustable temperature control is compatible with Inta thermostatic mixing valves. Offering simple manual operation via a control knob, this tap closes automatically after 15 seconds for improved water economy. The temperature of the supplied water is adjusted by simply twisting the control knob.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Intatec Non Concussive  standard basin tempreature regulator single,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/23/NW-D64423_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Intatec_NC180CP_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_NC180CP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Intatec_NC180CP_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PC16551,Delabie Tempomix timeflow basin mixer tap plus valves 15mm,Delabie,218.58,"Reducing water use by a huge 85%, the Delabie Temponix time flow mixer with scale-resistant flow straightener and maximum temperature limit combines economy and safety in one deck-mounted tap. Finished in chrome, this smart mixer offers soft-touch operation via an intuitive push button.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Delabie Tempomix timeflow basin mixer tap plus valves 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/51/NW-C16551_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Delabie_NT795V2_NT74378_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Delabie_US_Eng_79500015_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PB62123,Ideal Standard Markwik 21+ tap hole panel mounted time flow and spout,Ideal Standard,1068.24,"Clean and practical, the Ideal Standard Markwik 21+ thermostatic basin mixer with lever includes sequential control to draw hot and cold through with every use. While insulated technology keeps the hot side of the mixer at a safe temperature and a built-in thermal cleanse and BioGuard outlet provides every day safety, a detachable spout allows for autoclave or washer disinfector sterilisation to prevent cross contamination.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Markwik 21+ tap hole panel mounted time flow and spout,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/23/NW-B62123_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwik_21+_A6684AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Markwik21_Mixer_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PC15123,"Delabie Securitherm exposed valve mixer shower 3/4"" x 150mm",Delabie,308.11,"Suitable for use by those with reduced mobility, the Delabie Securitherm 3/4"" x 150mm thermostatic sequential shower mixer is a popular choice for healthcare facilities, including hospitals and retirement and care homes. Controlled with a lever, this wall-mounted chrome mixer incorporates a range of security features, including a water supply failsafe and thermal insulation to help reduce the risk of scalding during use.","Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Delabie Securitherm exposed valve mixer shower 3/4"" x 150mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/23/NW-C15123_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Delabie_Securitherm_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Delabie_Securitherm_ShowerMixer_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,P171622,Reliance Valves Ausimix Compact 2 in 1 thrmostatic mixing valve 22mm,Reliance Valves,103.56,"Offering versatile protection from the dangers of scalding, RWC Ausimix Compact 2-in-1 thermostatic mixing valve is made of DZR brass with a nickel-plated finish. This three-port valve offers viton seals and 22mm flat face union connections. Telescopic connectors and SharkBite push-fit connections are also available.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Reliance Valves Ausimix Compact 2 in 1 thrmostatic mixing valve 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/22/NW-171621_171622_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_Ausimix_Compact_TMV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/RWC_Ausimix_TMV2_3_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PD12164,Rada Intelligent Care wall tap with temperature control,Rada,554.46,"This Rada Intelligent Care panel mount tap with non-touch flow (IR) control and temperature (capacitive) is fitted with a smooth bore copper outlet pipe with open bore flow insert and a check valve and filter unit. A range of smart features make this tap an ideal choice for those settings where hygiene and control is important, including programmable temperatures, an automated blend duty flush and cold flush and thermal disinfection and well the option to connect to your building network system for logging.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Rada Intelligent Care wall tap with temperature control,,Tap;Power supply;Rada disable key;Template;Backplate;Adapter;2x connectors;Flush pipe;2x screws;2x nuts;2x check valve;2x filter housing assemblies;4x nuts ;olives;4x wall plugs;4x fixing screws,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/64/NW-D12164_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Rada_MX1_60UK_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Rada_IntelligentCareMX1WallTapInstal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Rada_Programmer_Quick_Start_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PD80390,SILHOUETTE PROFESSIONAL SINK MIXERCHROME,Bristan,105.95,"Operated by a simple single lever, the modern Bristan Silhouette professional sink mixer has a swivel mechanism for use over large-sized double sinks and a pull-down hose with push-button operation for targeted rinsing both in the sink and across the surrounding area. This tough tap is built to last, featuring robust fittings such as internal ceramic disc valves and best-quality metal fixings for long lasting security.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> SILHOUETTE PROFESSIONAL SINK MIXERCHROME,,"1x Tap inc. integral flexible tails, 1x fixing kit, 3x screws, 1x fitting instructions",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/90/D80390_wm.jpg,,,,,,Chrome Plated,8.80 l/min @ 3 bar,1.5,60,230,Silhouette,Contemporary,10 Years,N,,255,High,No,No,Yes,Swivel,Deck Mounted,Lever,"Stainless steel, ABS",1,SI PROSNK C,Kitchen Tap,N,Swivel spout,Professional pull-down hose for easy use,Includes flexible tails and fixing kit,Long life ceramic cartridge for durability and ease of use,High quality metal fixings for secure fitting,Stainless steel and ABS construction,Chrome-plated finish,For deck mounting,Should be installed in accordance with local Water Authority/Water Regulations,10 year warranty,,,
104,PC25025,Ideal Standard Nimbus 21 bib tap connection set (single),Ideal Standard,33.31,"Robustly practical and attractively designed, this Ideal Standard Nimbus 21 exposed bib tap is made of brass with a chrome-plated finish.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Nimbus 21 bib tap connection set (single),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/25/C25025_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Nimbus_21_B1687AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PC98034,Ideal Standard Sensorflow 21 basin deck mounted electronic spout with battery box,Ideal Standard,363.08,"Sensor-operated for hands-free use, the Ideal Standard Sensorflow 21 compact wash basin spout is supplied with battery box for electronic operation. Deck-mounted, this robustly manufactured tap offers vandal-resistant water saving and hygiene for bathrooms in commercial premises.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Sensorflow 21 basin deck mounted electronic spout with battery box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/36/NW-C98034_C98036_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sensorflow_21_A4851AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PC32729,Twyford Sola wall-mounted thermostatic surgeons mixer tap with fixed spout Chrome Plated,Twyford,763.04,"Easy to install and effortless to use, the high performance Twyford basin tap has a stylishly simple design to suit any bathroom, whether in hotels, at home, in schools or public toilets. This deck-mounted tap offers ergonomic operation along with a safe touch single lever.  The adjustable mixer is factory set to deliver water at a pre-set temperature of 41C.  This thermostatic mixer is suitable for installations on all types of plumbing systems, including gravity supplies, fully pumped, modulating combination boiler, unvented water heater and unbalanced supplies i.e. Cold Mains & Tank Fed Hot.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Twyford Sola wall-mounted thermostatic surgeons mixer tap with fixed spout Chrome Plated,,Basin tap;Brass back nuts,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/29/NW-C32729_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_SF1129CP-31CPWRASCertificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_SF1131_2_3_4CP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Sola_SF1131CP-32CP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_Sola_SF1131CP-32CP_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_SF1131CP-33CPTMV3Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PC25032,Ideal Standard Sandringham SL 21 pop up monobloc basin mixer Chrome,Ideal Standard,102.21,"A crowd-pleasing design for installation in modern or traditional bathrooms, this Ideal Standard Sandringham 21 monobloc basin mixer with pop-up waste is fitted with a ceramic disc for smooth operation and long lasting drip-free durability. Chrome-finished, this mixer tap is part of the broad Sandringham 21 range, helping installers, homeowners and developers to create a streamlined look that will suit the majority of interior tastes.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Sandringham SL 21 pop up monobloc basin mixer Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/32/NW-C25032_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_SandringhamSL21B3306AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PC90121,S/FLOW 21 W/M 15CM SPOUT+B/I SENSOR MAIN,Ideal Standard,538.33,"Suitable for public bathroom installations, this Ideal Standard Sensorflow 21 basin tap uses a sensor for hygienic hands-free operation, recognising the presence of the user's hands and delivering water in response. Suitable for use in low pressure, this smart tap is fitted with a 4.7LPM laminar flow regulator and comes with an optional flow guide. Sensorflow 21 is supplied complete with a flexible inlet tail, solenoid valve, combined servicing valve and filter, sensor and solenoid cables and flex connectors, ensuring installation is stress-free.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> S/FLOW 21 W/M 15CM SPOUT+B/I SENSOR MAIN,,Spout;Sensor;Solenoid cables,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/21/NW-C90121_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Sensorflow_21_A4178_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Sensorflow_21_Spout_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PB97292,Ideal Standard Contour 21 exposed thermostatic sequential mixer Chrome,Ideal Standard,905.72,"Suitable for balanced or unbalanced supplies and high or low water pressure systems, the Ideal Standard Contour 21 exposed thermostatic sequential shower mixer is designed for use in commercial premises where robustness and flexibility is important. Fitted with an automatic shut-off function for safety, this DDA compliant mixer has a neat modern design with gloss chrome finish.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Contour 21 exposed thermostatic sequential mixer Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/92/NW-B97292_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Contour21_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21_A4130AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PC15126,"Delabie Premix Nano thermostatic mixer 1/2"" Chromed Body",Delabie,84.96,"Suitable for mixed water distribution at temperatures ranging from 34 to 60°C, the Douglas Delabie Premix Nano 1/2"" thermostatic mixing valve incorporates a variety of features chosen for safety and convenience, including filters and non-return valves. Manufactured in a tough chrome-plated brass, this valve is suitable for the operation of a single shower or up to two taps.","Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Delabie Premix Nano thermostatic mixer 1/2"" Chromed Body",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/26/NW-C15126_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Douglas_Delabie_Premix_Nano_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Douglas_Delabie_Spare_Parts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C15126_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PE82104,Vado Life monobloc basin mixer tap with clic clac waste and flow regulator 5ltr/m,Vado,285.0,"Fitted with an aerator for gentler, more even water delivery, the Vado Life single lever monobloc basin mixer tap with click-clack waste and chrome finish brings a touch of luxe to commercial bathrooms. Offering easy installation, this deck-mounted tap is supplied with flexible pipe connections.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Vado Life monobloc basin mixer tap with clic clac waste and flow regulator 5ltr/m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/04/NW-E82104_wm.jpg,,,,,,Chrome/Metallic,12 L/min,0.2,,105,Life,Modern,12 Years,N,,10.5,Low,No,No,Yes,Fixed,Deck,Lever,Metal,1,LIF100CCFR5CP,Basin Mixer,N,Chrome finish,Single lever,Smooth bodied construction,Supplied with directional water flow aerator,Ceramic cartridge CAR-K35B,"2 x 1/2"" x 400mm flexipipe connections",Deck mount drill hole diameter 35mm,Chrome finish,With click clack waste,Includes flow regulator,Flow rate 12LPM,WRAS approved,12 year warranty
112,PD60497,Intatec Infrared mains operated infrared basin tap,Intatec,274.96,"Providing hygiene and water economy, this Intatec Infrared 6LPM basin tap is ideal for installation in public bathrooms. Simple to use, this sensor-operated chrome tap recognises the presence of a user's hands via infrared technology. This tells a solenoid valve to begin serving water, immediately stopping as hands are removed, helping to minimise water waste.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Intatec Infrared mains operated infrared basin tap,,Tap with infra red sensor;Fixing kit;Copper pipe;Gasket;Solenoid valve;Filter gasket;Battery holder or transformer;2x screws;2x wall plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/97/NW-D60496_D60497_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_IR120CP1_IR121CP1_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Intatec_IR120CP1_IR121CP1_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PC32474,Twyford Sola temperature controlled non-concealed monobloc tap Chrome Plated,Twyford,346.22,"Elegantly designed, this Twyford Sola monobloc basin tap is suitable for commercial or domestic use, offering a fresh chrome finish and practical, safe use with inbuilt temperature control. This deck-mounted tap incorporates non-concussive operation to save on water, ideal for public use.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Twyford Sola temperature controlled non-concealed monobloc tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/74/NW-C32474_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_SF2104CP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_Brassware_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_SF2104CP_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
