,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Pack Quantity,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 1,Attachment 2,Attachment 3,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 4,Attachment 5,Colour,Diameter,Material,Size,Connection Type,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Connection Type 1,Depth (mm),Material Type,Warranty,Finish,Weight,Dimensions mm (H x W x D),Design Type,Shape,Fittings Included
27,P257478,"Center basin waste seal kit 1 1/4""",Center,1.34,"Making installing a basin waste simple, this Center 1 1/4"" basin waste seal kit includes a sealing ring, washer and seating. With no need for paint, mastic or putty, the waste seal kit is suitable for sealing both new and old basin wastes.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Center basin waste seal kit 1 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/78/257478_wm.jpg,,,N,PPSOUW374505,Basin Waste Seal Kit,N,Rubber/plastic construction,Black colour,"Fast, easy fitting",,,,,,,,,,,,,,,,,,Black,,RubberPlastic,,,,,,,,2.0,,,,,,,,
28,PC01008,Thomas Dudley Dudley doughnut shape plate bolts close coupling kit,Thomas Dudley,6.36,This close coupling kit with doughnut washer is a useful set designed to secure a close coupled cistern to a close coupled pan with watertight security.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Thomas Dudley Dudley doughnut shape plate bolts close coupling kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/08/C01008_wm.jpg,,Dudley,N,PTOCCK363765,Close Coupling Kit,N,"Supplied with 1 1/2"" cranked plate, nuts, bolts and standard rubber doughnut washer","For cisterns with 1 1/2"" outlet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PC50014,"Nabis combined waste with overflow and plastic plug 1.1/2"" Stainless Steel",Nabis,3.24,This Nabis plastic bodied waste is supplied with flange plug and chain.,"Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Nabis combined waste with overflow and plastic plug 1.1/2"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/14/C50014_wm.jpg,,,N,WSO33WS,Sink with Overflow and Plug,N,"Includes overflow, chain and flange plug","1 1/2"" BSP x 85mm flange",Stainless steel,Black plastic overflow face,,,,Centre screw fixing (boxed),2 year warranty,,,,,,,,,,,,Black/Stainless Steel,71.9 mm,Stainless Steel,1 1/2,,,,,,,,,,,,,,,
30,PC58985,Masefield Delchem side inlet with adjustable plastic arm,Masefield,5.46,This Masefield Delchem side inlet cistern float valve with adjustable arm is supplied with high pressure and low pressure restrictor seats attached to the float arm.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Masefield Delchem side inlet with adjustable plastic arm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/85/NW-C58985_wm.jpg,,Delchem,N,367015,Float Valve,N,Supplied with adjustable float arm extendable 152 - 229mm,"1/2"" plastic tail",Float supplied separately,Fits most cisterns,,,,Quiet and efficient fill,Reduces water hammer,High pressure seat for 3 - 14 bar water pressure,Low pressure seat for water pressure of 3 bar and under,Approved to BS1212 Part 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P257486,Center flux brushes 3 pack,Center,8.99,"Ideally shaped for applying liquid or paste flux, these Center flux brushes are designed with wooden handles and crimped nylon bristles to minimise the damage done by corrosive substances used when soldering pipes.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Center flux brushes 3 pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/86/257486_wm.jpg,,,N,PHTPLC374588,Flux Brush Pack,N,Pack of 3,With wooden handles,Fine brushes reduce corrosive damage,Ideal for use when soldering pipe with flux paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PC01009,Thomas Dudley Dudley close coupling bolt set - cistern to pan,Thomas Dudley,2.59,This close coupling bolt set is a handy replacement kit designed to secure a close coupled cistern to a close coupled pan.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Thomas Dudley Dudley close coupling bolt set - cistern to pan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/09/C01009_wm.jpg,,Dudley,N,PTOCCS363768,Bolt Set,N,"Supplied with nuts, bolts and washers",Long type bolts,Multiple washers ensure a watertight fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PB97906,"Masefield Epson standard low level flushpipe 18 x 18"" White",Masefield,2.48,A Masefield standard white PVC low-level single piece flush pipe.,"Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Masefield Epson standard low level flushpipe 18 x 18"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/08/NW-B97906_B97908_wm.jpg,,Epson,N,PTOBEN363700,Flush Pipe,N,High quality white PVC,"18 x 18"" size",38mm outside diameter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PC93128,Ideal Standard inlet valve servicing kit - uni/quiet,Ideal Standard,9.25,This Ideal Standard uni//quiet inlet float valve service kit is for use in the maintenance of bayonet fitting inlet valves.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard inlet valve servicing kit - uni/quiet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/28/NW-C93128_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P257483,"Center bath plug 1 3/4"" and chain 18""",Center,3.33,"This simple Center 18"" chrome basin chain is supplied complete with a 1 3/4"" metal plug and triangle. With a chrome finish, this chain can be attached to a steel sink, bath or basin.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Center bath plug 1 3/4"" and chain 18""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/83/257483_wm.jpg,,,N,PPSSTO374511,Plug & Chain,N,Steel construction,Chrome-plated finish,With triangle,With 2x hooks,,,,,,,,,,,,,,,,,Chrome,,Steel,,,,,,,,16,,,,,,,,
36,PQ04010,Hansgrohe Ecostat exposed thermostatic shower Chrome Plated,Hansgrohe,393.84,"The exposed design Hansgrohe Ecostat shower provides a personalised showering experience by regulating the temperature and water quantity to suit your exact preferences and needs. With ergonomic handles and concealed connection, the Ecostat Universal looks great too.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Hansgrohe Ecostat exposed thermostatic shower Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/10/NW-Q04010_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hansgrohe_13116000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_ThermostatAssy_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PC92752,"Ideal Standard Trevi thermostatic tap cartridge 3/4""",Ideal Standard,160.59,"An Ideal Standard Trevi 3/4"" thermostatic cartridge.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard Trevi thermostatic tap cartridge 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/52/NW-C92752_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PB92101,"Thomas Dudley Turbo 88 high two part syphon 6-9ltr 8.5""",Thomas Dudley,23.42,"The Thomas Dudley Turbo 88 high 8.5"" two part siphon is an ideal replacement in most ceramic and plastic cisterns. A 6/7/9L convertible design, this siphon offers easy, fast maintenance.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Thomas Dudley Turbo 88 high two part syphon 6-9ltr 8.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/05/NW-B92100_B92105_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Turbo88_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PC93231,Ideal Standard nozzle (for 505 Chrome Plated),Ideal Standard,7.75,An Ideal Standard aerator for basin mixers and taps.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard nozzle (for 505 Chrome Plated),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/31/NW-C93231_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PD08206,Roca In-Wall roca basic tank lh ag,Roca,141.2,"Measuring 718 x 535 x 138mm, this Roca In-Wall LH basic tank with AG valve (under window) concealed cistern is suitable for installation with floor standing back-to-wall WCs. Convenient and efficient, this system is a great space-saver.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Roca In-Wall roca basic tank lh ag,,Basic tank;AG valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/06/NW-D08206_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D08206_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PD45271,Roca Danube-T T-shower kit Chrome,Roca,261.56,This Roca Danube-T chrome shower kit includes a three function showerhead and promises easy installation using adjustable brackets and easy fix fittings.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Roca Danube-T T-shower kit Chrome,,3 functions hand shower;1.5m hose;Cool touch bar;Adjustable bracket;Easy fix kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/71/NW-D45271_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Danube_T_Shower_Kit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_Danube_T_Shower_Kit_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PD77157,Bristan Spares copper tap tails M10 x 265mm (Pair),Bristan,13.91,A pair of Bristan M10 x 265mm copper tails for QST BAS C taps.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Bristan Spares copper tap tails M10 x 265mm (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/57/NW-D77157_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Bristan_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PD41789,Roca dual push button,Roca,16.11,This Roca dual flush push button for cisterns fits multiple types of flush valves.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Roca dual push button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/89/NW-D41789_wm.jpg,,D2_D,N,AH0001800R,push button,N,Chrome finish,Dual flush,Fits a variety of Roca flush valves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PB00167,Viva Sanitary Skylo button and handle flush valve,Viva Sanitary,21.6,"The compact, cable operated Viva Sanitary Skylo dual flush valve is compatible with both 1 1/2"" and 2"" outlet sizes. With fully adjustable dual flush volumes, an adjustable internal overflow and an easy-fit uni-button for easy maintenance access to the cistern, this valve is a highly practical choice.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Viva Sanitary Skylo button and handle flush valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/67/NW-B00167_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Viva_Sanitary_Skylo_SKY030_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,P171190,Fluidmaster Pro Series lever operated dual flush valve,Fluidmaster,13.75,"A favourite of professional plumbers, the Fluidmaster Pro Series lever operated dual flush valve with 350mm cable fits 1 1/2"" flush outlets.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Fluidmaster Pro Series lever operated dual flush valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/90/NW-171190_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/171190_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PP76429,"Fluidmaster Pro Series Pro45B Brass Be 1/2"" Fill Valve Twinpack",Fluidmaster,24.0,"Professional-grade, the Fluidmaster Pro Series fill valve twin pack includes two valves with bottom entries and 1/2"" heavy duty brass shanks. Easy to install and requiring minimal maintenance, these valves combine high standards of quality with reliably excellent performance.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Fluidmaster Pro Series Pro45B Brass Be 1/2"" Fill Valve Twinpack",,2x bottom entry fill valves,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/07/NW-171207_wm.jpg,,Pro Series,N,P76429 PK,Fill Valve Twin Pack,N,Heavy-duty brass shank,Height adjustable between 230 - 355mm,Ultra quiet operation,Minimal water hammer,,,,Long-life performance,Offers fast refill,Anti-siphon design prevents contamination of water supply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PC93248,"Ideal Standard Sensorflow 21 solenoid valve complete 1/2""",Ideal Standard,108.62,"A complete Ideal Standard Sensor flow 21 1/2"" solenoid valve.","Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Ideal Standard Sensorflow 21 solenoid valve complete 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/48/NW-C93248_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_ASH_Sensorflow_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PB32901,Twyford Nocture cistern fixing assembly,Twyford,41.79,"Made of high quality plastic, this Twyford Nocturne cistern fixing assembly offers easy installation and maintenance.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Twyford Nocture cistern fixing assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/01/NW-B32901_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ForLifeBathrooms_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PJ78044,Grohe bellow for single flush button,Grohe,5.5,A Grohe single air bellow for flush push buttons.,Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Grohe bellow for single flush button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/44/NW-J78044_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grohe_EnjoyWater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P171119,Fluidmaster Pro Series cable dual flush valve 550mm,Fluidmaster,24.2,"A favourite of professional plumbers, the Fluidmaster Pro Series button operated dual flush valve with 550mm cable fits 1 1/2"" flush outlets.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Fluidmaster Pro Series cable dual flush valve 550mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/19/NW-171119_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PD61453,Mira cartridge assembly spare,Mira,227.97,"This Mira shower cartridge improves long term shower performance by decreasing chemical presence in the water and reducing limescale. This cartridge is compatible with Mira Element and Silver Built-in/EV (Mk 2), Symbol, Salute, Odela Kuk and Mira Realm ER models.",Parts and Spares/sub_categories/Plumbing Parts and Spares/Plumbing Parts and Spares.csv -> Mira cartridge assembly spare,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/53/NW-D61453_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Showers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
