,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Pack Quantity,For Use With,Attachment 2,Attachment 3,Attachment 4,Range
22,P410722,Glow-worm printed circuit,Glow-worm,292.45,"This Glow-worm printed circuit board is a genuine spare part for Easicom, Ultimate and Betacom boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm printed circuit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/22/410722_wm.jpg,,N,"Easicom 28, Easicom 24, 35C, 30C, Betacom 2 24, Betacom 28A, Betacom 2 28, Betacom 24A",Control Panel,"Easicom, Ultimate, Betacom",726828,"Betacom 2 24,35C,Betacom 24A,30C,Betacom 28A,Easicom 28,Betacom 2 28,Easicom 24",0020118138,Printed Circuit Board,N,,,,,,,,
23,P441793,Glow-worm S227035 fan assembly,Glow-worm,348.65,"This replacement Glow-worm fan assembly is compatible with Micron units.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm S227035 fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/93/441793_wm.jpg,,N,"70FF, 70FF, 80FF, 80FF",Fan Combustion Chamber,Micron,E24976,"70FF,80 FF",S227035,Fan Assembly,N,,,,,,,,
24,P443710,Glow-worm burner seal,Glow-worm,20.1,"This genuine Glow-worm burner seal is suitable for Flexicom, Ultimate and British Gas boilers.  The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm burner seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/10/443710_wm.jpg,,N,"24HX, 30CX, 35CX, 24H, 12HX, 18SX, 30SX, BG330+, 15HX, 24CX, 18HX, 30HX",Gas Assembly,"Flexicom, Ultimate, British Gas",H42719,"24CX,35CX,18HX,15HX,24HX,30SX,30CX,12HX,24H,BG330,30HX,18SX",0020020729,Burner Seal,N,,,,,,,,
25,P441792,Glow-worm S227034 fan assembly,Glow-worm,290.43,"A Glow-worm branded spare, this fan is suitable for use in Micron boilers.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm S227034 fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/92/441792_wm.jpg,,N,"50FF, 50FF, 60FF, 60FF",Fan Combustion Chamber,Micron,E24975,"50FF,60FF",S227034,Fan,N,,,,,,,,
26,P443713,Glow-worm 0020020735 gas section,Glow-worm,247.14,"A replacement gas valve for Glow-worm Flexicom, British Gas and Ultimate appliances.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0020020735 gas section,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/13/443713_wm.jpg,,N,"30CX, 30HX, 12HX, 18SX, BG330+, 15HX, 18HX, 24CX, 24HX, 30SX, 24H",Gas Assembly,"Flexicom, British Gas, Ultimate",H42724,"18HX,24CX,15HX,24HX,30SX,30CX,24H,12HX,BG330,30HX,18SX",0020020735,Gas Valve,N,,,,,,,,
27,P440319,Glow-worm ultimate 2 fuse type printed circuit board,Glow-worm,227.17,"A genuine Glow-worm printed circuit board for Ultimate, Micron, Protherm, Ikon and Xeon boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm ultimate 2 fuse type printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/19/440319_wm.jpg,,N,"60FF S.I.T, 120FF, 70FF, 80FF LPG, 40FF, 40FF, 50FF, 60FF, 60FF LPG, 40-50 CI, 40FF LPG, 50FF LPG, 70FF, 40-50 CI From Ser No.0204001, 60-80 CI From Ser No.0204001, 60-80 CI From Ser No.0104001, 100 FF, 100 FF, 50FF, 60FF HONEYWELL, 80FF, 120FF, 60-80 CI",Control Panel,UltimateMicronProthermIkonXeon,792722,"60FF,80 FF,50FF,60-80 CI From Ser No.0204001,40FF,120FF,60-80 CI From Ser No.0104001,40-50 CI,60FF S.I.T,40-50 CI From Ser No.0204001,100 FF,50FF LPG,40FF LPG,60FF LPG,60-80 CI",S900847,PCB,N,,,,,,,,
28,P441917,Glow-worm single fuse type PCB,Glow-worm,209.46,"A genuine Glow-worm printed circuit board for Economy Plus, Fuelsaver UFB, Ultimate, Micron, Spacesaver KFB, Xeon and Spacesaver Complheat boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm single fuse type PCB,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/17/441917_wm.jpg,,N,"80F, 60F, 50FF, 50FF LPG, 70FF, 80FF, 30F, 100FF, 40, 100 FF, 120 FF, 40FF, 60FF HONEYWELL, 120FF, 80FF, 120FF, 40, 20, 60FF S.I.T, 50 FF, 30FF, 30F, 30, 30, 70, 80FF, 50FF, 40F, 50F, 70, 100 FF, 30FF, 30FF LPG, 40FF, 60FF LPG, 120 FF, 24FF, 40F, 80F, 60",Control Panel,"Economy Plus, Fuelsaver UFB, Ultimate, Micron, Spacesaver KFB, Xeon, Spacesaver Complheat",313301,"70FF,50FF,80 FF,24 FF,30F,40F,30FF,50F,60F,80F,60FF HONEYWELL,80FF LPG,100 FF,50FF LPG,70,40FF LPG,60FF LPG,50,30,60FF,30FF LPG,40FF,120FF,60FF S.I.T,60,40,20",S900817,Printed Circuit Board,N,,,,,,,,
29,P443793,Glow-worm appliance interface,Glow-worm,151.66,"This Glow-worm interface board is suitable for use in Flexicom and Ultimate boilers.  The control centre of a boiler, the printed circuit board (PCB), or interface board, monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm appliance interface,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/93/443793_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Glow-worm_Flexicom_Installation.pdf,,,,,,,,,,,,,,,,,
30,P796950,Glow-worm 0010047390 energy PCB (1),Glow-worm,193.21,"A genuine Glow-worm spare part, this Energy PCB is designed for use in Betacom, Betacom 4, Energy, Energy 2, Energy 7 and Easicom boiler units.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0010047390 energy PCB (1),,PCB,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/50/796950_wm.jpg,,N,,Control Panel,BetacomBetacom 4EnergyEnergy 2Energy 7Easicom 2Easicom 3EssentialHomeSustainUltimate 2Ultimate 3,n/a,,0010047390,,N,,,1,,,,,
31,P485888,Glow-worm 2000802664 gas valve,Glow-worm,268.2,"This Glow-worm gas valve is suitable for use in Eden, Ultracom, CXI and SXI boilers.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 2000802664 gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/88/485888_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Glow-worm_DungsGasValve_Instruction.pdf,,,,,,,,,,,,,,,,,
32,P417933,Glow-worm 0010035666 pump,Glow-worm,291.72,"A genuine Glow-worm spare part, this pump is designed for use in Ultracom 2 boiler units.  The pump moves heated water around a boiler, via the heat exchangers and into the radiators or hot taps. The pump is normally located before the diverter valve in a combi to allow circulation through a heating and hot water system.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 0010035666 pump,,Pumpscrewgasket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/33/417933_wm.jpg,,N,,Hydraulics,Ultracom 2,n/a,,0010035666,,N,,,,,,,,
33,P442158,Glow-worm plate to plate heat exchanger,Glow-worm,153.18,"This Glow-worm heat exchanger is a genuine replacement part for CXI and Eden appliances.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm plate to plate heat exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/58/442158_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Glow-worm_24_30_38_CXI_Installation.pdf,,,,,,,,,,,,,,,,,
