,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Size,Connection Type,Diameter,Weight,Hazardous,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Angle,Range,Body Material,Handle Type,Seal Material,Feature 7,Feature 8,End Connection B size,Connection Type 2,Material Type
115,PP96622,"TP RB0.GOL 90deg abs elbow 3/4""",TP,6.57,"This TP RB0.GOL 3/4 x 3/4"" 90° elbow is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.GOL 90deg abs elbow 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/30/NW-P96621_P96630_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PP56347,"Durapipe female iron/male iron adaptor 3/4""",Durapipe,1.85,"Suitable for pressurised irrigation, this Durapipe ABS 3/4"" female iron/male iron adapter can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe female iron/male iron adaptor 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ab/s)/Adaptor female plain-male threaded (ABS)_wm.jpg,,,,,,0.13491,N,WRAS,Equal,3/4,3/4,ABS (Acrylonitrile Butadiene Styrene),3/4,Solvent Weld,SAM60250,Pipe Adaptor,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
117,PP56027,"Durapipe 90degree abs elbow 3/4""",Durapipe,1.39,"Suitable for pressurised irrigation, this Durapipe ABS 3/4"" 90° elbow can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe 90degree abs elbow 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS 90d elbow image_wm.jpg,,,3/4 in,Solvent weld,3/4,0.27231,N,WRAS,Equal,3/4,3/4,ABS (Acrylonitrile Butadiene Styrene),3/4,Solvent Weld,SGO40250,Elbow,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,90,,,,,,,,,
118,PP56148,"Durapipe abs socket union 1""",Durapipe,6.76,"Suitable for pressurised irrigation, this Durapipe ABS 1"" socket union can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs socket union 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS socket union image_wm.jpg,,,1 in,Solvent weld,1,0.21486,N,WRAS,Equal,1,1,ABS (Acrylonitrile Butadiene Styrene),1,Solvent Weld,SBO40320,Socket Union,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
119,PP96745,"TP RB0.MAR abs socket adaptor (bsp) 1.1/2""",TP,31.57,"This TP RB0.MAR 1 1/2 x 1 1/2"" socket adapter is made of high impact, highly elastic ABS and includes a stainless steel A2 reinforcing ring and plain/BSP threaded connection. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.MAR abs socket adaptor (bsp) 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/46/NW-P96741_P96746_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PP96628,"TP RB0.GOL 90deg abs elbow 3""",TP,88.63,"This TP RB0.GOL 3 x 3"" 90° elbow is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.GOL 90deg abs elbow 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/30/NW-P96621_P96630_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PP10128,Durapipe SuperFLO 90deg ABS elbow 32mm,Durapipe,10.76,"Made of ABS, this Durapipe SuperFLO 90° plain elbow is supplied with a 32mm plain end connection.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe SuperFLO 90deg ABS elbow 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/30/NW-P10126_P10130_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Durapipe_Superfloabs_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PP96690,"TP RB0.RCL abs reducing bush 3/4 x 1/2""",TP,4.27,"This TP RB0.RCL 3/4 x 1/2"" reducing bush is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.RCL abs reducing bush 3/4 x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/98/NW-P96690_P96698_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PP56167,"Durapipe abs cap 3/4""",Durapipe,1.19,"Suitable for pressurised irrigation, this Durapipe ABS 3/4"" cap can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs cap 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS Cap image_wm.jpg,,,,,3/4,0.17030,N,WRAS,Equal,3/4,3/4,ABS (Acrylonitrile Butadiene Styrene),3/4,Solvent Weld,SCA40250,Cap,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
124,PP27091,"Durapipe AVF epdm abs double union ball valve 1.1/2""",Durapipe,87.71,"This Durapipe ABS (acrylonitrile butadiene styrene) lever operated ball valve is ideal for use in pressurised irrigation systems, drinking water, chemical installations and for water treatment. It includes 1.1/2"" solvent weld connections. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe AVF epdm abs double union ball valve 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/92/NW-P27091_P27092_wm.jpg,,,1 1/2,Solvent weld,1 1/2,0.48087,N,,,,,,,,S7240500,Ball Valve,N,Ductile at low temperatures,Fully matched valve offering,Various control options available,Various seal options available,25 year design life,,,AVF,ABS (Acrylonitrile Butadiene Styrene),Lever,EPDM,,,,,
125,PP10054,Durapipe SuperFLO ABS socket 40mm,Durapipe,10.81,"Offering easy installation and good resistance to high temperatures, this Durapipe SuperFLO 40mm plain socket with plain ends is made of robust ABS.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe SuperFLO ABS socket 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/56/NW-P10051_P10056_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Durapipe_Superfloabs_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PP56127,"Durapipe 90degree abs equal tee 3/4""",Durapipe,1.85,"Suitable for pressurised irrigation, this Durapipe ABS 3/4"" 90° equal tee can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe 90degree abs equal tee 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS Tee image_wm.jpg,,,3/4 in,Solvent weld,3/4,30.00000,N,WRAS,Equal,3/4,3/4,ABS (Acrylonitrile Butadiene Styrene),3/4,Solvent Weld,STI40250,tee,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,90,,,,,,,3/4,,
127,PP96694,"TP RB0.RCL abs reducing bush 1.1/2 x 1""",TP,9.11,"This TP RB0.RCL 1 1/2 x 1"" reducing bush is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.RCL abs reducing bush 1.1/2 x 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/98/NW-P96690_P96698_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PP56238,"Durapipe socket 1""",Durapipe,3.34,"Suitable for pressurised irrigation, this Durapipe ABS 1"" socket can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe socket 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ab/s)/Socket plain-threaded(abs)_wm.jpg,,,1 in,Threaded,,0.16296,N,WRAS,Equal,1,1,ABS (Acrylonitrile Butadiene Styrene),1,Solvent Weld,SMA60320,Socket,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
129,PF66558,Polypipe Solvent Weld Waste - ABS straight coupling 50mm White,Polypipe,8.2,"Made of white ABS, this Polypipe straight coupling with 50mm solvent weld connections is suitable for domestic applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Polypipe Solvent Weld Waste - ABS straight coupling 50mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/58/NW-F66558_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PP56230,"Durapipe ABS barrel nipple (bsp) 1.1/2""",Durapipe,4.22,"Suitable for pressurised irrigation, this Durapipe ABS 1 1/2"" barrel nipple can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe ABS barrel nipple (bsp) 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_b/n6/S BN6_wm.jpg,,,,,,70.00000,N,WRAS,Equal,1-1/2,1 1/2,ABS (Acrylonitrile Butadiene Styrene),1 1/2,Solvent Weld,SBN60500,Barrel Nipple,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
131,PP56228,"Durapipe ABS barrel nipple 1""",Durapipe,2.82,"Suitable for pressurised irrigation, this Durapipe ABS 1"" barrel nipple can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe ABS barrel nipple 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_b/n6/S BN6_wm.jpg,,,,,,0.21608,N,WRAS,Equal,1,1,ABS (Acrylonitrile Butadiene Styrene),1,Solvent Weld,SBN60320,Barrel Nipple,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
132,PF66466,Polypipe Solvent Weld Waste - ABS ABS socket plug 40mm White,Polypipe,5.74,"Made of white ABS, this Polypipe socket plug with 40mm solvent weld connections is suitable for domestic applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Polypipe Solvent Weld Waste - ABS ABS socket plug 40mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/66/NW-F66466_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PP56350,"Durapipe female iron/male iron adaptor 1.1/2""",Durapipe,4.58,"Suitable for pressurised irrigation, this Durapipe ABS 1 1/2"" female iron/male iron adapter can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe female iron/male iron adaptor 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ab/s)/Adaptor female plain-male threaded (ABS)_wm.jpg,,,,,,0.13491,N,WRAS,Equal,1-1/2,1 1/2,ABS (Acrylonitrile Butadiene Styrene),1 1/2,Solvent Weld,SAM60500,Pipe Adaptor,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
134,PP56150,"Durapipe abs socket union 1.1/2""",Durapipe,11.36,"Suitable for pressurised irrigation, this Durapipe ABS 1 1/2"" socket union can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> Durapipe abs socket union 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS socket union image_wm.jpg,,,1-1/2 in,Solvent weld,1 1/2,0.21486,N,WRAS,Equal,1-1/2,1 1/2,ABS (Acrylonitrile Butadiene Styrene),1 1/2,Solvent Weld,SBO40500,Socket Union,N,Lightweight ABS construction,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,,,,,,,
135,PP96648,"TP RB0.MAL abs socket 3""",TP,67.21,"This TP RB0.MAL 3 x 3"" socket is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/ABS Pipe Fittings/ABS Pipe Fittings.csv -> TP RB0.MAL abs socket 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/50/NW-P96648_P96650_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
