,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Connection Type,Range,Hazardous,Material,Size,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Handle Type,Material Type,Pack Quantity,Nut Types,Washer Type,Screw / Bolt Type,Set Type,Screw / Bolt Length,Screw / Bolt Sizes,Drive,Bolt Type,Total Pack Quantity
0,PF16200,Center CB Weld Cement 102400 tin solvent cement 250ml (1),Center CB,6.25,"Suitable for a wide range of applications, this Center CB solvent cement forms a welded joint in plastic pipes.",School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> Center CB Weld Cement 102400 tin solvent cement 250ml (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/00/NW-F16200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Drainage_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/F16200_Safety Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/CENTER_BRAND_F16200_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT87125,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 50mm x M10 (100 per bag),JET Range,1.87,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 50mm x M10 (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/25/NW-T87125_wm.jpg,,,,,,XOX,N,Steel,M10 x 50mm,HTBMET01000050Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,100 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,50,M10,Hexagon,,
123,PT83565,JET Range zinc plated cold form hex nut (grade 8) (m6) (500 per bag),JET Range,0.08,This JET Range M6 size cold form hexagon nut is made of steel with a bright zinc finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated cold form hex nut (grade 8) (m6) (500 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/70/NW-T83565_T83570_wm.jpg,,,,,,,N,Steel,M6,.6MNXFOZ,Hex Nut,N,,Reliable,Easy to replace,Grade 8 steel material,Bright zinc-coated,,,,BZP Steel,500 per bag,Hexagon,,,,,,,,
124,PT87157,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 75mm (m16) (25 per bag),JET Range,6.21,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 75mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,,XOX,N,Steel,M16 x 75mm,HTBMET01600075Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,75,M16,Hexagon,,
125,PT87154,JET Range XOX nut and bolt grade 8.8 M16 x 60mm BZP (50 per bag),JET Range,5.3,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX nut and bolt grade 8.8 M16 x 60mm BZP (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,,XOX,N,Steel,M16 x 60mm,HTBMET01600060Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,50 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,60,M16,Hexagon,,
126,PT83585,JET Range zinc plated b-washer (m6) (1000),JET Range,0.05,Jet flat washer is of made of steel material with bright zinc plate coating. Plain edge form B manufactured to DIN125.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated b-washer (m6) (1000),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/90/NW-T83584_T83590_wm.jpg,,,,,,,N,Steel,M6,.6MWFBOZ,Washers,N,,Reliable,Easy to replace,,,,,,BZP Steel,1000,,Flat Washer,,,,,,,
127,PT87136,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 60mm (m12) (100 per bag),JET Range,2.66,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 60mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/38/NW-T87132_T87138_wm.jpg,,,,,,XOX,N,Steel,M12 x 60mm,HTBMET01200060Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,100 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,60,M12,Hexagon,,
128,PT85720,"Rothenberger Heavy Duty 70155 heavy duty pipe wrench 24""",Rothenberger,178.27,"Screwing, loosening and securing steel pipes up to 89mm in diameter, this Rothenberger 600mm length pipe wrench is suitable for use in a wide range of applications. Withstanding rough site conditions, this wrench has durable forged jaws which, along with its hooks, are easy to replace when worn out, saving on the cost of a whole new wrench.","School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> Rothenberger Heavy Duty 70155 heavy duty pipe wrench 24""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/20/NW-T85720_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT85832,"Rothenberger aluminium pipe wrench 24""",Rothenberger,237.78,"Traditionally designed, this Rothenberger 600mm pipe wrench is made of aluminium and has its wrench head opening located parallel to the handle. This wrench turns threaded pipe and pipe fittings for easy installation or removal.","School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> Rothenberger aluminium pipe wrench 24""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/32/NW-T85831_T85832_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT80180,JET Range anti corrosion tape 100mm x 10m roll,JET Range,20.29,This JET Range 105mm anti-corrosion tape is designed to protect steelwork pipe and metal fittings. It is made of a non-rotting synthetic fibre fabric which has been impregnated and coated with a compound based on petrolatum and inert fillers.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range anti corrosion tape 100mm x 10m roll,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/80/NW_T80180_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/v2/Anti Corrossion Tape V2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT83611,JET Range zinc plated penny washer 25mm (m10) (500),JET Range,0.16,Jet penny washer is made of steel material with bright zinc plate coating.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated penny washer 25mm (m10) (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/14/NW-T83611_T83614_wm.jpg,,,,,,,N,Steel,25 mm,.10M25WMGOZ,Penny,N,,Reliable,Easy to replace,,,,,,BZP Steel,500,,Penny Washer,,,,,,,
132,PT83605,JET Range zinc plated penny washer 25mm (m6) (500),JET Range,0.16,Jet penny washer is made of steel material with bright zinc plate coating.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated penny washer 25mm (m6) (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/06/NW-T83605_T83606_wm.jpg,,,,,,,N,Steel,25 mm,.6M25WMGOZ,Penny,N,,Reliable,Easy to replace,,,,,,BZP Steel,500,,Penny Washer,,,,,,,
133,PT87123,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 40mm (m10) (100 per bag),JET Range,1.53,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 40mm (m10) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/23/NW-T87123_wm.jpg,,,,,,XOX,N,Steel,M10 x 40 mm,HTBMET01000040Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,100 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,40,M10,Hexagon,,
134,PT83606,JET Range zinc plated penny washer 30mm (m6) (250),JET Range,0.25,Jet penny washer is made of steel material with bright zinc plate coating.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated penny washer 30mm (m6) (250),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/38/580738_wm.jpg,,,,,,,N,Steel,30mm,.6M30WMGOZ,Penny,N,,Reliable,Easy to replace,,,,,,BZP Steel,250,,Penny Washer,,,,,,,
135,PT87155,JET Range XOX nut and bolt grade 8.8 M16 x 65mm BZP (25 per bag),JET Range,5.63,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX nut and bolt grade 8.8 M16 x 65mm BZP (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,,XOX,N,Steel,M16 x 65mm,HTXOXM01600065Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,25 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,65,M16,Hexagon,,
136,PT83612,JET Range zinc plated penny washer 30mm (m10) (250),JET Range,0.21,Jet penny washer is made of steel material with bright zinc plate coating.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated penny washer 30mm (m10) (250),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/14/NW-T83611_T83614_wm.jpg,,,,,,,N,Steel,30mm,.10M30WMGOZ,Penny,N,,Reliable,Easy to replace,,,,,,BZP Steel,250,,Penny Washer,,,,,,,
137,PT83608,JET Range zinc plated penny washer 25mm (m8) (500),JET Range,0.16,Jet penny washer is made of steel material with bright zinc plate coating.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated penny washer 25mm (m8) (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/09/NW-T83608_T83609_wm.jpg,,,,,,,N,Steel,25 mm,.8M25WMGOZ,Penny,N,,Reliable,Easy to replace,,,,,,BZP Steel,500,,Penny Washer,,,,,,,
138,P115260,JET Range aluminium tape 40 micron 100mm 45mtr,JET Range,14.75,"Ideal for use in HVAC applications, this JET Range 100mm aluminium tape combines performance and usability thanks to an enhanced 40 micron thick soft aluminium surface, more resistant to tearing and offering higher thermal resistance compared to the more commonly found 30 micron tapes. With an easy-release liner for stress-free application, this tape is ideal for sealing foil-faced insulation products such as pipe insulation, aluminium insulation boards and flexible air duct seams and connections.",School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range aluminium tape 40 micron 100mm 45mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/60/NW-115260_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_115259-115260_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT83589,JET Range zinc plated b-washer (m16) (250),JET Range,0.4,Jet flat washer is of made of steel material with bright zinc plate coating. Plain edge form B manufactured to DIN125.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range zinc plated b-washer (m16) (250),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/90/NW-T83584_T83590_wm.jpg,,,,,,,N,Steel,M16,.16MWFBOZ,Form B,N,,Reliable,Easy to replace,,,,,,BZP Steel,250,,Flat Washer,,,,,,,
140,PT87121,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 30mm (m10) (100 per bag),JET Range,1.25,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 30mm (m10) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/21/NW-T87121_wm.jpg,,,,,,XOX,N,Steel,M10 x 30 mm,HTBMET01000030Z,Assortment Sets,N,,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,BZP Steel,100 per bag,Hex Nut,,Hex Head Bolt,Nut and Bolt,30,M10,Hexagon,,
141,PM97927,JET Range Stud Bolt stud bolt BZP M10 60mm (500),JET Range,0.49,"Manufactured in 4.8 grade BZP-coated mild steel, this JET Range M10 x 60mm stud bolt offers fast, consistent and high quality installation. Pre-cut to the most commonly used sizes, these stud bolts save on time and waste and ensure unbeatable accuracy.",School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> JET Range Stud Bolt stud bolt BZP M10 60mm (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/32/NW-M97924_M97932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_M97924-32_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT85830,"Rothenberger Heavy Duty 70154 heavy duty pipe wrench 18""",Rothenberger,96.27,"Screwing, loosening and securing steel pipes up to 73mm in diameter, this Rothenberger 99 x 55mm, 450mm length pipe wrench is suitable for use in a wide range of applications. Withstanding rough site conditions, this wrench has durable forged jaws which, along with its hooks, are easy to replace when worn out, saving on the cost of a whole new wrench.","School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> Rothenberger Heavy Duty 70154 heavy duty pipe wrench 18""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/30/NW-T85830_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,P689001,Rothenberger SPK plier set 3 piece,Rothenberger,66.63,"Ideal for twisting pipes or nuts in confined locations, this Rothenberger SPK water pump pliers set includes 175, 250 and 300mm tools. Long and narrow, these pliers are equipped with self-clamping jaws and are non-slip, even on smooth tube surfaces.",School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> Rothenberger SPK plier set 3 piece,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/01/NW-689001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rothenberger_Hand Tools_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT85921,"Rothenberger Stillson 70355 pipe wrench 24""",Rothenberger,146.71,"Screwing, loosening and securing pipes with diameters of up to 73mm, this Rothenberger Stillson 600mm one-handed pipe wrench offers optimised double suspension for safer self-clamping. It includes a hardened adjusting nut, helping to prevent unintentional adjustment.","School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> Rothenberger Stillson 70355 pipe wrench 24""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/21/NW-T85919_T85921_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT85831,"Rothenberger aluminium pipe wrench 18""",Rothenberger,149.52,"Traditionally designed, this Rothenberger 450mm pipe wrench is made of aluminium and has its wrench head opening located parallel to the handle. This wrench turns threaded pipe and pipe fittings for easy installation or removal.","School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> Rothenberger aluminium pipe wrench 18""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/32/NW-T85831_T85832_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Rothenberger_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT86474,Virax power flame professional hand torch,Virax,48.54,A Rothenberger Virax power flame torch.,School's Out/Tools & Materials | Maintenance Projects/Tools & Materials | Maintenance Projects.csv -> Virax power flame professional hand torch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/74/NW-T86474_wm.jpg,,,,,,,N,,,35772R,Torch,N,,1 year warranty,,,,,,,,,,,,,,,,,
