,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Connection Size,Connection Type,Diameter,Operating Temperature,Range,Hazardous,Approvals,Equal / Unequal,Angle,End Connection A size,End Connection C size,Gender,Material,Size,Connection Type 1,Connection Type 2,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,End Connection B size,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Colour,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Wall Thickness (mm),Weight,Material Type,Grade,Min Outlet Pressure,Max Outlet Pressure,Connection Gender,Standards,Attachment 10,Connection Size (mm),Actuator Type,Handle Type,Number of Ports,Operator Type,Seal Material
21,P635752,Center CB End Feed CB-EFELS02245 end feed obtuse street elbow 22mm,Center CB,1.65,"Compact and lightweight, this Center CB end feed 45° obtuse street elbow with 22mm male x female connections is designed for ease of handling and straightforward installation, even in awkward spaces. A smooth design helps to minimise flow restrictions while also ensuring the fitting looks neat when installed on exposed pipelines. Center CB's end feed general range is suitable for use with soft or hard solder, or brazing alloy. A solder joint is created through the principle of capillary action. When fitting and tube are heated to the correct temperature, the solder becomes molten, allowing it to be drawn into the gap between the two for a tough, reliable joint.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Center CB End Feed CB-EFELS02245 end feed obtuse street elbow 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/56/NW-635751_635756_wm.jpg,,22 mm,Plain,22 mm,-40 to 110,End Feed,N,WRASBSI KitemarkEN 1254-1,Equal,45,22mm,22mmØ,Male x Female,Copper,22 mm,End Feed,End Feed,CB-EFELS02245,Elbow,N,Easy to install,Copper construction,Contains precision amount of lead-free solder,Solder creates perfect joint,Compatible with copper tube to BS/EN 1057,WRAS approved,BSI Kitemarked,Meets EN 1254-1 standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P635702,Center CB End Feed CB-EFEC015 end feed stop end 15mm,Center CB,0.43,"Designed for ease of handling and installation, this Center CB end feed stop end with 15mm female connections is lightweight and compact, making it ideal for more challenging installations. The fitting's smooth design minimises flow restrictions and looks neat and tidy on exposed pipelines.  Center CB's end feed general range is suitable for use with soft or hard solder, or brazing alloy. A solder joint is created through the principle of capillary action. When fitting and tube are heated to the correct temperature, the solder becomes molten, allowing it to be drawn into the gap between the two for a tough, reliable joint.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Center CB End Feed CB-EFEC015 end feed stop end 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/07/NW-635700_6357007_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/635702_Center_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PN53790,Rothenberger Plumbers 9Pce Holesaw Kit (9),Rothenberger,41.8,"Designed for use on metal, wood and plastic, this Rothenberger plumbers hole saw kit contains hole saws in 19, 22, 29, 38, 44 and 57mm sizes. Ideal for making cable runs through studs, plasterboard or other surfaces, using these saws ensures a smart, professional finish. In addition to plumbing and electrical work, these hole saws also provide excellent results anywhere that a hole made by a standard drill 3 jaw chuck is required.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Rothenberger Plumbers 9Pce Holesaw Kit (9)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/90/NW-N53790_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PM09507,Geberit Mapress 94924 Ball valve with lever 22mm Brass,Geberit,18.68,"Made of brass, this Geberit Mapress 22 x 22mm lever-operated ball valve is fitted with press-fit connections.  It is suitable for use in heating water, cooling water with or without anti-freeze agent, compressed air (oil purity class 0 - 3) and in installations using Geberit Mapress carbon steel, stainless steel or copper. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid.  The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit Mapress 94924 Ball valve with lever 22mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M09507_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_Brass_BallValve_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P635751,Center CB End Feed CB-EFELS01545 end feed obtuse street elbow 15mm,Center CB,0.69,"Compact and lightweight, this Center CB end feed 45° obtuse street elbow with 15mm male x female connections is designed for ease of handling and straightforward installation, even in awkward spaces. A smooth design helps to minimise flow restrictions while also ensuring the fitting looks neat when installed on exposed pipelines. Center CB's end feed general range is suitable for use with soft or hard solder, or brazing alloy. A solder joint is created through the principle of capillary action. When fitting and tube are heated to the correct temperature, the solder becomes molten, allowing it to be drawn into the gap between the two for a tough, reliable joint.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Center CB End Feed CB-EFELS01545 end feed obtuse street elbow 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/56/NW-635751_635756_wm.jpg,,15mm,Plain,15 mm,-40 to 110,End Feed,N,WRASBSI KitemarkEN 1254-1,Equal,45,15mm,15mm,Male x Female,Copper,15 mm,End Feed,End Feed,CB-EFELS01545,Elbow,N,Easy to install,Copper construction,Contains precision amount of lead-free solder,Solder creates perfect joint,Compatible with copper tube to BS/EN 1057,WRAS approved,BSI Kitemarked,Meets EN 1254-1 standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PM09490,Geberit Mapress flange stub (PN10/16) 66.7mm Copper,Geberit,152.7,"This Geberit Mapress 66.7 x 62.7mm flanged stub is made of copper with flange x plain end connections for loose flange PN10/16. It is suitable for use in cold/hot potable water, heating water, cooling water with or without anti-freeze agent, remote network heating water less than or equal to120°C, service water, compressed air (oil purity class 0 - 3), negative pressure, inert gases such as nitrogen and in technical building systems, industry and shipbuilding.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit Mapress flange stub (PN10/16) 66.7mm Copper",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/93/NW-M09490_M09493_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_Copper_Gas_Overview.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_Flange_Stub_Pl_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PM16722,Geberit Mapress 90deg elbow 22mm Copper,Geberit,3.19,"This Geberit Mapress 22 x 22mm 90° bend is made of copper with press-fit connections. It is suitable for use in cold/hot potable water, heating water, cooling water with or without anti-freeze agent, remote network heating water less than or equal to120°C, service water, compressed air (oil purity class 0 - 3), negative pressure, inert gases such as nitrogen and in technical building systems, industry and shipbuilding.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit Mapress 90deg elbow 22mm Copper",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/26/NW-M16722_M16726_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_Copper_Bend_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_Copper_Gas_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PR40063,Pegler VSH XPress 90deg elbow 22mm Copper,Pegler,3.62,"Made of copper, this VSH Xpress S12/7002A 22 x 22mm 90° elbow incorporates press-fit end connections for jointing copper tube and Leak Before Press technology, developed to provide instant identification of joints that are correctly assembled but mistakenly unpressed, saving on time, money and expensive call-outs. Offering quick and effective copper tube jointing to BS EN 1057 R250 and R290 standards, XPress fittings are suitable for use on hot and cold water services, vented and unvented closed circuit heating, chilled water and oil-free compressed air within permissible pressure and temperature limits.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Pegler VSH XPress 90deg elbow 22mm Copper",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/63/NW-R40063_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/VSH_Xpress_DNV_GL_Approval_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/VSH_XPress_Copper_Flow_Charts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_DVGW_Approval.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_BSI_License_Approval.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_XPress_S12_7002A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/VSH_XPress_SP_RISE_Approval_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/VSH_XPress_WRAS_Approval_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P635763,Center CB End Feed CB-EFTE042 end feed equal tee 42mm,Center CB,37.21,"Compact and lightweight, this Center CB end feed equal tee with 42mm female connections is designed for ease of handling and straightforward installation, even in awkward spaces. A smooth design helps to minimise flow restrictions while also ensuring the fitting looks neat when installed on exposed pipelines. Center CB's end feed general range is suitable for use with soft or hard solder, or brazing alloy. A solder joint is created through the principle of capillary action. When fitting and tube are heated to the correct temperature, the solder becomes molten, allowing it to be drawn into the gap between the two for a tough, reliable joint.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Center CB End Feed CB-EFTE042 end feed equal tee 42mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/64/NW-635758_635764_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/635763_Center_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PK29623,Pegler Proflow 1200SF double regulating valve 15mm (BSPP),Pegler,46.13,"The Pegler Proflow 1200SF DZR double regulating valve (also known as a DRV) ISO 228 controls water flow across chilled water air conditioning equipment. Incorporating 15mm BSP parallel connections, the valve is fitted to equipment's return line, controlling and balancing flow via adjustment of the valve spindle.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Pegler Proflow 1200SF double regulating valve 15mm (BSPP)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/28/NW-K29623_K29628_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Pegler_1200_Regul_Valve_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Fig1200_1260_FODRV_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P635792,"Center CB End Feed CB-EFTEFI015151/2 end feed female iron tee 15 x 15mm x 1/2""",Center CB,4.91,"Compact and lightweight, this Center CB end feed tee with 15mm x 1/2"" x 15mm female connections is designed for ease of handling and straightforward installation, even in awkward spaces. A smooth design helps to minimise flow restrictions while also ensuring the fitting looks neat when installed on exposed pipelines. Center CB's end feed general range is suitable for use with soft or hard solder, or brazing alloy. A solder joint is created through the principle of capillary action. When fitting and tube are heated to the correct temperature, the solder becomes molten, allowing it to be drawn into the gap between the two for a tough, reliable joint.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Center CB End Feed CB-EFTEFI015151/2 end feed female iron tee 15 x 15mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/93/NW-635792_635793_wm.jpg,,15 x 15mm x 1/2,End Feed x End Feed x BSP Parallel,15 mm,-40 to 110,End Feed,N,WRASBSI KitemarkEN 1254-1,Unequal,,15mm,15mm,female,Copper,15 mm x 1/2 inch x 15 mm,End Feed,End Feed,CB-EFTEFI015151/2,tee,N,Easy to install,Copper construction,Contains precision amount of lead-free solder,Solder creates perfect joint,Compatible with copper tube to BS/EN 1057,WRAS approved,BSI Kitemarked,Meets EN 1254-1 standard,1/2 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
