,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Connection Size,Operator Type,Type,Colour,Connection Type,Material Type,Warranty,Material,Size,Range,Body Material,Grade,Diameter,Operating Temperature,Feature 7,Feature 8,Finish,Length (M),Pack Quantity,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Connection Type 1,Connection Type 2,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Gender,Seat Material,Weight,Thickness,Single / Double,Thread Size,Standards,Number of Ports,Seal Material,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15
32,PC51991,Midland Brass hot and cold angled washing machine tap 15mm,Midland Brass,6.49,"Suitable for hot or cold water, this Midland Brass 15mm x 3/4"" BSP angled washing tap is supplied with both red and blue levers. Manufactured using CW617N brass, this tap has compression x threaded connections.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass hot and cold angled washing machine tap 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/91/NW-C51991_wm.jpg,,,N,MBFWMVA-15W,N,Metallic finish,CW617N brass material,Maximum working pressure 100 bar,Maximum working temperature 85°C,Manufactured to BS6675,WRAS approved,15 mm x 3/4 inch,,Tap,,Compression x Threaded,,,,,,,CW617N,,85,12 month warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PF82911,Midland Brass MDPE x copper stop cock 25 x 22mm,Midland Brass,10.0,This Midland Brass brass stop cock isolates the water supply to a property where required for maintenance or in an emergency. It is fitted with a 25 x 22mm threaded x compression connection.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass MDPE x copper stop cock 25 x 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/12/NW-F82910_F82912_wm.jpg,,,N,MBFST-2522W,N,CW617N brass material,"Can blank-off 1/2"" BSP thread/15mm compression fitting",12 month warranty,,,,25 x 22 mm,,Stopcock,,Threaded x Compression,,,,,,,CW617N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PC51980,Midbrass HP hot and cold straight washing machine valve 15mm x 3/4in,Midbrass,1.52,"Made of brass, this Midland Brass quarter-turn hot and cold straight washing machine tap has a 15mm threaded connection.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midbrass HP hot and cold straight washing machine valve 15mm x 3/4in",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/80/NW-C51980_wm.jpg,,,N,MBFWMV-15EW,N,Metallic finish,Positive stop,Maximum working pressure 100 bar,Maximum working temperature 85°C,CW617N brass material,WRAS approved,15mm,,Tap,,Threaded,,,,,HP,,CW617N,,85,Manufactured to BS6675,12 month warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PC50837,"Midland Brass angled bayonet socket 1/2""",Midland Brass,4.08,"Made of brass, this Midland Brass Salvus angled bayonet socket offers 1/2"" socket x threaded connections.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass angled bayonet socket 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/37/NW-C50837_wm.jpg,,,N,BFGHBSAHT-D,N,Angled bayonet socket,Has passed the high temperature test set at EN 1775:2007,,,,,1/2 in,,Bayonet Socket,,Socket x Threaded,,,Brass,1/2 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P236588,Center Brass Compression Olives 22mm Pack of 5,Center,1.58,These Center 22mm brass compression olives are suitable for use in drinking water supplies.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center Brass Compression Olives 22mm Pack of 5",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/88/236588_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/65/92/236571 236577 236579 236588-89 236592.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P236593,Center Chrome Plated Hot & Cold Washing Machine Tap 15mm,Center,2.14,"Chrome-plated, this Center 15mm hot and cold washing machine tap is supplied with colour-coded handles.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center Chrome Plated Hot & Cold Washing Machine Tap 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/93/236593_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/p_/v1/236593 HC Washing Machine Tap v1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P236563,Center Brass Gate Valve with Red Wheel Handle 15mm,Center,3.65,"Suitable for use in hot or cold water systems, this Center 15mm gate valve is wheelhead-operated. A gate valve, also known as a sluice valve, opens by lifting a barrier out of the path of a fluid. Gate valves normally require minimal space along the pipe axis and offer minimal flow restriction when fully open. A multi-turn valve, operation of a gate valve  is carried out via a threaded stem, turning multiple times to change position.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center Brass Gate Valve with Red Wheel Handle 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/63/236563_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/65/62/236562.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/v1/ 236563 Gate Valve v1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P505128,"Midland Brass brass blanking cap and washer 3/4""",Midland Brass,1.43,"This Midland Brass 3/4"" blanking cap and washer is made of metallic finished brass and includes threaded connections.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass brass blanking cap and washer 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/28/NW-505128_wm.jpg,,,N,MBRBCWS-E,N,Cooker chain assembly kit,Snap shackle/quick release design,Similar to that illustrated in BS 6172,,,,3/4 inch,,Cap and Washer,,Threaded,Brass,,Brass,3/4 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P250456,"Midbrass HP straight service valve 15mm x 1/2"" Nickel Plated",Midbrass,2.84,"Made of brass, this Midland Brass straight service valve has 15mm x 1/2"" BSP connections and a nickel finish. It is suitable for use in hot or cold water.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midbrass HP straight service valve 15mm x 1/2"" Nickel Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/56/NW-250456_wm.jpg,,,N,MBFSVS-15W,N,Maximum working temperature 85°C,CW617N brass material,Manufactured to BS6675,WRAS approved,,,15 mm x 1/2 inch,Slotted,Straight Service Valve,,,,,,,HP,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P236566,Center Chrome Isolating Valve 22mm,Center,2.88,"Suitable for use in hot or cold water, this Center 22mm chrome isolating valve has compression connections and screwdriver shut-off.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center Chrome Isolating Valve 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/66/236566_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/v1/ 236566 ISO Valve v1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/65/65/236565.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P255696,"Midland Brass hose union bib tap 1/2""",Midland Brass,7.75,"This Midland Brass bibcock has a 1/2"" hose union x threaded connection. Lever-operated, it is made of brass with a metallic finish.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass hose union bib tap 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/96/NW-255696_wm.jpg,,,N,CMBFHUB-D,N,,,,,,,1/2 inch,,Bibcock,,Hose Union x Threaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PC51841,Midland Brass washing machine hose 2.5mtr Blue,Midland Brass,6.49,This Midland Brass 2.5M long blue washing machine hose includes a threaded connection.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass washing machine hose 2.5mtr Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/41/NW-C51841_wm.jpg,,,N,BFWMHB-2.5M,N,CW617N brass material,Maximum working pressure 100 bar,Maximum working temperature 85°C,WRAS approved,12 month warranty,,,,Hose,,Threaded,,,,,,,CW617N,,,,,Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,P250460,Midland Brass slotted angled isolating valve 15mm Nickel,Midland Brass,2.84,"Made of brass, this Midland Brass slotted angled isolating valve has a 15mm threaded connection and nickel finish.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass slotted angled isolating valve 15mm Nickel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/60/NW-250460_wm.jpg,,,N,MBFIVA-15W,N,Brass construction,1 year warranty,,,,,15mm,Slotted,Slotted Angled Isolating Valve,,Threaded,Brass,1 year,Brass,15 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,P505448,Center CB Brass Hexagon Nipple 1/2,Center CB,1.47,"Made of hardwearing brass, this Navigator MSL 1/2"" threaded hexagonal nipple is suitable for use in hot or cold plumbing systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center CB Brass Hexagon Nipple 1/2",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/58/505458_wm.jpg,,,N,CMBRHN-D,N,Suitable for use in hot and cold water,Brass construction,Self colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PC51992,Midland Brass tee type washing machine tap hot and cold 15mm,Midland Brass,7.25,"Made of brass, this hot and cold tee-type washing machine tap is supplied with 15mm threaded connection.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass tee type washing machine tap hot and cold 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/92/NW-C51992_wm.jpg,,,N,MBFWMVT-15W,N,Metallic finish,Hardwearing build,Reliable design,12 month warranty,,,15mm,,Tap,,Threaded,,,,,,,CW617N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PC50653,"Tesla gas meter blanking disc washer 1"" (100)",Tesla,0.21,"This Tesla 1"" blanking washer is designed for gas meters.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Tesla gas meter blanking disc washer 1"" (100)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/53/NW-C50652_C50653_wm.jpg,,,N,GMUW1,N,Constructed from hardwearing materials,Reliable design,Manufactured to European standards,,,,,,Washer,Black,Washer,,,Brass,1,,,,3 mm,,,,Matt,0.033,100,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P505440,Center CB Brass Hex Head Flanged Plug 1/4,Center CB,1.27,"Manufactured in robust brass, this Navigator MSL 1/4"" threaded flanged plug is suitable for use in both hot and cold plumbing systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center CB Brass Hex Head Flanged Plug 1/4",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/34/505434_wm.jpg,,,N,CMBRFP-B,N,Suitable for use in hot and cold water,For use in domestic systems,Brass construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,P255693,"Midland Brass copper tube 350mm and wall plate 1/2"" x 15mm",Midland Brass,6.5,"Made of brass and copper, this Midland Brass 1/2"" wall plate and copper tube has a contemporary brushed finish.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass copper tube 350mm and wall plate 1/2"" x 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/93/NW-255693_wm.jpg,,,N,CBFWPT350-15D,N,"15mm x 1/2"" straight brass wall plate fitting with 350mm copper tube attached",,,,,,1/2 inch,,Wall Plate and Copper Tube,,,,,,,,,,1/2,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P236550,Center WRAS M10 mono flexible tap connectors 15 2pk,Center,3.43,"Suitable for an operating pressure of 10 bar and a maximum temperature of 85°C, these Center 15 x 10mm flexible mono tap connectors can be used in both hot and cold water systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center WRAS M10 mono flexible tap connectors 15 2pk",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/50/NW_236550_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/236550_CMFTCW-1510300 correct drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P250444,Midland Brass isolating valve comes with handle 15mm Nickel,Midland Brass,2.32,"Suitable for both hot and cold water systems, this Midland Brass 15mm isolating valve is supplied with an olive in nut ends. The metal lever activates shut-off","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass isolating valve comes with handle 15mm Nickel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/45/NW-250444_250445_wm.jpg,,,N,BFIVLM-15,N,Brass construction,Chrome finish,WRAS approved,1 year warranty,,,15mm,Handle,Isolating Valve with Handle,,Threaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,P505418,Center CB Brass Hexagon Bush 1 x 3/4,Center CB,1.34,"Manufactured in robust brass, this Navigator MSL 1 x 3/4"" threaded hexagonal bush is suitable for use in both hot and cold plumbing systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center CB Brass Hexagon Bush 1 x 3/4",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/19/505419_wm.jpg,,,N,CMBRBUSH-FE,N,Suitable for use in hot and cold water,For use in domestic systems,Brass construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P255680,Midland Brass single check valve 15mm,Midland Brass,2.84,"This Midland Brass 15mm check valve is made of robust brass.  A check valve, sometimes called a non-return valve, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass single check valve 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/80/255680_wm.jpg,,,N,TBFSCV-15,N,DZR brass construction,15mm size,,,,,15mm,,Check Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,P236587,"Center 1/2"" fibre washer 10pk",Center,1.44,"These Center 1/2"" fibre washers in red are suitable for use in hot and cold water systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center 1/2"" fibre washer 10pk",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/87/236587_wm.jpg,,,N,PPWSTC-D/10W,N,Pack of 10,Fibre construction,Red colour,For end feed tap connections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PN11370,JET Range CXC automatic air vent 15 mm,JET Range,11.04,"Continually removing the air that builds up inside a heating system, the JET range CXC 15mm automatic air vent eliminates the need for manual venting. Made up of a simple float connected to a valve, the AAV opens to release trapped air as a pre-determined level of air inside the float chamber is reached. After release the liquid in the system rises, moving the float back to its starting position to reseal the valve.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range CXC automatic air vent 15 mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/70/N11370_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/N11370 Installation & User Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/N11370 Auto Air Vent TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PK72690,Keraflo Aylesbury KB type float valve 32mm,Keraflo,983.0,"This Keraflo Aylesbury KB-type fully variable float valve with 32mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks with or without raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Keraflo Aylesbury KB type float valve 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/93/NW-K72688_K72693_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_KB_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,
