,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Thickness,Waste Supplied,Bowl Type,Bowl Shape,Fitting / Mounting Type,Main Bowl Size,Material,Number of Tap Holes,Second Bowl Size,Depth (mm),Attachment 4,Attachment 5,Flush Type,Warranty,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Fittings Included,Projection Depth,Diameter,Pack Quantity,Sector,Attachment 6,Attachment 7,Attachment 8,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Flow Rate,Min System Pressure Cold (Bar),Pressure (Low / Med / High),Spout Type,Handle Type,Position,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Shape,Capacity Litre,Style,Weight,Mounting Type,Application
23,PB97894,Twyford Sola schools rimless wc horizontal outlet 350mm White,Twyford,220.38,"Ideal for schools, this Twyford Sola rimless back-to-wall toilet pan is a Flushwise back-to-wall design with a water saving flush of 4/2.6L and improved hygiene features.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Twyford Sola schools rimless wc horizontal outlet 350mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/94/NW-B97894_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ConcledCisternMatrixBrochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_DoP10_WCs_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rw/ng/Twyford_Sola_School_350BTW_WC_Drwng.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Twyford_Sola_School_350BTW_WC_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PB97343,Ideal Standard Portman 21 2 tap hole basin with overflow and no chain 500mm,Ideal Standard,133.07,"This Ideal Standard Portman 21 500mm washbasin is made of tough vitreous china material with a vandal-resistant design for a longer life. This hardwearing, modern washbasin includes two tap holes and is designed for wall-mounted installation.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Portman 21 2 tap hole basin with overflow and no chain 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/43/NW-B97343_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Armitage_Shank_WB_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B97343_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PB79061,SHAWS 21IN CLNRS SINK PCK ALDER+LEVER TAP,Shaws Of Darwen,509.17,"A practical all in one installation kit, this Shaws Of Darwen Alder pack includes a 510 x 380mm low back rectangular cleaner's sink made of a tough fine fireclay, ideal for heavy commercial use. Constructed using cutting edge kiln technology, this single bowl sink has an antibacterial white glaze finish fired for resistance to stains and acids. This smart cleaner's sink is suitable for floor or wall mounting and is supplied with legs, a lever tap and all fittings for installation.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> SHAWS 21IN CLNRS SINK PCK ALDER+LEVER TAP,,21 inch Shaws fireclay sink;Legs ;brackets;Lever tap (WRAS Approved);Wall elbow;Slotted waste ;trap,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/62/NW-B79059_B79062_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Shaws_Of_Darwen_Cleaner_Pack_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PB62107,Ideal Standard Contour 21+ smart 50 basin no tap back outlet anti splash,Ideal Standard,190.63,"Fitted with a back outlet compact waste system with antibacterial treatment, the Ideal Standard Contour 21+ back outlet wash basin is suitable for use in with ducted services. Designed for installation in clinical settings, this basin is finished with an antimicrobial hydrophilic glaze and anti-splash fin for a reduced risk of cross-contamination.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21+ smart 50 basin no tap back outlet anti splash,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/07/NW-B62107_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S0430-0386-0388_A6682_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PJ23516,Ideal Standard Contour 21 1 tap hole basin 400mm White,Ideal Standard,94.95,"Practically designed for ergonomic use by young children, the Ideal Standard Contour 21 400mm schools basin with single tap hole is especially suitable for primary and nursery aged users. Easy to clean, this wall-mounted basin has a tough vitreous china build.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21 1 tap hole basin 400mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/16/J23516_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/J23516_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PB97897,Twyford Sola full seat ring top fix stainless steel hinge 350mm White,Twyford,70.45,The robust Twyford Sola full toilet seat ring in white is ideal for use in schools.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Twyford Sola full seat ring top fix stainless steel hinge 350mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/97/NW-B97897_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_WC_Seats_9_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Twyford_Sola_Avalon_Seats_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PD06416,Saracen waterless urinal system,Saracen,46.25,"Saracen Retro-fit Waterless Urinal system (1.5 waste outlet).  Can fit to 98% of vertical waste urinal bowls.  Simple to install onto most exisiting urinal bowls (or new urinal bowl) with instructions provided.  Helpline provided for technical support.""",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Saracen waterless urinal system,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/16/NW-D06416_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ba/ll/Saracen_ChangingthePowerBall.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saracen_D06416-D06419_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/ss/Saracen_D06416-D06419_ConvrsnProcess.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PB62118,Ideal Standard Contour 21+ standard projection wall hung bowl SmartGuard White,Ideal Standard,514.03,"The Ideal Standard Contour 21+ wall hung rimless toilet bowl is finished with a hydrophilic, smooth glaze with antimicrobial properties and is installed using hidden fixings for improved hygiene and easier cleaning.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21+ standard projection wall hung bowl SmartGuard White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/18/NW-B62118_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S0443-3643-0670-9139_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PB97262,Ideal Standard Contour 21 standard toilet seat with cover White,Ideal Standard,142.47,"Suitable for use in schools, this Ideal Standard Contour 21 top fixing white toilet seat and cover is manufactured in a highly durable plastic for easy cleaning, hygienic use and reliable durability.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21 standard toilet seat with cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/62/NW-B97262_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21_S4065_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PF47591,McAlpine TUN5-CL Tunvalve straight through Clear,McAlpine,13.08,A McAlpine straight through tunvalve with 19/23mm universal connections.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> McAlpine TUN5-CL Tunvalve straight through Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/91/F47591_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F47591_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PB97258,Ideal Standard Contour 21 standard seat no bottom fixed cover Blue,Ideal Standard,78.37,"Suitable for use in schools, this Ideal Standard Contour 21 bottom fixing blue toilet seat is manufactured in a highly durable plastic for easy cleaning, hygienic use and reliable durability.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21 standard seat no bottom fixed cover Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/58/NW-B97258_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21_S4059_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PU09311,Geberit Delta;Sigma;Omega Flush Valve for Geberit Cisterns,Geberit,19.55,"This Geberit Delta Type 212 complete flush valve is suitable all Geberit concealed cisterns in the Sigma series (UP300) up to year of manufacture 2001, the Omega series up to 2014 and the Delta series up to 2006. Slim and compact for easy installation and removal. Large flush volume with flexible settings for 4, 4.5, 6 and 7.5 litres. Small flush volume with flexible settings between 2 and 4 litres. Reduces oversplashing of the WC ceramic with an adjustable throttle integrated into the basket.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Geberit Delta;Sigma;Omega Flush Valve for Geberit Cisterns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/U09311_Primary_Image_wm.jpg,,,,Delta;Sigma;Omega,N,244.820.00.1,Dual-flush Valve,N,Adjustable throttle to control flow,adjustable small and large flush volumes,"backwards compatible with Geberit Sigma, Omega & Delta Concealed Cisterns",,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PG51011,Franke Model B wall basin and support 385 x 330mm Stainless Steel,Franke,129.15,"This tough Franke Sissons 340mm washbasin has been manufactured from 0.9mm thick, grade 1.4301 (304) stainless steel. This wall-mounted basin is prepared for a 32mm waste outlet and overflow and includes two tap holes in the rear ledge ready for the taps of your choice.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Franke Model B wall basin and support 385 x 330mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/11/NW-G51011_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Franke_WS_Sales_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/G51011_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PB78931,Ideal Standard legs 650mm Stainless Steel,Ideal Standard,110.34,This Ideal Standard stainless steel 650mm height leg is supplied with screw-to-wall aluminium alloy bearers for fitting to a Belfast sink.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard legs 650mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/31/B78931_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S9250MY_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PB97268,Ideal Standard Contour 21 seat standard no cover Grey,Ideal Standard,130.62,"Designed to withstand use in schools, the Ideal Standard Contour 21 black toilet seat is made of tough plastic for long lasting durability and easy-clean hygiene.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21 seat standard no cover Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/68/NW-B97268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21_S4066_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Contour_21_S4066_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PB97335,Ideal Standard Portman 21 1 centre tap hole basin and overflow without chain 400mm,Ideal Standard,90.32,"This Ideal Standard Portman 21 400mm washbasin is made of tough vitreous china material with a vandal-resistant design for a longer life. This hardwearing, modern washbasin includes a single tap hole and is designed for wall-mounted installation.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Portman 21 1 centre tap hole basin and overflow without chain 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/35/NW-B97335_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Armitage_Shank_WB_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B97335_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PB95103,Armitage Shanks Oleas Pneumatic dual flushplate,Armitage Shanks,47.65,"A discreet choice for simply designed commercial bathrooms, this Armitage Shanks Oleas flush plate offers pneumatic actuation and a dual flush. It is suitable for use with ProSys cisterns and frames.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Armitage Shanks Oleas Pneumatic dual flushplate,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/03/B95103_wm.jpg,,,,Oleas,N,S0857AA,Flush Plate,N,Toilet parts,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PB62115,Ideal Standard Contour 21+ raised height back to wall bowl rimless SmartGuard White,Ideal Standard,433.72,"The Ideal Standard Contour 21+ back-to-wall rimless toilet bowl is finished in gloss white and incorporates SmartGuard hydrophilic, antibacterial glaze for clean, hygienic use.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21+ raised height back to wall bowl rimless SmartGuard White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/15/NW-B62115_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S0440_S3617_S4066_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PU89344,Geberit dual flush pneumatic lifter,Geberit,22.37,This Geberit plastic dual flush pneumatic lifter is a replacement part for Geberit low height cisterns from 2004 onwards or other cisterns utilising a remote pnuematic flush button. It removes the need to fully replace an entire cistern or flush mechanism.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Geberit dual flush pneumatic lifter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/U89344_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Geberit_240.574.00.1_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PC90346,AKW Medicare high toilet plinth 75mm,AKW,198.09,The AKW Medicare toilet plinth discreetly raises the height of an existing toilet pan for easy access and side transfer.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> AKW Medicare high toilet plinth 75mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/46/NW-C90346_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/AKW_Redbook_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_l/r1/AKW_Redbook_V4_LR1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P171967,Fluidmaster 1000E Concealed Cisterns dual flush airgap SE brass shank fill valve,Fluidmaster,72.67,"Ready-assembled, this Fluidmaster 1000E concealed cistern with airgap SE brass shank fill valve offers a pneumatic dual flush adjustable to offer 6/4L, 4.5/3L or 4/2.6L.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Fluidmaster 1000E Concealed Cisterns dual flush airgap SE brass shank fill valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/67/171967_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/171967_Fluidmaster_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
