,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Hazardous,Boiler Section,Supplier Product Code,Type,WEEE Compliant,Attachment 1,Attachment 2,Attachment 3,Flow Rate,Warranty,Depth (mm),Enclosure Class,Standards,Feature 1,Dimensions mm (H x W x D),Part Gas Council number,By Model Number,Application,Connection Size,Connection Type,Max Pressure,Minimum Operating Temperature,Maximum Operating Temperature,Feature 2,Feature 3,Attachment 4,Fuel Type,Feature 4,Feature 5,Dimensions (L x W x D),Model For Use With,Boiler Range,Connection,Thread Standard,Material,Thread Size,Weight,Operating Temperature,Feature 6,Feature 7,Phase,Output,Litres,Capacity Litre,Attachment 5,Attachment 6,Pack Quantity,For Use With,Feature 8,Feature 9,Voltage (V),Frequency,Pressure Rating
29,P706023,Andrews control thermostat,Andrews,605.21,"An Andrews control thermostat for Andrews 54/440, 62/341, 65/173, 81/264, L54/399, L62/309, L65/169, L81/251 and 54/418. The thermostat allows the user to change or set the temperature of a boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews control thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/23/NW-706023_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo-WH_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PD70591,Heatrae Sadia Streamline pack r pillar tap,Heatrae Sadia,304.2,"A compact, low profile Heatrae Sadia Streamline pillar tap.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Heatrae Sadia Streamline pack r pillar tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/91/D70591_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Heatrae_Sadia_Vented_Taps_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae_Sadia_Streamline_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P412788,Ideal Spares burner kit 60/80kw,Ideal,295.85,This Ideal 60/80kW burner kit is compatible with a variety of Keston and Ideal commercial boilers. The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Ideal Spares burner kit 60/80kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/88/NW-412788_wm.jpg,Spares,N,,176354,Burner Kit,N,,,,,,,,,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",45.8L X 35.8W X 16.8H,H98103,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PD70587,Heatrae Sadia Streamline pack k monoblock mixer tap,Heatrae Sadia,151.21,"An attractively designed, contemporary Heatrae Sadia Streamline monobloc compact, low profile mixer tap for undersink water heaters.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Heatrae Sadia Streamline pack k monoblock mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/87/D70587_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_VentedTaps_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Heatrae_Sadia_Vented_Taps_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae_Sadia_Streamline_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P706138,Andrews 343-881-400 multifunction gas valve 343-881-400,Andrews,630.86,"This Andrews gas valve for natural gas is suitable for Andrews 32/143, 54/440, 62/341, 65/173, 81/264, 54/418 and 33/136 boilers. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews 343-881-400 multifunction gas valve 343-881-400,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/38/NW-706138_wm.jpg,Spares,N,,C511AWH,Gas Valve,N,,,,,,,,,Replacement gas valve,,,"62/341,81/264,54/440,54/418,65/173,32/143,33/136",,,,,,,Multifunctional operation,For use with Andrews water heaters,,Natural Gas,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P612221,Pump House ACR TR-D-140 air source heat pump trunking 140mm x 2mtrs,Pump House,35.36,"Providing a neat, professional and weatherproof finish for a new installation, this ivory Pump House 140mm x 2M air source heat pump external trunking and wall cover is easy to install using screws. This smart trunking is designed to cover a pump's insulated flow and return pipework as well as cabling, which can look unsightly and be hazardous if left exposed. Minimising the risk of pipe damage, the trunking provides protection from extremes of weather.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Pump House ACR TR-D-140 air source heat pump trunking 140mm x 2mtrs,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/21/612221_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pump_House_ASHP_Trunking_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Heating_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/PumpHouse_ASHP_Extnl_Trunking_Tech.pdf,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/612221_DataSheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P468881,Advanced Water 218-475-0002 pressure temperature relief valve 10bar,Advanced Water,85.97,"This Heatrae Sadia 10 bar temperature and pressure relief valve is compatible with Megaflo HE, Megatech, Elson Cylinder (Olympic Village only) and Megalife cylinders.  A pressure relief valve is designed to safely relieve over pressure.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Advanced Water 218-475-0002 pressure temperature relief valve 10bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/81/468881_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Megaflo_EcoSystemFit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P461056,Ideal Spares 150150 main burner bar,Ideal,75.79,This Ideal main burner bar is compatible with a variety of Ideal commercial boilers. The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Ideal Spares 150150 main burner bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/56/NW-461056_wm.jpg,Spares,N,,150150,Main Burner Bar,N,,,,,,,,,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",10L X 12.6W X 63.8H,E58108,"CXC 70,CXA 50,CXA 70,CXAP 60/H,CXS 40,CXC 116,CXAP 60,CXA 110,CXAP 40/H,CXA 70/H,CXS 120/H,CXA 120/H,CXA 90/H,CXA 60,CXA 80,CXD 70,CXS 50/H,CXAP 90/H,CXAP 70/H,CXS 50,CXAP 70,CXA 100,CXAP 50,CXAP 50/H,CX,CXA 40,CX 90,CX 70,CXC 48,CXA 60/H,CX 50,CXA 110/H",Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P112164,"Hyco speedflow expansion 2 litre vessel, check valve and pressure reducing valve",Hyco,90.77,"Suitable for use in the Speedflow range of water heaters, this Hyco Speedflow 2L expansion vessel is supplied with a check valve and pressure reducing valve for reliable safety.","Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Hyco speedflow expansion 2 litre vessel, check valve and pressure reducing valve",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/33/596333_wm.jpg,,N,,SF4,Unvented Accessory Kit,N,,,,,,135,,,Expansion vessel set at 3.5 bar,,,,,,,,,,One-way check valve and PRV set at 3 bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P138851,Andrews unvented system kit,Andrews,564.0,An Andrews brand unvented system kit for a wide range of ECOflo and CLASSICflo models.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews unvented system kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/51/138851_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Andrews_CLASSICflo_ECOflo_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P468716,RWC multibloc inlet control valve 3.5 & 6.0 bar 22mm,RWC,155.01,"Spare valve for use in a boiler's gas assembly.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> RWC multibloc inlet control valve 3.5 & 6.0 bar 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/16/468716_wm.jpg,,N,Gas Assembly,520-388-0854,Valve,N,,,,,,,,,Reliance Water Controls 1 Piece Multibloc 3.5 Bar Pressure Reducing,,,,,,,,,,6 Bar Pressure Relief Inlet Control Valve,Unvented system control requirement for unvented cylinders,,,3.5 Bar Pressure Reducer,6 Bar Expansion Relief,,,,,,,,,,,,,,,,,,,,,,,,
40,P422141,Altecnic Eres sealed system kit with vessel 12ltr,Altecnic,69.12,"This Altecnic Eres 12L sealed system kit is made up of a 12L expansion vessel, filling loop and a safety relief valve with gauge. Also included is a mounting bracket for ease of installation.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Altecnic Eres sealed system kit with vessel 12ltr,,"Vessel, SRV, Gauge, Filling Loop, 4 Way Fitting ;Bracket",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/41/422141_wm.jpg,Eres,N,,ER-12LTKIT,Sealed System Kit,N,,,,,,304,,,Includes expansion vessel,,,,,,,,,,With filling loop and safety relief valve with gauge,Supplied complete with mounting bracket,,,,,388 x 304 x 271 mm,,,,,,,,,,,,,,,,,,,,,,,
41,P456504,Worcester Bosch oil hose hnbr 900mm,Worcester Bosch,26.83,"This oil hose is a Worcester Bosch part designed for the burner section of Camray 5, Greenstar Oil and Camray 5 Utility boilers.  The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Worcester Bosch oil hose hnbr 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/04/456504_wm.jpg,,N,Hydraulics,87161153120,flexible hose,N,,,,,,,,,,,,"95/130 SYS,40/65,12/18 OOO GB OIL,65/90A U'LITY,CAMRAY 12/18 EXT,DANESMOOR HE 18/25 OOO,COMBI 90 EXTERNAL,COMBI 90,CAMRAY 18/25 U'LITY,CAMRAY 18/25 EXT,CAMRAY 12/18 EXT SYS,40/65 U'LITY SYS,CAMRAY 18/25 ROO GB,COMBI 55,95/130 U'LITY SYS,DA,65/90A KITCHEN",,,,,,,,,,,,,,"40/65 EXTERNAL, 65/90 U'LITY SYS, 95/130, CAMRAY 18/25 EXT SYS, CAMRAY 18/25 U'LITY SYS, 40/65, 95/130 SYS, COMBI 55, COMBI 90 EXTERNAL, CAMRAY 12/18 EXT, CAMRAY 18/25 EXT, DANESMOOR HE 18/25 OOO, HEATSLAVE 12/18 EXT, 40/65 U'LITY SYS, 65/90A U'LITY, CAM","Camray 5, Greenstar Oil, Camray 5 Utility",,,,,,,,,,,,,,,,,,,,,
42,PD53825,Impey Whale 755.210 transformer for SWP+SWP/WM,Impey,228.02,"Double-insulated and thermally protected, this Impey Whale 92W transformer is offers compatibility with SWP and SWP/WM.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Impey Whale 755.210 transformer for SWP+SWP/WM,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/25/NW-D53825_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Whale_Flow_Connect_Kit_V4_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P797528,Andrews sensor,Andrews,64.55,"A genuine Andrews sensor for use in CWH and LCWH appliances. The thermistor decreases circuit resistance in line with temperature increases. A boiler's printed control board (PCB) sends a current to the thermistor, deciding whether a decrease or increase in heat is required by reading the relative resistance.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/28/NW-797528_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,P493472,Gledhill XC007 mixing valve,Gledhill,185.58,"This Gledhill Brawa mixing valve is designed for BoilerMate BP, BoilerMate II, BoilerMate III, PulsaCoil BP, PulsaCoil III and Torrent multi-fuel store cylinders.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Gledhill XC007 mixing valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/72/493472_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Gledhill_Boilermaate_BP_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,P446993,Anglo Nordic adaptor 1/4'' x 1/4'',Anglo Nordic,1.67,"Intended for use with braided oil safety lines, this Anglo Nordic oil line adapter has 1/4"" x 1/4"" connections and is supplied with a copper ring.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Anglo Nordic adaptor 1/4'' x 1/4'',,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/93/NW-446993_wm.jpg,,N,,9400004-W,Adaptor,N,,,,,,,,,Designed for braided oil safety lines,x  x,,,,,,,,,"1/4"" x 1/4"" connections and copper ring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P138142,Andrews FASTflo PLUS 100/150 syphon kit comes with condensate trap,Andrews,172.0,This Andrews FASTflo PLUS 100/150 siphon kit with condensate trap is suitable for use with a range of units.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews FASTflo PLUS 100/150 syphon kit comes with condensate trap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/42/138142_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P480874,Broag gas service kit (210),Broag,178.67,This Broag S100198 gas service kit is suitable for Remeha (Baxi) commercial boilers.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Broag gas service kit (210),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/74/NW-480874_wm.jpg,,N,,S100637,Gas Service Kit,N,,,,,1 year,,,,Easy to Replace,x  x,,"Gas 210 Eco Pro 80kW,Gas 210 Eco Pro 200kW,Gas 210 Eco Pro 120kW,Gas 210 Eco Pro 160kW,210 Pro",,,,,,,High Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
